SiteID,Treatment,date,rainday (in),flowday (in),TSS lbs/ac
ARM,strips,9/22/2020,0,0, 
ARM,strips,9/21/2020,0,0, 
ARM,strips,9/20/2020,0,0, 
ARM,strips,9/19/2020,0,0, 
ARM,strips,9/18/2020,0,0, 
ARM,strips,9/17/2020,0,0, 
ARM,strips,9/16/2020,0,0, 
ARM,strips,9/15/2020,0,0, 
ARM,strips,9/14/2020,0,0, 
ARM,strips,9/13/2020,0,0, 
ARM,strips,9/12/2020,0,0.001507765, 
ARM,strips,9/11/2020,0.0787402,0.000279551, 
ARM,strips,9/10/2020,0.0787402,0.003998654, 
ARM,strips,9/9/2020,0.9055123,0.004498287, 
ARM,strips,9/8/2020,0.8661422,0.002225997, 
ARM,strips,9/7/2020,0.0787402,0, 
ARM,strips,9/6/2020,0,0, 
ARM,strips,9/5/2020,0,0, 
ARM,strips,9/4/2020,0,0, 
ARM,strips,9/3/2020,0,0, 
ARM,strips,9/2/2020,0,0, 
ARM,strips,9/1/2020,0,0, 
ARM,strips,8/31/2020,0,0, 
ARM,strips,8/30/2020,0,0, 
ARM,strips,8/29/2020,0,0, 
ARM,strips,8/28/2020,0,0, 
ARM,strips,8/27/2020,0,0, 
ARM,strips,8/26/2020,0,0, 
ARM,strips,8/25/2020,0,0, 
ARM,strips,8/24/2020,0,0, 
ARM,strips,8/23/2020,0,0, 
ARM,strips,8/22/2020,0,0, 
ARM,strips,8/21/2020,0,0, 
ARM,strips,8/20/2020,0,0, 
ARM,strips,8/19/2020,0,0, 
ARM,strips,8/18/2020,0,0, 
ARM,strips,8/17/2020,0,0, 
ARM,strips,8/16/2020,0,0, 
ARM,strips,8/15/2020,0,0, 
ARM,strips,8/14/2020,0,0, 
ARM,strips,8/13/2020,0,0, 
ARM,strips,8/12/2020,0,0, 
ARM,strips,8/11/2020,0,0, 
ARM,strips,8/10/2020,0,0, 
ARM,strips,8/9/2020,0.0393701,0, 
ARM,strips,8/8/2020,0,0, 
ARM,strips,8/7/2020,0,0, 
ARM,strips,8/6/2020,0,0, 
ARM,strips,8/5/2020,0,0, 
ARM,strips,8/4/2020,0,0, 
ARM,strips,8/3/2020,0,0, 
ARM,strips,8/2/2020,0,0, 
ARM,strips,8/1/2020,0.0787402,0, 
ARM,strips,7/31/2020,0,0, 
ARM,strips,7/30/2020,0,3.46E-05, 
ARM,strips,7/29/2020,0.4330711,0, 
ARM,strips,7/28/2020,0,0, 
ARM,strips,7/27/2020,0,2.22E-06, 
ARM,strips,7/26/2020,0.5118113,1.18E-05, 
ARM,strips,7/25/2020,0,0, 
ARM,strips,7/24/2020,0,0, 
ARM,strips,7/23/2020,1.6141741,0.000357154, 
ARM,strips,7/22/2020,0,0, 
ARM,strips,7/21/2020,0,0, 
ARM,strips,7/20/2020,0.0393701,0, 
ARM,strips,7/19/2020,0,0, 
ARM,strips,7/18/2020,0.0393701,0, 
ARM,strips,7/17/2020,0,0, 
ARM,strips,7/16/2020,0,0, 
ARM,strips,7/15/2020,0.0787402,0, 
ARM,strips,7/14/2020,0,0, 
ARM,strips,7/13/2020,0,0, 
ARM,strips,7/12/2020,0,0, 
ARM,strips,7/11/2020,0,0, 
ARM,strips,7/10/2020,0,0, 
ARM,strips,7/9/2020,0,0, 
ARM,strips,7/8/2020,0,0, 
ARM,strips,7/7/2020,0,0, 
ARM,strips,7/6/2020,0,0, 
ARM,strips,7/5/2020,0,0, 
ARM,strips,7/4/2020,0,0, 
ARM,strips,7/3/2020,0,0, 
ARM,strips,7/2/2020,0,0, 
ARM,strips,7/1/2020,0.8661422,0.003213261, 
ARM,strips,6/30/2020,0,0, 
ARM,strips,6/29/2020,0,0, 
ARM,strips,6/28/2020,0.1181103,0, 
ARM,strips,6/27/2020,0,0, 
ARM,strips,6/26/2020,0,0, 
ARM,strips,6/25/2020,0,0, 
ARM,strips,6/24/2020,0,0, 
ARM,strips,6/23/2020,0,0, 
ARM,strips,6/22/2020,0,0, 
ARM,strips,6/21/2020,0,0, 
ARM,strips,6/20/2020,0,0, 
ARM,strips,6/19/2020,0.1968505,0, 
ARM,strips,6/18/2020,0,0, 
ARM,strips,6/17/2020,0,0, 
ARM,strips,6/16/2020,0,0, 
ARM,strips,6/15/2020,0,0, 
ARM,strips,6/14/2020,0,0, 
ARM,strips,6/13/2020,0,0, 
ARM,strips,6/12/2020,0,0, 
ARM,strips,6/11/2020,0,0, 
ARM,strips,6/10/2020,0.0393701,0.003255584, 
ARM,strips,6/9/2020,0.5511814,0.000734528, 
ARM,strips,6/8/2020,0,0, 
ARM,strips,6/7/2020,0,0, 
ARM,strips,6/6/2020,0,0, 
ARM,strips,6/5/2020,0,0, 
ARM,strips,6/4/2020,0,0, 
ARM,strips,6/3/2020,0,0, 
ARM,strips,6/2/2020,0,0, 
ARM,strips,6/1/2020,0,0, 
ARM,strips,5/31/2020,0,0, 
ARM,strips,5/30/2020,0,0, 
ARM,strips,5/29/2020,0,0, 
ARM,strips,5/28/2020,0,0, 
ARM,strips,5/27/2020,0,0, 
ARM,strips,5/26/2020,0.2362206,0.006314843, 
ARM,strips,5/25/2020,0.2755907,0.009360664, 
ARM,strips,5/24/2020,1.0629927,0.007989276, 
ARM,strips,5/23/2020,0.4330711,0.012033915, 
ARM,strips,5/22/2020,0.0393701,0, 
ARM,strips,5/21/2020,0,0, 
ARM,strips,5/20/2020,0,0, 
ARM,strips,5/19/2020,0,0, 
ARM,strips,5/18/2020,0,0, 
ARM,strips,5/17/2020,0,0, 
ARM,strips,5/16/2020,0.6692917,0, 
ARM,strips,5/15/2020,0,0, 
ARM,strips,5/14/2020,0.3543309,0, 
ARM,strips,5/13/2020,0,0, 
ARM,strips,5/12/2020,0,0, 
ARM,strips,5/11/2020,0,0, 
ARM,strips,5/10/2020,0,0, 
ARM,strips,5/9/2020,0,0, 
ARM,strips,5/8/2020,0,5.14E-06, 
ARM,strips,5/7/2020,0.0393701,0, 
ARM,strips,5/6/2020,0,0, 
ARM,strips,4/2/2020,0,0, 
ARM,strips,4/1/2020,0,0, 
ARM,strips,3/31/2020,0,0, 
ARM,strips,3/30/2020,0,0, 
ARM,strips,3/29/2020,0,0, 
ARM,strips,3/28/2020,0,0, 
ARM,strips,3/27/2020,0,0, 
ARM,strips,3/26/2020,0,0, 
ARM,strips,3/25/2020,0,0, 
ARM,strips,3/24/2020,0,0, 
MAR,control,10/20/2020,0,0, 
MAR,control,10/19/2020,0,0, 
MAR,control,10/18/2020,0,0, 
MAR,control,10/17/2020,0,0, 
MAR,control,10/16/2020,0,0, 
MAR,control,10/15/2020,0,0, 
MAR,control,10/14/2020,0,0, 
MAR,control,10/13/2020,0,0, 
MAR,control,10/12/2020,0,0, 
MAR,control,10/11/2020,0,0, 
MAR,control,10/10/2020,0,0, 
MAR,control,10/9/2020,0,0, 
MAR,control,10/8/2020,0,0, 
MAR,control,10/7/2020,0,0, 
MAR,control,10/6/2020,0,0, 
MAR,control,10/5/2020,0,0, 
MAR,control,10/4/2020,0,0, 
MAR,control,10/3/2020,0,0, 
MAR,control,10/2/2020,0,0, 
MAR,control,10/1/2020,0,0, 
MAR,control,9/30/2020,0,0, 
MAR,control,9/29/2020,0,0, 
MAR,control,9/28/2020,0,0, 
MAR,control,9/27/2020,0.7086618,0, 
MAR,control,9/26/2020,0,0, 
MAR,control,9/25/2020,0,0, 
MAR,control,9/24/2020,0,0, 
MAR,control,9/23/2020,0,0, 
MAR,control,9/22/2020,0,0, 
MAR,control,9/21/2020,0,0, 
MAR,control,9/20/2020,0,0, 
MAR,control,9/19/2020,0,0, 
MAR,control,9/18/2020,0,0, 
MAR,control,9/17/2020,0,0, 
MAR,control,9/16/2020,0,0, 
MAR,control,9/15/2020,0,0, 
MAR,control,9/14/2020,0,0, 
MAR,control,9/13/2020,0,0, 
MAR,control,9/12/2020,0,0.000138801, 
MAR,control,9/11/2020,0.3149608,0.000525614, 
MAR,control,9/10/2020,0,0.00046824, 
MAR,control,9/9/2020,0.3149608,0.000469252, 
MAR,control,9/8/2020,0.393701,0.000206392, 
MAR,control,9/7/2020,0.5118113,1.14E-05, 
MAR,control,9/6/2020,0,0, 
MAR,control,9/5/2020,0,0, 
MAR,control,9/4/2020,0,0, 
MAR,control,9/3/2020,0,0, 
MAR,control,9/2/2020,0,0, 
MAR,control,9/1/2020,0,0.000204943, 
MAR,control,8/31/2020,0.0787402,0, 
MAR,control,8/30/2020,0,0, 
MAR,control,8/29/2020,0,0, 
MAR,control,8/28/2020,0.2755907,0, 
MAR,control,8/27/2020,0,0, 
MAR,control,8/26/2020,0,0, 
MAR,control,8/25/2020,0,0, 
MAR,control,8/24/2020,0,0, 
MAR,control,8/23/2020,0,0, 
MAR,control,8/22/2020,0.0393701,0, 
MAR,control,8/21/2020,0,0, 
MAR,control,8/20/2020,0,0, 
MAR,control,8/19/2020,0,0, 
MAR,control,8/18/2020,0,0, 
MAR,control,8/17/2020,0,0, 
MAR,control,8/16/2020,0,0, 
MAR,control,8/15/2020,0.0393701,0, 
MAR,control,8/14/2020,0,0, 
MAR,control,8/13/2020,0,0, 
MAR,control,8/12/2020,0,0, 
MAR,control,8/11/2020,0,0, 
MAR,control,8/10/2020,1.968505,0, 
MAR,control,8/9/2020,0.0393701,0, 
MAR,control,8/8/2020,0,0, 
MAR,control,8/7/2020,0,0, 
MAR,control,8/6/2020,0,0, 
MAR,control,8/5/2020,0,0, 
MAR,control,8/4/2020,0,0, 
MAR,control,8/3/2020,0,0, 
MAR,control,8/2/2020,0,0, 
MAR,control,8/1/2020,0,0, 
MAR,control,7/31/2020,0,0, 
MAR,control,7/30/2020,0,0, 
MAR,control,7/29/2020,0,0, 
MAR,control,7/28/2020,0,0, 
MAR,control,7/27/2020,0,0, 
MAR,control,7/26/2020,0,0, 
MAR,control,7/25/2020,0,0, 
MAR,control,7/24/2020,0,0, 
MAR,control,7/23/2020,0,0, 
MAR,control,7/22/2020,0,0, 
MAR,control,7/21/2020,0,0, 
MAR,control,7/20/2020,0,0, 
MAR,control,7/19/2020,0,0, 
MAR,control,7/18/2020,0,0, 
MAR,control,7/17/2020,0,0, 
MAR,control,7/16/2020,0,0, 
MAR,control,7/15/2020,0,0, 
MAR,control,7/14/2020,0.2362206,0, 
MAR,control,7/13/2020,0,0, 
MAR,control,7/12/2020,0,0, 
MAR,control,7/11/2020,0,0, 
MAR,control,7/10/2020,0,0, 
MAR,control,7/9/2020,0.2362206,0, 
MAR,control,7/8/2020,0,0, 
MAR,control,7/7/2020,0,0, 
MAR,control,7/6/2020,0,0, 
MAR,control,7/5/2020,0,0, 
MAR,control,7/4/2020,0,0, 
MAR,control,7/3/2020,0,0, 
MAR,control,7/2/2020,0,0, 
MAR,control,7/1/2020,0,0, 
MAR,control,6/30/2020,0,0, 
MAR,control,6/29/2020,0,0, 
MAR,control,6/28/2020,0,0, 
MAR,control,6/27/2020,0,0, 
MAR,control,6/26/2020,0.0787402,0, 
MAR,control,6/25/2020,0,0, 
MAR,control,6/24/2020,0,0, 
MAR,control,6/23/2020,0,0, 
MAR,control,6/22/2020,0.6299216,0, 
MAR,control,6/21/2020,0,0, 
MAR,control,6/20/2020,0.393701,0, 
MAR,control,6/19/2020,0.787402,0, 
MAR,control,6/18/2020,0,0, 
MAR,control,6/17/2020,0,0, 
MAR,control,6/16/2020,0,0, 
MAR,control,6/15/2020,0,0, 
MAR,control,6/14/2020,0,0, 
MAR,control,6/13/2020,0,0, 
MAR,control,6/12/2020,0,0, 
MAR,control,6/11/2020,0,0, 
MAR,control,6/10/2020,0.8267721,0.00066136, 
MAR,control,6/9/2020,1.181103,0, 
MAR,control,6/8/2020,0,0, 
MAR,control,6/7/2020,0,0, 
MAR,control,6/6/2020,0,0, 
MAR,control,6/5/2020,0.0787402,0, 
MAR,control,6/4/2020,0,0, 
MAR,control,6/3/2020,0.1181103,0, 
MAR,control,6/2/2020,0,0, 
MAR,control,6/1/2020,0,0, 
MAR,control,5/31/2020,0,0, 
MAR,control,5/30/2020,0,0, 
MAR,control,5/29/2020,0,0, 
MAR,control,5/28/2020,1.3779535,0.002787234,0.702076081
MAR,control,5/27/2020,0,0, 
MAR,control,5/26/2020,0.3543309,0, 
MAR,control,5/25/2020,0,0, 
MAR,control,5/24/2020,0,0, 
MAR,control,5/23/2020,0.1574804,0, 
MAR,control,5/22/2020,0,0, 
MAR,control,5/21/2020,0,0, 
MAR,control,5/20/2020,0,0, 
MAR,control,5/19/2020,0,0, 
MAR,control,5/18/2020,0,0.014314654, 
MAR,control,5/17/2020,1.1023628,0.021471876, 
MAR,control,5/16/2020,0,0, 
MAR,control,5/15/2020,0,0, 
MAR,control,5/14/2020,0.0787402,0, 
MAR,control,5/13/2020,0.1968505,0, 
MAR,control,5/12/2020,0,0, 
MAR,control,5/11/2020,0,0, 
MAR,control,5/10/2020,0,0, 
MAR,control,5/9/2020,0,0, 
MAR,control,5/8/2020,0,0, 
MAR,control,5/7/2020,0,0, 
MAR,control,5/6/2020,0,0, 
MAR,control,5/5/2020,0,0, 
MAR,control,4/2/2020,0,0, 
MAR,control,4/1/2020,0,0, 
MAR,control,3/31/2020,0,0, 
MAR,control,3/30/2020,0,0, 
MAR,control,3/29/2020,0,0, 
MAR,control,3/28/2020,0,0, 
MAR,control,3/27/2020,0,0, 
MAR,control,3/26/2020,0,0, 
MAR,control,3/25/2020,0,0, 
MAR,control,3/24/2020,0,0, 
MAR,control,3/23/2020,0,0, 
MAR,strips,10/20/2020,0,0, 
MAR,strips,10/19/2020,0,0, 
MAR,strips,10/18/2020,0,0, 
MAR,strips,10/17/2020,0,0, 
MAR,strips,10/16/2020,0,0, 
MAR,strips,10/15/2020,0,0, 
MAR,strips,10/14/2020,0,0, 
MAR,strips,10/13/2020,0,0, 
MAR,strips,10/12/2020,0,0, 
MAR,strips,10/11/2020,0,0, 
MAR,strips,10/10/2020,0,0, 
MAR,strips,10/9/2020,0,0, 
MAR,strips,10/8/2020,0,0, 
MAR,strips,10/7/2020,0,0, 
MAR,strips,10/6/2020,0,0, 
MAR,strips,10/5/2020,0,0, 
MAR,strips,10/4/2020,0,0, 
MAR,strips,10/3/2020,0,0, 
MAR,strips,10/2/2020,0,0, 
MAR,strips,10/1/2020,0,0, 
MAR,strips,9/30/2020,0,0, 
MAR,strips,9/29/2020,0,0, 
MAR,strips,9/28/2020,0,0, 
MAR,strips,9/27/2020,0.7086618,0, 
MAR,strips,9/26/2020,0,0, 
MAR,strips,9/25/2020,0,0, 
MAR,strips,9/24/2020,0,0, 
MAR,strips,9/23/2020,0,0, 
MAR,strips,9/22/2020,0,0, 
MAR,strips,9/21/2020,0,0, 
MAR,strips,9/20/2020,0,0, 
MAR,strips,9/19/2020,0,0, 
MAR,strips,9/18/2020,0,0, 
MAR,strips,9/17/2020,0,0, 
MAR,strips,9/16/2020,0,0, 
MAR,strips,9/15/2020,0,0, 
MAR,strips,9/14/2020,0,0, 
MAR,strips,9/13/2020,0,0, 
MAR,strips,9/12/2020,0,0, 
MAR,strips,9/11/2020,0.3149608,0, 
MAR,strips,9/10/2020,0,0, 
MAR,strips,9/9/2020,0.3149608,0, 
MAR,strips,9/8/2020,0.393701,0.002836439, 
MAR,strips,9/7/2020,0.5118113,0.000807181, 
MAR,strips,9/6/2020,0,0, 
MAR,strips,9/5/2020,0,0, 
MAR,strips,9/4/2020,0,0, 
MAR,strips,9/3/2020,0,0, 
MAR,strips,9/2/2020,0,0, 
MAR,strips,9/1/2020,0,0, 
MAR,strips,8/31/2020,0.0787402,0.005405377, 
MAR,strips,8/30/2020,0,0, 
MAR,strips,8/29/2020,0,0.007729612, 
MAR,strips,8/28/2020,0.2755907,0, 
MAR,strips,8/27/2020,0,0, 
MAR,strips,8/26/2020,0,0, 
MAR,strips,8/25/2020,0,0, 
MAR,strips,8/24/2020,0,0, 
MAR,strips,8/23/2020,0,0.088642262, 
MAR,strips,8/22/2020,0.0393701,0, 
MAR,strips,8/21/2020,0,0, 
MAR,strips,8/20/2020,0,0, 
MAR,strips,8/19/2020,0,0, 
MAR,strips,8/18/2020,0,0, 
MAR,strips,8/17/2020,0,0, 
MAR,strips,8/16/2020,0,0.005389159, 
MAR,strips,8/15/2020,0.0393701,0.046707377, 
MAR,strips,8/14/2020,0,0, 
MAR,strips,8/13/2020,0,0, 
MAR,strips,8/12/2020,0,0, 
MAR,strips,8/11/2020,0,0.04107552, 
MAR,strips,8/10/2020,1.968505,0.031064316, 
MAR,strips,8/9/2020,0.0393701,0, 
MAR,strips,8/8/2020,0,0, 
MAR,strips,8/7/2020,0,0, 
MAR,strips,8/6/2020,0,0, 
MAR,strips,8/5/2020,0,0, 
MAR,strips,8/4/2020,0,0, 
MAR,strips,8/3/2020,0,0, 
MAR,strips,8/2/2020,0,0, 
MAR,strips,8/1/2020,0,0, 
MAR,strips,7/31/2020,0,0, 
MAR,strips,7/30/2020,0,0, 
MAR,strips,7/29/2020,0,0, 
MAR,strips,7/28/2020,0,0, 
MAR,strips,7/27/2020,0,0, 
MAR,strips,7/26/2020,0,0, 
MAR,strips,7/25/2020,0,0, 
MAR,strips,7/24/2020,0,0, 
MAR,strips,7/23/2020,0,0, 
MAR,strips,7/22/2020,0,0, 
MAR,strips,7/21/2020,0,0, 
MAR,strips,7/20/2020,0,0, 
MAR,strips,7/19/2020,0,0, 
MAR,strips,7/18/2020,0,0, 
MAR,strips,7/17/2020,0,0, 
MAR,strips,7/16/2020,0,0, 
MAR,strips,7/15/2020,0,0, 
MAR,strips,7/14/2020,0.2362206,0, 
MAR,strips,7/13/2020,0,0, 
MAR,strips,7/12/2020,0,0, 
MAR,strips,7/11/2020,0,0, 
MAR,strips,7/10/2020,0,0, 
MAR,strips,7/9/2020,0.2362206,0, 
MAR,strips,7/8/2020,0,0, 
MAR,strips,7/7/2020,0,0, 
MAR,strips,7/6/2020,0,0, 
MAR,strips,7/5/2020,0,0, 
MAR,strips,7/4/2020,0,0, 
MAR,strips,7/3/2020,0,0, 
MAR,strips,7/2/2020,0,0, 
MAR,strips,7/1/2020,0,0, 
MAR,strips,6/30/2020,0,0, 
MAR,strips,6/29/2020,0,0, 
MAR,strips,6/28/2020,0,0, 
MAR,strips,6/27/2020,0,0, 
MAR,strips,6/26/2020,0.0787402,0, 
MAR,strips,6/25/2020,0,0, 
MAR,strips,6/24/2020,0,0, 
MAR,strips,6/23/2020,0,0.062501551, 
MAR,strips,6/22/2020,0.6299216,0.02151275, 
MAR,strips,6/21/2020,0,0.006165049, 
MAR,strips,6/20/2020,0.393701,0.018092938, 
MAR,strips,6/19/2020,0.787402,0.000117819, 
MAR,strips,6/18/2020,0,0, 
MAR,strips,6/17/2020,0,0, 
MAR,strips,6/16/2020,0,0, 
MAR,strips,6/15/2020,0,0, 
MAR,strips,6/14/2020,0,0, 
MAR,strips,6/13/2020,0,0, 
MAR,strips,6/12/2020,0,0, 
MAR,strips,6/11/2020,0,0.004739101, 
MAR,strips,6/10/2020,0.8267721,0.115459264,2.804698756
MAR,strips,6/9/2020,1.181103,0.007312332, 
MAR,strips,6/8/2020,0,0, 
MAR,strips,6/7/2020,0,0, 
MAR,strips,6/6/2020,0,0, 
MAR,strips,6/5/2020,0.0787402,0, 
MAR,strips,6/4/2020,0,0, 
MAR,strips,6/3/2020,0.1181103,0, 
MAR,strips,6/2/2020,0,0, 
MAR,strips,6/1/2020,0,0, 
MAR,strips,5/31/2020,0,0, 
MAR,strips,5/30/2020,0,0, 
MAR,strips,5/29/2020,0,0.0038722, 
MAR,strips,5/28/2020,1.3779535,0.960406061,72.20526794
MAR,strips,5/27/2020,0,0.002189244, 
MAR,strips,5/26/2020,0.3543309,0, 
MAR,strips,5/25/2020,0,0, 
MAR,strips,5/24/2020,0,0, 
MAR,strips,5/23/2020,0.1574804,0.004946215, 
MAR,strips,5/22/2020,0,0, 
MAR,strips,5/21/2020,0,0, 
MAR,strips,5/20/2020,0,0, 
MAR,strips,5/19/2020,0,0, 
MAR,strips,5/18/2020,0,0.00280801, 
MAR,strips,5/17/2020,1.1023628,0.006461839, 
MAR,strips,5/16/2020,0,0, 
MAR,strips,5/15/2020,0,0, 
MAR,strips,5/14/2020,0.0787402,7.27E-05, 
MAR,strips,5/13/2020,0.1968505,0.000470895, 
MAR,strips,5/12/2020,0,0, 
MAR,strips,5/11/2020,0,0, 
MAR,strips,5/10/2020,0,0, 
