OBJECTID_1,OBJECTID,PadID,nnes_9m,nnes_15m,nnes_21m,nnes_27m,nnes_33m,nnes_39m,nnes_45m,nnes_51m,nnes_57m,nnes_63m,nnes_69m,nnes_75m,nnes_81m,nnes_87m,nnes_93m,nnes_99m,nnes_105m,nnes_111m,nnes_117m,nnes_123m,nnes_130m,nnes_150m,nnes_170m,nnes_190m,nnes_210m,nnes_230m,nnes_250m,nnes_270m,nnes_290m,nnes_310m,nnes_330m,nnes_350m,nnes_370m,nnes_390m,nnes_410m,nnes_430m,nnes_450m,nnes_470m,nnes_530m,nnes_570m,nnes_610m,nnes_650m,nnes_690m,nnes_730m,nnes_770m,nnes_810m,nnes_850m,nnes_890m,nnes_930m,nnes_970m,nnes_1010m,nnes_1110m,nnes_1290m,nnes_1470m,nnes_1650m,nnes_1830m,nnes_2010m,nnes_2190m,nnes_2370m,nnes_2550m,nnes_2730m,nnes_2910m,nnes_3090m,nnes_3270m,nnes_3450m,nnes_3630m,nnes_3810m,nnes_3990m,nnes_4170m,nnes_4350m,nnes_4530m,nnes_4710m,nnes_4890m,nnes_5070m
653,653,NYK23T,-0.937361658,-0.940901995,-0.947911441,-0.957915723,-0.969131768,-0.979615092,-0.988561869,-0.995432198,-0.999405086,-0.999541402,-0.995168865,-0.985980213,-0.972827554,-0.957383335,-0.941104174,-0.925327122,-0.910971284,-0.89813143,-0.88627243,-0.874254704,-0.856847286,-0.820760667,-0.78612709,-0.75733757,-0.742492437,-0.741963387,-0.744733214,-0.73348397,-0.736011267,-0.757004499,-0.771560669,-0.788716257,-0.810482025,-0.83646822,-0.866069973,-0.898093164,-0.930398047,-0.960633874,-0.998461127,-0.965607464,-0.911551952,-0.857077479,-0.81224978,-0.779220939,-0.754975557,-0.735831201,-0.719685078,-0.707372248,-0.699520946,-0.693898141,-0.690379739,-0.69863832,-0.70579344,-0.728615999,-0.781353056,-0.85915029,-0.96465534,-0.993733585,-0.912265658,-0.758919835,-0.537653506,-0.251309335,-0.02750208,0.120040782,0.20886533,0.243597299,0.233568698,0.200435489,0.156149969,0.110397547,0.065261118,0.025316546,-0.005963918,-0.038454022
654,654,NYK24T,-0.629251182,-0.600923598,-0.581873715,-0.583495498,-0.600999594,-0.623525739,-0.645698786,-0.666600227,-0.689657211,-0.715198159,-0.740998268,-0.764985025,-0.786203384,-0.804410636,-0.819327593,-0.830770969,-0.839015186,-0.844858229,-0.848402858,-0.849945545,-0.861238897,-0.833323121,-0.813168526,-0.795294285,-0.781611145,-0.774961293,-0.776821256,-0.785239875,-0.784887671,-0.793124497,-0.815773308,-0.83300364,-0.852285326,-0.874280632,-0.898778915,-0.925048888,-0.951181114,-0.97443682,-0.996586919,-0.963213086,-0.915868104,-0.869302392,-0.828193307,-0.796697974,-0.772989094,-0.754163265,-0.737653255,-0.724121809,-0.71408838,-0.707056999,-0.70157665,-0.699051797,-0.707616568,-0.733054519,-0.777495742,-0.862115085,-0.976174116,-0.986296058,-0.900767446,-0.769884348,-0.550439,-0.248217627,-0.004017493,0.154603049,0.237252325,0.261734188,0.253214985,0.220597982,0.179231748,0.133310571,0.085460871,0.040809177,0.003041414,-0.032158941
655,655,NYK25T,0.038941938,0.011090918,-0.017905621,-0.056103233,-0.113288715,-0.183598608,-0.259418547,-0.337563157,-0.414738268,-0.486658067,-0.550359726,-0.605002284,-0.651096284,-0.68951267,-0.720831275,-0.745512366,-0.764427364,-0.778825402,-0.789798617,-0.798279345,-0.789698005,-0.819110334,-0.840008259,-0.839060843,-0.844967246,-0.852572083,-0.86067456,-0.87019372,-0.883283615,-0.89691186,-0.902132511,-0.910956383,-0.928628325,-0.941841185,-0.955817401,-0.970409811,-0.984025061,-0.994383574,-0.990300298,-0.960363567,-0.92638427,-0.894090056,-0.863727748,-0.835443616,-0.812251329,-0.79383558,-0.777666807,-0.763029933,-0.749359071,-0.737784386,-0.728526592,-0.699051797,-0.707616568,-0.733054519,-0.777495742,-0.862115085,-0.976174116,-0.986296058,-0.900767446,-0.769884348,-0.550439,-0.248217627,-0.004017493,0.154603049,0.237252325,0.261734188,0.253214985,0.220597982,0.179231748,0.133310571,0.085460871,0.040809177,0.003041414,-0.032158941
656,656,NYK26T,-0.997892678,-0.997072756,-0.994057059,-0.988904119,-0.981458366,-0.968373597,-0.947082758,-0.917020917,-0.880403817,-0.840655088,-0.801907301,-0.76672107,-0.736582875,-0.711832702,-0.692476153,-0.678608298,-0.670770586,-0.668487251,-0.671159685,-0.677738726,-0.699886382,-0.745575905,-0.798745215,-0.849315464,-0.889829278,-0.917854965,-0.932115614,-0.945050478,-0.953633845,-0.959537148,-0.965480626,-0.971259892,-0.974056542,-0.978659034,-0.987383783,-0.993391633,-0.997847259,-0.999926209,-0.988203108,-0.969468296,-0.948449016,-0.927780449,-0.907271922,-0.886284351,-0.865558803,-0.846521676,-0.829990268,-0.813767493,-0.797443569,-0.780905187,-0.765307665,-0.731065691,-0.722171903,-0.740594983,-0.774870872,-0.869747996,-0.986130595,-0.978812218,-0.882064819,-0.756485939,-0.539862514,-0.235014096,0.013504961,0.169765294,0.240763843,0.261050463,0.25729242,0.225766197,0.185609072,0.140279442,0.092284471,0.046884183,0.005242475,-0.029680574
657,657,NYK27T,-0.581214845,-0.560877264,-0.548466444,-0.543153703,-0.544049799,-0.552321196,-0.565273583,-0.580382645,-0.596477151,-0.611287475,-0.623093188,-0.632574677,-0.641406,-0.649627507,-0.657345831,-0.664599717,-0.671247363,-0.677372754,-0.68334347,-0.68992734,-0.719047666,-0.755263686,-0.809793532,-0.868614316,-0.91461134,-0.945243061,-0.964074731,-0.973103642,-0.979979455,-0.983986914,-0.986757219,-0.989813089,-0.992967427,-0.994757414,-0.996745706,-0.999367177,-0.999988019,-0.998903811,-0.985447764,-0.970606804,-0.954926908,-0.938386261,-0.921549916,-0.904025495,-0.885758519,-0.868336737,-0.851911426,-0.83550936,-0.818475723,-0.80075562,-0.783307135,-0.736777186,-0.719866157,-0.7408939,-0.774533272,-0.886083841,-0.995935857,-0.962801576,-0.869878113,-0.751629353,-0.530462325,-0.219535127,0.038026851,0.196178243,0.257746965,0.275815427,0.273289949,0.24448213,0.204282627,0.159867078,0.111395337,0.061597578,0.01412479,-0.020995656
658,658,NYK28T,-0.066522226,-0.065646052,-0.071091391,-0.082900792,-0.105607301,-0.138391182,-0.180998847,-0.23117581,-0.285989791,-0.344211519,-0.403777063,-0.461453617,-0.515030265,-0.564203024,-0.608099759,-0.645853341,-0.677566528,-0.703787625,-0.725300431,-0.743144155,-0.77309382,-0.810488343,-0.848630071,-0.890328467,-0.929642677,-0.959090233,-0.976712704,-0.986299753,-0.991579711,-0.9938187,-0.995672882,-0.997089326,-0.998458564,-0.999456227,-0.999879539,-0.999989271,-0.999120951,-0.99739784,-0.987629592,-0.978541136,-0.967848778,-0.955692053,-0.942333817,-0.927929461,-0.913065434,-0.898082972,-0.881712198,-0.864318252,-0.845991194,-0.826874673,-0.807972908,-0.778707743,-0.742098451,-0.751367688,-0.780793548,-0.894623697,-0.996749103,-0.963960767,-0.854342341,-0.732068121,-0.514841616,-0.214314505,0.030761069,0.17926833,0.237975344,0.256520301,0.255519122,0.228132755,0.189855218,0.145214662,0.098162062,0.051997002,0.007261363,-0.027347166
659,659,NYK29T,-0.996096075,-0.98773706,-0.978182256,-0.969919562,-0.962348223,-0.955765307,-0.950937867,-0.949569941,-0.951930702,-0.956482351,-0.962018728,-0.967776239,-0.973302543,-0.978298545,-0.982714415,-0.986528218,-0.989634991,-0.991971374,-0.993627369,-0.994702101,-0.995664179,-0.994173586,-0.988522768,-0.980516195,-0.971622586,-0.963122785,-0.956048429,-0.949969232,-0.944668055,-0.941558242,-0.940137565,-0.939613879,-0.940006673,-0.940893233,-0.944007397,-0.948233724,-0.952638984,-0.957468152,-0.971516669,-0.975575924,-0.977215469,-0.976789832,-0.975349307,-0.973007798,-0.968208611,-0.960542679,-0.949131668,-0.934195936,-0.917662263,-0.900764525,-0.883438468,-0.836904466,-0.771309018,-0.763301671,-0.799998462,-0.935260832,-0.9983446,-0.933537424,-0.821477115,-0.692686141,-0.476664156,-0.18992731,0.047429793,0.181707174,0.230229765,0.248512313,0.248102844,0.228513673,0.191836104,0.148378864,0.103282861,0.056428872,0.010022623,-0.02563473
660,660,NYK30T,-0.816022873,-0.870324373,-0.909850955,-0.927436411,-0.933772445,-0.936932802,-0.939908504,-0.941823959,-0.940982342,-0.936515152,-0.929126799,-0.920140088,-0.910608053,-0.900959313,-0.891855717,-0.883676052,-0.876415551,-0.870097339,-0.864603817,-0.85988158,-0.829210401,-0.810090721,-0.785938084,-0.76225704,-0.744819999,-0.73693794,-0.739212394,-0.750593901,-0.766058564,-0.781413555,-0.795507669,-0.808315694,-0.820930064,-0.83651042,-0.852379143,-0.868596792,-0.885566115,-0.901395857,-0.940070033,-0.956432581,-0.96593833,-0.971845627,-0.975730717,-0.976835966,-0.974580526,-0.968577564,-0.958841264,-0.946649849,-0.933864295,-0.920639396,-0.906950831,-0.889272869,-0.813855648,-0.787642002,-0.815991402,-0.951211452,-0.993803024,-0.917175889,-0.802012444,-0.667374372,-0.45554173,-0.187445,0.040008504,0.165666655,0.211972758,0.225252867,0.223919764,0.210370362,0.177494571,0.135221675,0.091400586,0.047556728,0.002197653,-0.032753959
661,661,NYK18T,-0.9346928,-0.915432572,-0.900389314,-0.880023658,-0.857932329,-0.841253638,-0.831580997,-0.830060959,-0.837962449,-0.850374162,-0.863301635,-0.875776947,-0.88789022,-0.899789274,-0.911318779,-0.922243476,-0.93223542,-0.941079378,-0.948900104,-0.955982268,-0.982958376,-0.9914186,-0.99468863,-0.99616617,-0.996487081,-0.99611944,-0.995539188,-0.994128466,-0.991712749,-0.988829613,-0.985634625,-0.982753754,-0.980482459,-0.979046226,-0.978856087,-0.97964251,-0.98102957,-0.982450068,-0.988186479,-0.990267575,-0.991392255,-0.991227388,-0.990219891,-0.988916576,-0.986516118,-0.981920362,-0.973541319,-0.961188197,-0.94497788,-0.926003277,-0.906300724,-0.854991972,-0.768813908,-0.742020726,-0.843130767,-0.993217111,-0.94909507,-0.871814311,-0.780095041,-0.623490155,-0.399414718,-0.126873389,0.091796838,0.199512526,0.245181635,0.2709409,0.274809211,0.257825971,0.220270783,0.178218827,0.133121073,0.080778621,0.034795564,-0.00827795
662,662,NYK110T,-0.264603823,-0.276419222,-0.285038114,-0.295046061,-0.299382448,-0.305064172,-0.306752741,-0.304769456,-0.297883183,-0.285520732,-0.274858952,-0.272978008,-0.277899772,-0.287310034,-0.300661772,-0.317337662,-0.331997424,-0.340366513,-0.346271455,-0.353831947,-0.382569849,-0.42894277,-0.491282135,-0.525964439,-0.550584257,-0.570749581,-0.588659585,-0.602234304,-0.611352742,-0.618569911,-0.627742589,-0.642900646,-0.666464031,-0.698104858,-0.737601817,-0.785726249,-0.839518905,-0.893516541,-0.997151077,-0.982357621,-0.916610122,-0.839190006,-0.776264787,-0.731946707,-0.698776901,-0.67542851,-0.659652829,-0.650789499,-0.646146297,-0.644637823,-0.645085335,-0.65657109,-0.692594767,-0.73881036,-0.808201492,-0.890947402,-0.980336368,-0.991702735,-0.915603936,-0.758882284,-0.51901716,-0.24794139,-0.028197516,0.122847259,0.219342068,0.253448844,0.23917979,0.213888556,0.175927699,0.128553241,0.078427188,0.035526816,0.000943096,-0.033871997
663,663,NYK010T,-0.354517788,-0.364832431,-0.383844227,-0.406718045,-0.43583712,-0.466466963,-0.498341113,-0.529150188,-0.555588186,-0.574972987,-0.591054618,-0.613821626,-0.627377629,-0.62634778,-0.62223053,-0.618040323,-0.615744889,-0.620251656,-0.629468501,-0.638946891,-0.641869605,-0.639740348,-0.647138774,-0.656901181,-0.664135158,-0.672341764,-0.683632553,-0.696553051,-0.715894163,-0.735720992,-0.756666303,-0.780757964,-0.809630394,-0.843621671,-0.879969478,-0.915751755,-0.94794929,-0.974282801,-0.997305393,-0.967720985,-0.921390772,-0.87201792,-0.827368081,-0.787881911,-0.751638234,-0.720053792,-0.69593817,-0.679358542,-0.667481005,-0.65849036,-0.652056754,-0.653778493,-0.695833087,-0.745540202,-0.79621774,-0.897446215,-0.996595681,-0.968877435,-0.895111859,-0.80502522,-0.578756392,-0.244857565,0.053327437,0.239040196,0.311703444,0.316678047,0.302253515,0.276755124,0.247406885,0.200438291,0.144015282,0.087193877,0.031136876,-0.012408327
664,664,NYK060T,0.125240237,0.121372551,0.087560587,0.047861792,-0.002601533,-0.048341412,-0.089433856,-0.134607464,-0.184068725,-0.231612802,-0.276467115,-0.318698436,-0.357229143,-0.391716987,-0.424233079,-0.453979135,-0.480867475,-0.50526458,-0.527431965,-0.547782838,-0.587903023,-0.636330247,-0.673153937,-0.703329146,-0.72969681,-0.752665818,-0.772023976,-0.790148199,-0.805347443,-0.822133243,-0.836282909,-0.857272804,-0.875202835,-0.892092288,-0.908976018,-0.925749362,-0.942680836,-0.95912981,-0.993942559,-0.999969006,-0.993034124,-0.976505339,-0.954266548,-0.930873096,-0.909390926,-0.887148082,-0.861599028,-0.835850477,-0.811008513,-0.784953356,-0.757477462,-0.678189993,-0.644225597,-0.708706081,-0.860215724,-0.990387201,-0.948909342,-0.869457722,-0.785287142,-0.595888913,-0.309470952,-0.035870396,0.152010515,0.254321933,0.317870289,0.35364306,0.358585387,0.328895897,0.29066959,0.250745296,0.197826385,0.137714878,0.085407898,0.033060398
665,665,RDM21T,0.051998783,-0.00799929,-0.064321071,-0.110561788,-0.135550067,-0.153391376,-0.162925556,-0.168896034,-0.177197784,-0.191352174,-0.210292041,-0.234843031,-0.260630459,-0.287536979,-0.317428738,-0.348774761,-0.382958323,-0.418343186,-0.454887688,-0.491852015,-0.522479773,-0.674221814,-0.804848433,-0.886156738,-0.929907024,-0.956243396,-0.971642554,-0.979912341,-0.982932866,-0.983755171,-0.983064175,-0.981678367,-0.980315924,-0.978769541,-0.976384521,-0.973311722,-0.970959604,-0.967745006,-0.955200315,-0.942426264,-0.9291206,-0.916648149,-0.907453418,-0.901240468,-0.897351325,-0.895300984,-0.89224273,-0.887637854,-0.879919469,-0.87266475,-0.867332757,-0.87128371,-0.850981891,-0.826323569,-0.799264669,-0.779637575,-0.776314497,-0.79199475,-0.808848858,-0.856358111,-0.908636689,-0.950001001,-0.975968301,-0.991418004,-0.999006271,-0.99906081,-0.990103722,-0.972239137,-0.949690998,-0.923290193,-0.89276737,-0.855069458,-0.815735102,-0.781068027
666,666,RDM22T,-0.813729644,-0.797665596,-0.785459936,-0.787099957,-0.780812919,-0.774800241,-0.773169696,-0.770541668,-0.766125441,-0.760816336,-0.753095448,-0.745762706,-0.737318695,-0.729642093,-0.722611666,-0.715158761,-0.707252502,-0.701149106,-0.696706533,-0.693970859,-0.646771193,-0.675270796,-0.710725069,-0.749076724,-0.806204736,-0.861968637,-0.900714457,-0.926075161,-0.943066597,-0.952338398,-0.957125366,-0.959239602,-0.959912121,-0.958980501,-0.957117498,-0.956072509,-0.954115391,-0.952193141,-0.940620482,-0.931457281,-0.921146214,-0.909146488,-0.898122191,-0.890096605,-0.884605587,-0.880757093,-0.877393067,-0.8721416,-0.867449701,-0.863470495,-0.860217571,-0.861859977,-0.839934051,-0.81337595,-0.78834492,-0.770459771,-0.772968769,-0.790710747,-0.814765692,-0.854844987,-0.905543745,-0.945347488,-0.971090138,-0.987753272,-0.997305751,-0.999922216,-0.994061708,-0.979485571,-0.960470319,-0.937174261,-0.909129381,-0.874029696,-0.836207867,-0.802692473
667,667,RDM23T,-0.890229225,-0.921138823,-0.911598742,-0.896347344,-0.887875319,-0.880787492,-0.873918831,-0.87095511,-0.868409812,-0.86671108,-0.865490079,-0.868371129,-0.871213615,-0.87264967,-0.873055696,-0.872425437,-0.870021462,-0.865436912,-0.859054387,-0.85149312,-0.850991964,-0.811340451,-0.779165149,-0.765701115,-0.767729044,-0.789269745,-0.827553809,-0.872306287,-0.905485213,-0.928404748,-0.943558156,-0.953240216,-0.958840787,-0.961888492,-0.963107944,-0.962529421,-0.960122824,-0.957161605,-0.945757389,-0.937416136,-0.92788744,-0.914841652,-0.900903702,-0.888413608,-0.878659904,-0.869908392,-0.862074137,-0.85824281,-0.857305527,-0.857611835,-0.857092857,-0.858029842,-0.846420169,-0.821419358,-0.797315836,-0.780999184,-0.783584058,-0.798159361,-0.825147688,-0.85520643,-0.902366757,-0.93940264,-0.963965654,-0.982730925,-0.994552612,-0.999780953,-0.997589767,-0.987019062,-0.970810771,-0.949203491,-0.921359599,-0.887025356,-0.849507749,-0.816164732
668,668,RDM24T,-0.852168083,-0.844445586,-0.859439075,-0.865054131,-0.87854892,-0.892997921,-0.903564036,-0.908362865,-0.913027644,-0.915091813,-0.917636454,-0.920079827,-0.921799839,-0.922713757,-0.923932612,-0.924894691,-0.925507247,-0.926828682,-0.92678827,-0.925894976,-0.969525099,-0.962474644,-0.940083802,-0.914855897,-0.89410609,-0.885871351,-0.892909944,-0.908752143,-0.927348077,-0.943542957,-0.955574691,-0.964163303,-0.969686151,-0.972132444,-0.972976923,-0.971995115,-0.969729066,-0.966970563,-0.956804872,-0.947545826,-0.938057363,-0.925936043,-0.910487533,-0.893777847,-0.877205193,-0.864931166,-0.859235823,-0.85673219,-0.856643975,-0.857676923,-0.859057307,-0.864361048,-0.862102807,-0.841733456,-0.816660762,-0.79857254,-0.798138022,-0.807633162,-0.831813395,-0.859107375,-0.902178705,-0.936647892,-0.962130725,-0.981626093,-0.994209528,-0.999706388,-0.998049855,-0.988391936,-0.972027183,-0.94940877,-0.919307172,-0.883098781,-0.844369113,-0.809075058
669,669,RDM25T,-0.685342193,-0.708448529,-0.747294068,-0.781102598,-0.785984874,-0.801873744,-0.819221795,-0.837591112,-0.850783706,-0.862261653,-0.873750448,-0.884054244,-0.892837465,-0.901453018,-0.909437478,-0.916492343,-0.924620867,-0.932800412,-0.94037056,-0.946708977,-0.99721086,-0.998927057,-0.999253213,-0.997889102,-0.992193997,-0.979754448,-0.969080269,-0.961104393,-0.957659185,-0.958631694,-0.959431171,-0.959321439,-0.958907306,-0.959024906,-0.960605919,-0.96195513,-0.962167859,-0.961622536,-0.9529652,-0.94566524,-0.93719703,-0.925973237,-0.90967226,-0.891062617,-0.876115024,-0.866869867,-0.860842764,-0.857779264,-0.856137991,-0.856339872,-0.858029068,-0.861727595,-0.865604639,-0.848340273,-0.8275702,-0.812235415,-0.809755921,-0.818319201,-0.839349687,-0.863896787,-0.900372624,-0.930304587,-0.955519736,-0.976145804,-0.990844071,-0.998563468,-0.999579012,-0.99339503,-0.979862392,-0.959442317,-0.929948628,-0.894756854,-0.857168674,-0.822230995
670,670,RDM26T,-0.96829164,-0.879538476,-0.875912964,-0.85734427,-0.829069316,-0.789813757,-0.748121679,-0.715916276,-0.688250124,-0.67415601,-0.669342875,-0.673963845,-0.685131252,-0.701242507,-0.720323563,-0.741086185,-0.759858727,-0.777670503,-0.794663429,-0.81054908,-0.836602747,-0.874957442,-0.897290826,-0.907126963,-0.90782541,-0.912234902,-0.915536344,-0.917200267,-0.913656354,-0.903966188,-0.895804703,-0.889306724,-0.886413395,-0.889841437,-0.897620559,-0.902650893,-0.906128168,-0.909344316,-0.909750223,-0.904264987,-0.89695555,-0.88744092,-0.875924826,-0.865663469,-0.857943773,-0.851043463,-0.844624817,-0.840003848,-0.838656187,-0.838815808,-0.840611517,-0.861338258,-0.865183115,-0.855154812,-0.840249538,-0.827123165,-0.822575331,-0.82943368,-0.847971976,-0.872884154,-0.899243236,-0.924933612,-0.949615836,-0.970534027,-0.987105668,-0.996778131,-0.999998927,-0.996680975,-0.985987544,-0.967403293,-0.939097703,-0.905117929,-0.869219601,-0.834760308
671,671,RDM27T,-0.731040716,-0.644480169,-0.694898963,-0.720307767,-0.725492537,-0.729628682,-0.73578769,-0.742930889,-0.752963066,-0.764378309,-0.772840738,-0.782231987,-0.789876103,-0.79766804,-0.804959059,-0.810980499,-0.813653886,-0.81555295,-0.814608514,-0.812551022,-0.797259629,-0.813409925,-0.827697456,-0.840500116,-0.858631492,-0.877874076,-0.894284904,-0.902676165,-0.9010216,-0.895498991,-0.888245165,-0.881831765,-0.876449645,-0.87102437,-0.865701139,-0.862954855,-0.863272965,-0.865320027,-0.866921008,-0.864519477,-0.859388888,-0.850432575,-0.842561305,-0.836862624,-0.834649444,-0.833249152,-0.829754651,-0.825910509,-0.824390888,-0.824934006,-0.827413917,-0.848994434,-0.854219794,-0.845287025,-0.832185626,-0.823680162,-0.820164144,-0.828423083,-0.847554147,-0.875534534,-0.897592962,-0.921855867,-0.94551158,-0.965960622,-0.983303666,-0.994499981,-0.999611974,-0.998594165,-0.990372241,-0.974289119,-0.948770106,-0.917308331,-0.884131253,-0.852131188
672,672,RDM28T,-0.683913529,-0.61732465,-0.624257684,-0.664035857,-0.671589136,-0.680138409,-0.690301895,-0.70500344,-0.719092667,-0.738367915,-0.760503531,-0.780993819,-0.796469867,-0.808561444,-0.8125965,-0.81180203,-0.808155894,-0.813308835,-0.818900943,-0.822681665,-0.805581808,-0.803384721,-0.806999445,-0.819199204,-0.835351288,-0.849259019,-0.861796618,-0.871346056,-0.88257736,-0.889602065,-0.888802052,-0.884211123,-0.877570748,-0.86772573,-0.856484175,-0.845125675,-0.834176958,-0.825922251,-0.821375787,-0.821275532,-0.816361547,-0.808428109,-0.802087188,-0.801891685,-0.803964376,-0.805527031,-0.806983113,-0.807529926,-0.808255792,-0.810171664,-0.812597871,-0.833334088,-0.841831803,-0.836988568,-0.825676501,-0.82054776,-0.819196522,-0.827077329,-0.847223103,-0.874463499,-0.896203578,-0.918567121,-0.941753387,-0.961656868,-0.979325294,-0.99181664,-0.998608053,-0.999678671,-0.993823528,-0.979932785,-0.956978381,-0.92803973,-0.897566557,-0.868177474
673,673,RDM29T,-0.432804644,-0.562198281,-0.48480472,-0.499525338,-0.523227692,-0.551611781,-0.537669182,-0.509943485,-0.534977317,-0.566699922,-0.594048798,-0.621489048,-0.653548837,-0.680822432,-0.705382168,-0.729458272,-0.751119554,-0.772393465,-0.791289687,-0.804327965,-0.808944702,-0.848179638,-0.883101165,-0.903704762,-0.917012751,-0.926328242,-0.932064712,-0.934726954,-0.933495998,-0.92804122,-0.918203294,-0.906751394,-0.894755185,-0.8812837,-0.86561358,-0.848885953,-0.833424091,-0.820161104,-0.784431517,-0.76668334,-0.759119153,-0.758011222,-0.762274861,-0.766973734,-0.77139169,-0.776714981,-0.783164442,-0.788523078,-0.793318987,-0.796962798,-0.800193906,-0.827020288,-0.842660487,-0.848171234,-0.841115355,-0.835449755,-0.833721757,-0.838625968,-0.856798947,-0.879799545,-0.897947729,-0.914511979,-0.936739028,-0.956589818,-0.9749192,-0.98864758,-0.996998429,-0.999997377,-0.996525347,-0.98429054,-0.96264714,-0.935126781,-0.906268179,-0.878028691
674,674,RDM30T,-0.188013956,-0.247134224,-0.285596251,-0.342514455,-0.343616962,-0.315883845,-0.332438767,-0.383604556,-0.431525677,-0.471468478,-0.506631672,-0.536106586,-0.561139882,-0.588310659,-0.614388645,-0.640222728,-0.663634002,-0.675987244,-0.679325461,-0.688607514,-0.752076447,-0.848657966,-0.899960339,-0.920183659,-0.931657493,-0.938659132,-0.940748811,-0.938427985,-0.93207562,-0.91897732,-0.902082503,-0.883659661,-0.865174711,-0.849515736,-0.835858345,-0.823714554,-0.812924504,-0.801144481,-0.757143378,-0.730122626,-0.717380226,-0.718577981,-0.723911643,-0.730400324,-0.736261487,-0.743106306,-0.75032413,-0.758204401,-0.765195072,-0.770884514,-0.777326941,-0.782167673,-0.815307081,-0.835074842,-0.834985912,-0.830719948,-0.832231462,-0.83738631,-0.854908884,-0.878837407,-0.896002531,-0.908780217,-0.929800689,-0.949074566,-0.966708064,-0.981721878,-0.99247396,-0.998683035,-0.999413371,-0.991378129,-0.973943472,-0.951606572,-0.927603781,-0.903996646
675,675,RDM20T,0.496066272,-0.76813364,-0.586037159,-0.678900957,-0.659473956,-0.545600533,-0.501746953,-0.449749678,-0.452687263,-0.480931193,-0.511596501,-0.537825644,-0.574305534,-0.599081218,-0.616391122,-0.629071832,-0.637800515,-0.645422935,-0.652981341,-0.656471312,-0.659571826,-0.650122523,-0.619180501,-0.61626637,-0.620281994,-0.627158761,-0.63535738,-0.641588628,-0.64983952,-0.65873456,-0.666749716,-0.673755884,-0.678031623,-0.679934561,-0.681111515,-0.681536555,-0.681033611,-0.678920984,-0.670197189,-0.665678918,-0.660477996,-0.653445244,-0.646872461,-0.644169331,-0.64714849,-0.656579912,-0.669353902,-0.682892382,-0.696375787,-0.709967196,-0.723338068,-0.758472741,-0.788685203,-0.796984553,-0.794258416,-0.796435177,-0.805678844,-0.8144418,-0.835967839,-0.867921054,-0.895635962,-0.912047029,-0.933189273,-0.951949894,-0.968257666,-0.982486367,-0.993011415,-0.998978674,-0.999184191,-0.991477966,-0.97590065,-0.955652535,-0.933275223,-0.912285507
676,676,RDM19T,-0.982909501,-0.968798757,-0.951537549,-0.952028871,-0.916321456,-0.87769872,-0.850989103,-0.831433833,-0.817824543,-0.809980929,-0.802441418,-0.795862436,-0.786401331,-0.779218376,-0.771249712,-0.764086425,-0.75586766,-0.748087406,-0.740421534,-0.732568383,-0.703917623,-0.686300337,-0.667218506,-0.652395904,-0.64839381,-0.647374392,-0.65189451,-0.657947361,-0.664607584,-0.673304081,-0.683787048,-0.693033993,-0.700542152,-0.707271934,-0.711779356,-0.713563919,-0.714075089,-0.714162886,-0.710625648,-0.703962505,-0.696439981,-0.691412687,-0.688043773,-0.686255932,-0.688723803,-0.696155131,-0.707288206,-0.719443381,-0.732034087,-0.743602216,-0.75272423,-0.781368434,-0.804753661,-0.802438378,-0.795172513,-0.797716796,-0.805143476,-0.813607037,-0.836679995,-0.867846072,-0.897880018,-0.914723217,-0.936415792,-0.955554307,-0.972074986,-0.985854268,-0.995370448,-0.999765277,-0.997955024,-0.988348782,-0.970926821,-0.948314905,-0.923612475,-0.900738657
677,677,RDM18T,-0.30472821,-0.38156569,-0.418343484,-0.452744782,-0.517968357,-0.571783543,-0.599202514,-0.618691981,-0.638139665,-0.658302724,-0.677204013,-0.698269725,-0.716141522,-0.727128267,-0.735273004,-0.739745021,-0.740814507,-0.741201162,-0.739594042,-0.735673547,-0.716631532,-0.703113377,-0.693658113,-0.6894418,-0.686253369,-0.681882203,-0.684886754,-0.69652164,-0.710653603,-0.721303165,-0.72901386,-0.736247301,-0.742562413,-0.748695672,-0.756197929,-0.763765037,-0.769772589,-0.773831844,-0.773649871,-0.771623015,-0.770130992,-0.769038141,-0.768566072,-0.767520785,-0.765460014,-0.764831722,-0.769454658,-0.774618924,-0.779883206,-0.785319865,-0.790350616,-0.814568639,-0.815156221,-0.796664953,-0.781883895,-0.785367608,-0.790481687,-0.804479122,-0.82991451,-0.863850176,-0.895088315,-0.923593581,-0.944980025,-0.964774787,-0.980637252,-0.992427766,-0.998981178,-0.999325931,-0.992872,-0.979758859,-0.959697425,-0.933306038,-0.904666126,-0.878219962
