OBJECTID_1,OBJECTID,PadID,nnes_9m,nnes_15m,nnes_21m,nnes_27m,nnes_33m,nnes_39m,nnes_45m,nnes_51m,nnes_57m,nnes_63m,nnes_69m,nnes_75m,nnes_81m,nnes_87m,nnes_93m,nnes_99m,nnes_105m,nnes_111m,nnes_117m,nnes_123m,nnes_130m,nnes_150m,nnes_170m,nnes_190m,nnes_210m,nnes_230m,nnes_250m,nnes_270m,nnes_290m,nnes_310m,nnes_330m,nnes_350m,nnes_370m,nnes_390m,nnes_410m,nnes_430m,nnes_450m,nnes_470m,nnes_530m,nnes_570m,nnes_610m,nnes_650m,nnes_690m,nnes_730m,nnes_770m,nnes_810m,nnes_850m,nnes_890m,nnes_930m,nnes_970m,nnes_1010m,nnes_1110m,nnes_1290m,nnes_1470m,nnes_1650m,nnes_1830m,nnes_2010m,nnes_2190m,nnes_2370m,nnes_2550m,nnes_2730m,nnes_2910m,nnes_3090m,nnes_3270m,nnes_3450m,nnes_3630m,nnes_3810m,nnes_3990m,nnes_4170m,nnes_4350m,nnes_4530m,nnes_4710m,nnes_4890m,nnes_5070m
1,1,ARM04Tv,0.869733632,0.869987369,0.872141004,0.869824469,0.863365471,0.854974389,0.844760239,0.833017886,0.81989646,0.805779874,0.79075557,0.774886072,0.758479714,0.7418558,0.725422323,0.709684968,0.694842637,0.681001723,0.668247104,0.656736672,0.63335228,0.616874397,0.608282387,0.59407115,0.563866794,0.518113852,0.466554075,0.4129318,0.355839849,0.303247422,0.255258411,0.210368276,0.173227057,0.144510731,0.123155557,0.106571712,0.091350488,0.076024212,0.028765913,-0.002890972,-0.034583736,-0.069463685,-0.106384434,-0.144008443,-0.178496122,-0.203492299,-0.217599675,-0.222692475,-0.22107096,-0.216040269,-0.21034053,-0.204732358,-0.234022826,-0.189730451,-0.148131773,-0.145442769,-0.195264757,-0.2529504,-0.278360069,-0.268751442,-0.235659674,-0.162791327,-0.065083399,0.012748762,0.065243989,0.133985862,0.234998569,0.362235337,0.481801212,0.576118827,0.62227571,0.622992873,0.58671689,0.516812861
2,2,ARM05Tv,0.571788847,0.571713746,0.558198392,0.529979765,0.497313648,0.462861955,0.43231377,0.408248693,0.389607847,0.375099838,0.362508208,0.350733727,0.33965528,0.328996748,0.318910837,0.309634179,0.301142871,0.293661386,0.28733173,0.282284111,0.443865597,0.397262841,0.328040153,0.261256218,0.202261031,0.151229292,0.107097499,0.071933471,0.042228688,0.017494652,-0.001647861,-0.016041934,-0.023647401,-0.029464899,-0.031086117,-0.032111757,-0.033623945,-0.038754921,-0.048819829,-0.058755308,-0.070183381,-0.082901031,-0.096523836,-0.109807491,-0.123193413,-0.134853393,-0.142158478,-0.148878232,-0.155441567,-0.160122663,-0.16282849,-0.140170857,-0.097538508,-0.063536167,-0.06082917,-0.103238754,-0.180686742,-0.23659727,-0.271686912,-0.281722307,-0.243366972,-0.157800332,-0.06475579,0.015665041,0.08493422,0.163624719,0.273965746,0.395265371,0.510492325,0.599772334,0.6485039,0.654794335,0.615676284,0.539078176
3,3,ARM07Tv,-0.679786503,-0.665365756,-0.662492812,-0.661258519,-0.655773878,-0.644401968,-0.628378391,-0.61046803,-0.591306686,-0.573957801,-0.559618473,-0.547368288,-0.536931813,-0.528800786,-0.522901356,-0.518890619,-0.51631391,-0.514995754,-0.514922738,-0.516430318,-0.5976457,-0.601047099,-0.60818553,-0.609918773,-0.596096814,-0.569072008,-0.53404218,-0.483620077,-0.429886937,-0.381762147,-0.337272733,-0.300362289,-0.269029081,-0.245968595,-0.230028138,-0.219371602,-0.211854398,-0.205056489,-0.180145979,-0.162498206,-0.143548355,-0.119828701,-0.092397466,-0.063579477,-0.040425878,-0.028774492,-0.025344193,-0.023830455,-0.019864358,-0.011555327,0.001169117,0.051148649,0.127758756,0.156674623,0.119938768,0.016519185,-0.118330486,-0.205443367,-0.252147615,-0.288293213,-0.267108619,-0.179833591,-0.092006706,-0.035744593,0.046851318,0.152419582,0.252750188,0.35156706,0.439085841,0.517810404,0.574467063,0.588533342,0.564930379,0.490415305
4,4,ARM09Tv,-0.952306032,-0.943950236,-0.932167172,-0.915339291,-0.893000901,-0.86452353,-0.830633461,-0.792835772,-0.751764596,-0.707838893,-0.661844075,-0.615010619,-0.568356216,-0.522962511,-0.479732156,-0.440495431,-0.399879783,-0.346478552,-0.300993294,-0.265811175,-0.212445498,-0.157442942,-0.157224208,-0.173453644,-0.190979391,-0.213023245,-0.245963275,-0.287400454,-0.329822004,-0.36677134,-0.391988754,-0.403426737,-0.403255492,-0.396261603,-0.384416789,-0.368517846,-0.349640787,-0.328169435,-0.252660692,-0.200213581,-0.154772654,-0.123323545,-0.105590224,-0.094291978,-0.082714751,-0.065300368,-0.039846271,-0.008773603,0.024220394,0.057634499,0.08987885,0.188923717,0.25619328,0.287432194,0.249958411,0.130995035,-0.005560759,-0.147868857,-0.250120014,-0.27773121,-0.270518363,-0.235032171,-0.168646559,-0.089658014,-0.001843126,0.094164521,0.179543704,0.245073229,0.311208189,0.373479694,0.424242556,0.45888114,0.454687655,0.412460089
5,5,ARM06Tv,-0.945641041,-0.945741594,-0.943594038,-0.940089285,-0.935102463,-0.928625107,-0.920808971,-0.910892189,-0.900138259,-0.89056617,-0.88240391,-0.875708699,-0.870289981,-0.86539036,-0.86002785,-0.853552997,-0.845987618,-0.837335527,-0.827639163,-0.816985667,-0.78160429,-0.724155545,-0.650531888,-0.566476464,-0.482799739,-0.406271726,-0.342298239,-0.293675274,-0.258578718,-0.232280016,-0.211668685,-0.196156964,-0.177358001,-0.162111908,-0.147499114,-0.135961279,-0.126291126,-0.120736159,-0.117201142,-0.119896874,-0.118442938,-0.108999602,-0.093365297,-0.075410388,-0.062494211,-0.055558342,-0.052624136,-0.055661183,-0.064501211,-0.07549502,-0.082039468,-0.024115045,0.062809728,0.097150542,0.06678509,-0.024457075,-0.141844824,-0.212945431,-0.258727014,-0.292812765,-0.26515767,-0.175937086,-0.086224556,-0.028185839,0.049143452,0.140674606,0.244174644,0.352962106,0.451357633,0.534477472,0.587436378,0.598323166,0.574056387,0.503348231
6,6,ARM18Tv,-0.159226179,-0.147401959,-0.125388548,-0.095627502,-0.058269054,-0.015161084,0.032115094,0.083396412,0.138528123,0.196115345,0.253970981,0.309455991,0.360624999,0.406487167,0.446343035,0.47996664,0.50748682,0.529200971,0.545579851,0.557305336,0.547412992,0.553460896,0.554223418,0.552346826,0.549859822,0.543716311,0.539221346,0.532833993,0.523006618,0.507126808,0.484768867,0.458792806,0.431653023,0.404192775,0.376729876,0.35120368,0.327108264,0.303556383,0.227093369,0.161255017,0.082779378,0.005223401,-0.064637065,-0.122766577,-0.164803922,-0.189237908,-0.199238241,-0.200303972,-0.19768475,-0.193421841,-0.193342075,-0.212422907,-0.255247593,-0.213889256,-0.166429579,-0.159598053,-0.182926863,-0.232958034,-0.266941816,-0.257262707,-0.231231481,-0.175061122,-0.081491277,-0.010743085,0.029989665,0.084815674,0.175140932,0.296191007,0.414300203,0.506085038,0.548305154,0.550740123,0.529017687,0.476154983
7,7,ARM17Tv,0.898988605,0.901975274,0.90377754,0.902694345,0.899486899,0.894980907,0.887283564,0.875943184,0.861149073,0.843512833,0.823404491,0.800829589,0.776701093,0.752631128,0.729504704,0.707620084,0.686921537,0.667300105,0.648685873,0.631136775,0.618309855,0.574012876,0.533497036,0.49013415,0.446283072,0.402632713,0.357657135,0.311912775,0.268170834,0.234372586,0.209222063,0.189453289,0.174525663,0.162156612,0.150907114,0.141422123,0.13355726,0.126481503,0.096975662,0.066229858,0.024037343,-0.025375417,-0.072710343,-0.109561272,-0.134043038,-0.150085688,-0.161468908,-0.168882027,-0.172221258,-0.173395887,-0.174570724,-0.195289776,-0.217881009,-0.167716578,-0.134318754,-0.139952496,-0.183274463,-0.239371926,-0.275892198,-0.27028951,-0.240708545,-0.172720775,-0.076647766,-0.002992776,0.041407578,0.102483422,0.199707821,0.32600224,0.445578426,0.539659798,0.582703352,0.584634781,0.557013869,0.496422112
8,8,ARM16Tv,0.141432747,-0.003818177,-0.089039423,-0.090985328,-0.082948789,-0.085010238,-0.093946859,-0.106084779,-0.118644163,-0.129223987,-0.138518676,-0.144869775,-0.146650851,-0.14223446,-0.130965963,-0.113345563,-0.090904362,-0.06599196,-0.041224152,-0.018455325,0.11407087,0.124879502,0.10475897,0.07567808,0.045864135,0.021518627,0.006041402,-0.001514108,-0.005606773,-0.006479607,-0.010312049,-0.012384487,-0.01459395,-0.015173719,-0.014329571,-0.012280545,-0.009757515,-0.005289919,-0.003133681,-0.013239625,-0.032624565,-0.05681235,-0.076600455,-0.088807173,-0.097078882,-0.102975525,-0.111075707,-0.120660186,-0.128798187,-0.136780858,-0.145445123,-0.13977024,-0.089903787,-0.043984197,-0.043720521,-0.093366958,-0.173116222,-0.228659198,-0.273376852,-0.28707251,-0.253178298,-0.169763893,-0.076094344,-0.004533188,0.056117516,0.126861796,0.233887911,0.355479538,0.470803559,0.56145215,0.608183622,0.614319146,0.582998216,0.516381681
9,9,ARM15Tv,-0.828136921,-0.816784739,-0.804065764,-0.789228857,-0.773955703,-0.759953201,-0.749694049,-0.743088126,-0.739055753,-0.736824214,-0.735861659,-0.735743761,-0.736074388,-0.73611939,-0.735180795,-0.733283937,-0.730733752,-0.727528989,-0.723493934,-0.71849072,-0.723340988,-0.689666033,-0.635453105,-0.563900232,-0.485947669,-0.412515044,-0.351165265,-0.303875774,-0.267719239,-0.234868333,-0.2108794,-0.189236969,-0.167729259,-0.149733275,-0.136174098,-0.125648975,-0.116044417,-0.107298039,-0.091064394,-0.087094836,-0.084885754,-0.082451008,-0.076727636,-0.065483086,-0.055656657,-0.051298179,-0.052396525,-0.057952255,-0.067313194,-0.078707896,-0.086584173,-0.092912853,-0.004489558,0.048683856,0.024167243,-0.057302929,-0.150805771,-0.212204367,-0.267730504,-0.295755118,-0.26665321,-0.184697196,-0.094500855,-0.033425216,0.027607422,0.098819986,0.202335984,0.318944275,0.427074164,0.513440013,0.560084343,0.570216179,0.552118242,0.493717551
10,10,ARM12Tv,0.399284422,0.395231426,0.380213141,0.361174852,0.337633401,0.311174452,0.283507526,0.256121606,0.229005948,0.201856837,0.173626691,0.14367412,0.111800246,0.078284338,0.04352187,0.007988519,-0.027514236,-0.062206045,-0.095544912,-0.12720494,-0.160674274,-0.251507103,-0.303321034,-0.300668359,-0.303647488,-0.319369763,-0.33718273,-0.352954537,-0.364860177,-0.374647826,-0.382320911,-0.386968911,-0.386414379,-0.379279077,-0.366443485,-0.349189311,-0.328733325,-0.30535683,-0.228609994,-0.178841665,-0.136112452,-0.100702159,-0.074457966,-0.058280002,-0.049574703,-0.043018088,-0.032873817,-0.017443638,0.002198845,0.023413099,0.046422631,0.092578366,0.174447477,0.231217563,0.181782186,0.054164745,-0.07025259,-0.178650007,-0.255185574,-0.29286769,-0.280779451,-0.223607928,-0.148778498,-0.084385924,-0.015961835,0.074891865,0.163566858,0.250820071,0.335189253,0.403161883,0.453825086,0.482480884,0.484604746,0.440940589
11,11,ARM21Tv,0.8295362,0.823385119,0.816347122,0.788979292,0.671333253,0.5636397,0.522754788,0.505500138,0.480478376,0.437151611,0.392741829,0.355694354,0.32329911,0.294757634,0.269809723,0.24783814,0.228427082,0.210646093,0.193592131,0.176566273,0.176472649,0.136487991,0.101556778,0.077669904,0.070625976,0.077915207,0.102093987,0.139830679,0.183368683,0.227243826,0.266539454,0.297549516,0.320275128,0.333326429,0.338436007,0.336696267,0.328494638,0.315045029,0.258149385,0.207942158,0.156980038,0.110303,0.074679315,0.047457658,0.023296306,-0.000361594,-0.023721766,-0.046170417,-0.065554455,-0.081204936,-0.094430119,-0.085103355,-0.005115638,0.031931844,-0.016025724,-0.086340711,-0.133837253,-0.183976158,-0.247265041,-0.276966363,-0.258316606,-0.209557533,-0.142438367,-0.069294102,-0.031371843,0.007066104,0.090523519,0.202250764,0.31599319,0.393010199,0.43256402,0.456838697,0.462054014,0.443969011
12,12,ARM24Tv,0.562290549,0.620905459,0.700851977,0.752988935,0.769103527,0.764338791,0.751309097,0.733068824,0.706718564,0.647289455,0.580452919,0.536323667,0.500677943,0.458805084,0.40532732,0.351088911,0.300781161,0.252536118,0.205530167,0.159411877,0.08423008,-0.033135936,-0.114308678,-0.15423134,-0.155081913,-0.126008481,-0.080739886,-0.030698394,0.018934224,0.064201906,0.104215033,0.137882784,0.164216459,0.182399452,0.193508148,0.19710885,0.198293313,0.194798708,0.162586659,0.132742047,0.101806767,0.076124065,0.05752572,0.041220579,0.023619514,0.005890725,-0.013143551,-0.033622753,-0.053066738,-0.071613856,-0.088705532,-0.106495611,-0.028325019,0.022610795,-0.014220147,-0.087502874,-0.136593565,-0.191130802,-0.257259697,-0.284208924,-0.260064363,-0.205863118,-0.130857244,-0.057459548,-0.019838374,0.024223017,0.113972336,0.228184521,0.34447968,0.424571127,0.463267475,0.483115822,0.482726038,0.456383914
13,13,ARM27Tv,-0.316238165,-0.378528655,-0.449677169,-0.504989028,-0.542723417,-0.554641068,-0.547228217,-0.543808341,-0.534277976,-0.523143768,-0.535260737,-0.562456548,-0.57919085,-0.574608386,-0.562410772,-0.553414643,-0.544388056,-0.53555572,-0.527284086,-0.518849015,-0.4989326,-0.456397712,-0.399506956,-0.339853972,-0.286248416,-0.241047069,-0.201856837,-0.165406361,-0.130920589,-0.098967083,-0.069812596,-0.043756966,-0.021517912,-0.000481041,0.014604439,0.024269972,0.030207004,0.033909645,0.038598396,0.039990876,0.041882332,0.0456062,0.047478851,0.045140095,0.036824871,0.023780877,0.007047269,-0.011322645,-0.031933989,-0.051752478,-0.066272438,-0.067741126,0.032778978,0.087216914,0.037360705,-0.05768948,-0.126412928,-0.187301904,-0.255500466,-0.29222545,-0.269353747,-0.211173967,-0.13816072,-0.070346765,-0.024573149,0.026298502,0.116951108,0.22753498,0.337537795,0.414346844,0.45532012,0.477785498,0.481816024,0.455290616
14,14,ARM29Tv,-0.797647774,-0.810054779,-0.813981354,-0.819556713,-0.827497303,-0.80521369,-0.773211896,-0.781719387,-0.810741723,-0.821741581,-0.805151641,-0.780889213,-0.763092756,-0.747306705,-0.731763482,-0.715434074,-0.697797835,-0.678462207,-0.656676829,-0.632371902,-0.570551455,-0.481957465,-0.3945283,-0.322999954,-0.271768123,-0.235456467,-0.206476927,-0.179571837,-0.15373452,-0.128936023,-0.106309757,-0.085648291,-0.063349627,-0.045761246,-0.034047849,-0.02531011,-0.018054131,-0.011773704,0.005724073,0.02026625,0.035126761,0.045803402,0.052943889,0.055780206,0.050165243,0.037485547,0.020385435,9.28958E-05,-0.021034509,-0.039675698,-0.050911017,-0.047346916,0.052468427,0.093079023,0.03396016,-0.057588082,-0.124911435,-0.18075639,-0.246489674,-0.28567794,-0.268253744,-0.215386793,-0.15001379,-0.082339093,-0.036665238,0.008503962,0.093160681,0.201805696,0.309458494,0.383409619,0.425032824,0.452100843,0.461741269,0.44363144
15,15,ARM25Cv,-0.984567523,-0.994311512,-0.997298062,-0.998160481,-0.998992205,-0.999610424,-0.999949574,-0.999997795,-0.999949157,-0.999356985,-0.996942282,-0.99103868,-0.980259299,-0.963994801,-0.942756772,-0.917832613,-0.891362548,-0.867529333,-0.848531485,-0.829955637,-0.659235477,-0.534565747,-0.469739109,-0.432373106,-0.428720087,-0.449003696,-0.478620768,-0.507808447,-0.530192673,-0.553156435,-0.575570703,-0.592958212,-0.604127944,-0.609802008,-0.612751782,-0.615254998,-0.617951512,-0.621203482,-0.630138159,-0.634882271,-0.643365145,-0.654372931,-0.666162908,-0.676842928,-0.687945068,-0.702286422,-0.720251322,-0.74232167,-0.767472208,-0.793202639,-0.819702506,-0.904551923,-0.978829086,-0.97126174,-0.936230004,-0.903411925,-0.871840119,-0.829628468,-0.787362397,-0.750002146,-0.720793784,-0.701263785,-0.680166185,-0.64673245,-0.606899858,-0.578155279,-0.560373247,-0.536113739,-0.5059582,-0.486854464,-0.483363807,-0.480173081,-0.478043735,-0.479197174
16,16,ARM23Cv,-0.999791563,-0.999200344,-0.994116127,-0.988443017,-0.984276175,-0.98278141,-0.984476447,-0.988940239,-0.994349003,-0.998719692,-0.999910712,-0.99663347,-0.988520563,-0.976319611,-0.961835265,-0.946410775,-0.926177561,-0.899908721,-0.869370639,-0.833830178,-0.629730642,-0.526131511,-0.444428474,-0.405322522,-0.408784032,-0.433752358,-0.4630813,-0.484066606,-0.50675565,-0.53324008,-0.560500979,-0.582064688,-0.596013546,-0.605433285,-0.612237096,-0.61720705,-0.621441841,-0.624847889,-0.628290832,-0.629607439,-0.633252323,-0.640401244,-0.650224149,-0.661673903,-0.673826814,-0.68768698,-0.702820003,-0.72172749,-0.743766308,-0.766426325,-0.789205134,-0.806246936,-0.926914752,-0.941304803,-0.916294813,-0.899629593,-0.878982008,-0.846522629,-0.80168879,-0.760661423,-0.731535494,-0.713932693,-0.690377653,-0.65669769,-0.622024119,-0.59450835,-0.577790856,-0.554525614,-0.521618962,-0.500415385,-0.493894607,-0.488437653,-0.48259449,-0.48076126
17,17,ARM22Cv,-0.993652105,-0.990955114,-0.987017572,-0.987300754,-0.990012646,-0.994134545,-0.998054326,-0.999975085,-0.998585165,-0.993692517,-0.986156404,-0.977014422,-0.967490315,-0.957238078,-0.944674551,-0.928750753,-0.906340599,-0.878735065,-0.849140763,-0.817956686,-0.616943479,-0.500972867,-0.418624967,-0.380378067,-0.383078188,-0.404572397,-0.426874965,-0.450324863,-0.477724969,-0.510334611,-0.543717325,-0.570869207,-0.59079361,-0.604644775,-0.614363313,-0.621391058,-0.62599647,-0.628561258,-0.626564682,-0.624827802,-0.624986947,-0.628653228,-0.636930048,-0.6491189,-0.663109601,-0.676326752,-0.689394891,-0.705299914,-0.723625541,-0.742790818,-0.762169302,-0.806246936,-0.926914752,-0.941304803,-0.916294813,-0.899629593,-0.878982008,-0.846522629,-0.80168879,-0.760661423,-0.731535494,-0.713932693,-0.690377653,-0.65669769,-0.622024119,-0.59450835,-0.577790856,-0.554525614,-0.521618962,-0.500415385,-0.493894607,-0.488437653,-0.48259449,-0.48076126
18,18,ARM12Cv,0.712664247,0.695222318,0.675181925,0.649850965,0.620183587,0.588926673,0.555397868,0.515968621,0.471800297,0.425965548,0.380718052,0.338002324,0.298853278,0.26408416,0.234035805,0.208514646,0.186791092,0.166006386,0.139344111,0.11260812,0.086929999,0.075795993,0.049588513,0.007444703,-0.046641976,-0.106073633,-0.167043373,-0.22776109,-0.284873813,-0.334235758,-0.374930084,-0.409950405,-0.440442562,-0.469673425,-0.498023599,-0.527469814,-0.558764815,-0.59043324,-0.667818308,-0.706634581,-0.745741785,-0.793235719,-0.848389149,-0.904438972,-0.952550888,-0.984085321,-0.997994661,-0.999583244,-0.995319605,-0.990062594,-0.985607147,-0.985872686,-0.998983264,-0.993671656,-0.961165965,-0.899906635,-0.835340202,-0.786052823,-0.752889156,-0.731255829,-0.706700206,-0.682362318,-0.666839182,-0.641866863,-0.604762137,-0.572657406,-0.548708081,-0.527302325,-0.506840944,-0.489942342,-0.481916726,-0.482475668,-0.486265004,-0.491568685
19,19,ARM13Cv,-0.584329545,-0.513428986,-0.434093893,-0.359809607,-0.295294136,-0.236102447,-0.179906294,-0.127857372,-0.08266557,-0.044995759,-0.014075442,0.010318009,0.028242083,0.039813157,0.045387559,0.045349449,0.04026603,0.03123601,0.019259606,0.005168804,-0.012358025,-0.072824955,-0.1316365,-0.202762306,-0.241391137,-0.283362567,-0.328145355,-0.368329644,-0.402562439,-0.43384859,-0.464294881,-0.493793845,-0.523823678,-0.5516572,-0.58056879,-0.606857419,-0.630168498,-0.648958206,-0.701064527,-0.742009759,-0.786646962,-0.831443191,-0.875320911,-0.918967247,-0.958849192,-0.987120986,-0.999099851,-0.998898029,-0.99410665,-0.988683701,-0.985528767,-0.977588534,-0.997521281,-0.996492982,-0.966580629,-0.907448769,-0.839668632,-0.786271334,-0.748598516,-0.726259589,-0.700620294,-0.673404396,-0.657472134,-0.632972717,-0.5920223,-0.559167325,-0.534193337,-0.509620309,-0.491019428,-0.476758271,-0.47096321,-0.474272013,-0.480308801,-0.487151623
20,20,ARM15Cv,-0.88970536,-0.893745184,-0.900637627,-0.911001086,-0.923464179,-0.933887839,-0.94071877,-0.944473863,-0.946177185,-0.94612819,-0.944658995,-0.942104757,-0.938677967,-0.934779108,-0.930740714,-0.926638544,-0.922318876,-0.917536736,-0.912002265,-0.905516505,-0.850953698,-0.817673922,-0.784503281,-0.754544258,-0.730178177,-0.711145997,-0.697071195,-0.686852574,-0.684326351,-0.67744118,-0.67389828,-0.673220575,-0.674644649,-0.6774261,-0.679298639,-0.683350801,-0.688196063,-0.698599875,-0.736847281,-0.763669312,-0.795471191,-0.832024217,-0.870829284,-0.907185137,-0.939080954,-0.965928435,-0.985762954,-0.996524453,-0.999784887,-0.999828041,-0.998945057,-0.988231719,-0.996997774,-0.998886645,-0.970309794,-0.912314832,-0.856457472,-0.796123445,-0.746957123,-0.717288554,-0.689653218,-0.665374279,-0.642456591,-0.608041108,-0.564452231,-0.530245245,-0.498986512,-0.47512421,-0.459926844,-0.451140195,-0.450877398,-0.456031084,-0.466077209,-0.475469261
21,21,ARM18Cv,-0.960718215,-0.961571813,-0.964143932,-0.966062307,-0.967289567,-0.968642116,-0.969169378,-0.969319105,-0.969121456,-0.968816996,-0.968694866,-0.969052196,-0.970171928,-0.972161412,-0.974968076,-0.978431225,-0.982348025,-0.986471713,-0.990469635,-0.993985116,-0.996679783,-0.999622345,-0.990463197,-0.973788798,-0.943203747,-0.904764473,-0.861350596,-0.824365377,-0.796913564,-0.77570343,-0.75870806,-0.745891094,-0.737589598,-0.733238578,-0.731455803,-0.730392218,-0.728775859,-0.726555467,-0.720413268,-0.717224896,-0.712659597,-0.706738293,-0.699185848,-0.691866815,-0.686499357,-0.68735528,-0.694333553,-0.705563903,-0.720393896,-0.7402426,-0.764705479,-0.822825968,-0.949289739,-0.957650661,-0.93005383,-0.913371503,-0.884451509,-0.845540702,-0.796951592,-0.752597094,-0.720556915,-0.69710505,-0.672349155,-0.638602436,-0.597277701,-0.568851233,-0.550989032,-0.521156549,-0.490212917,-0.473472536,-0.471713901,-0.47158438,-0.469267368,-0.470071197
22,22,ARM09Cv,0.055162936,0.045969643,0.036222313,0.025591353,0.015941096,0.005657555,-0.005955574,-0.018217899,-0.028530214,-0.035481308,-0.037846737,-0.035071958,-0.028204905,-0.018515157,-0.007679061,0.002929834,0.012440035,0.01976138,0.024093593,0.025141126,0.052165098,0.027583113,-0.02555155,-0.049573272,-0.085389845,-0.129744336,-0.180690974,-0.232804999,-0.285660118,-0.339784443,-0.396023631,-0.452300727,-0.505024433,-0.553063333,-0.596077859,-0.634792566,-0.671063542,-0.70720154,-0.817645192,-0.878086984,-0.927818537,-0.967138469,-0.994308114,-0.997475266,-0.970723867,-0.932068527,-0.90174216,-0.885991871,-0.883487284,-0.889425933,-0.900795639,-0.939656556,-0.993403375,-0.997079968,-0.968299687,-0.908560693,-0.828734994,-0.774304926,-0.739835501,-0.720679879,-0.696124375,-0.666750908,-0.650677443,-0.631491065,-0.593792856,-0.559452116,-0.532929242,-0.506808102,-0.490533531,-0.478045195,-0.471008003,-0.476207823,-0.483417839,-0.491366237
23,23,ARM08Cv,0.272333682,0.260377198,0.241708785,0.217032075,0.188093677,0.157889083,0.12676011,0.094230264,0.060407944,0.025989141,-0.007731035,-0.040349644,-0.071668789,-0.101923227,-0.131202802,-0.159235582,-0.185121998,-0.208311543,-0.228709102,-0.24641481,-0.246810377,-0.280114174,-0.309997112,-0.344589353,-0.382184982,-0.416426688,-0.444815844,-0.473377824,-0.491096884,-0.513252616,-0.535334229,-0.565774798,-0.601167321,-0.640587449,-0.681718409,-0.722107947,-0.761124134,-0.798467696,-0.883191168,-0.921346486,-0.961017907,-0.992784321,-0.997527838,-0.965360761,-0.910741091,-0.857527018,-0.818532646,-0.798792541,-0.801425397,-0.824195921,-0.855253398,-0.922445655,-0.990365803,-0.999022543,-0.97265774,-0.913396657,-0.831638753,-0.774101496,-0.73393786,-0.714490891,-0.689055324,-0.659398258,-0.641105592,-0.620355785,-0.580752611,-0.545144618,-0.515477538,-0.488215029,-0.474939793,-0.465785235,-0.460644811,-0.468077809,-0.477910757,-0.487783641
24,24,ARM06Cv,-0.998227894,-0.997055054,-0.992930532,-0.984536409,-0.975530505,-0.968163371,-0.962320745,-0.957540512,-0.953039587,-0.948604763,-0.944052875,-0.939322472,-0.934472024,-0.929367602,-0.923860312,-0.91782707,-0.911270916,-0.904321969,-0.897149384,-0.889881611,-0.898851633,-0.874787271,-0.853320539,-0.835661054,-0.820096254,-0.805840015,-0.792562664,-0.778742194,-0.765114605,-0.753151476,-0.744073808,-0.738087773,-0.734718382,-0.735602498,-0.737485588,-0.744043708,-0.752551377,-0.763984799,-0.822799683,-0.880275905,-0.939643264,-0.984061539,-0.999848843,-0.974963188,-0.923509419,-0.873938143,-0.842694759,-0.833405018,-0.842177868,-0.859502256,-0.880315602,-0.914650738,-0.987122476,-0.999994874,-0.977408171,-0.914644957,-0.844299614,-0.780062258,-0.729427576,-0.703198135,-0.676641941,-0.651768982,-0.624007285,-0.590898216,-0.551070809,-0.51216054,-0.474892378,-0.452439368,-0.445447594,-0.441585004,-0.441337049,-0.450034469,-0.464130163,-0.477266192
25,25,ARM05Cv,-0.830006897,-0.84029448,-0.849927068,-0.862020969,-0.876534522,-0.892627776,-0.909270942,-0.925425053,-0.940546751,-0.954024971,-0.965749085,-0.975680828,-0.983717918,-0.989865005,-0.99426955,-0.99722445,-0.999007285,-0.999834776,-0.999993742,-0.999769449,-0.999242902,-0.995768726,-0.98898381,-0.979794502,-0.968598485,-0.954452932,-0.938022912,-0.920544863,-0.902646005,-0.884733379,-0.86426419,-0.843085527,-0.822375834,-0.805237055,-0.787715495,-0.773653626,-0.763495684,-0.757020831,-0.759432256,-0.779415429,-0.802945256,-0.821602702,-0.83966589,-0.861707091,-0.886731029,-0.909087777,-0.923475921,-0.933374345,-0.945015192,-0.95849812,-0.971436858,-0.963771224,-0.997505605,-0.990939498,-0.955770075,-0.912273169,-0.875782132,-0.820947468,-0.766358793,-0.720985115,-0.689695179,-0.669250965,-0.63666755,-0.592777729,-0.552391171,-0.517564595,-0.486951917,-0.461736828,-0.443477362,-0.437919974,-0.441453874,-0.446217805,-0.45402351,-0.463154197
26,26,ARM03Cv,-0.905070841,-0.914956927,-0.931879818,-0.952600956,-0.973918557,-0.991017759,-0.999348342,-0.998469055,-0.990804136,-0.980650723,-0.971748292,-0.965532899,-0.962267399,-0.961616576,-0.96292001,-0.965613961,-0.969141006,-0.973004341,-0.976837277,-0.980437696,-0.983074665,-0.99142164,-0.995161712,-0.995643497,-0.991927683,-0.984467626,-0.973737895,-0.959908426,-0.942367613,-0.92433542,-0.903063416,-0.884074748,-0.868830085,-0.856916606,-0.847432196,-0.839819968,-0.832939148,-0.826550484,-0.806017995,-0.784894049,-0.760888875,-0.738054514,-0.722889781,-0.712999344,-0.701732874,-0.688474715,-0.676476538,-0.666409492,-0.66232419,-0.670267522,-0.694958866,-0.752806604,-0.915059328,-0.945261598,-0.930878401,-0.919256508,-0.893481374,-0.855133474,-0.799592197,-0.748506784,-0.712150276,-0.684174538,-0.651084125,-0.613122106,-0.575018048,-0.545074224,-0.518439472,-0.485902458,-0.459832639,-0.449725509,-0.449857742,-0.453672767,-0.454677045,-0.457318574
