OBJECTID_1,OBJECTID,PadID,wnes_9m,wnes_15m,wnes_21m,wnes_27m,wnes_33m,wnes_39m,wnes_45m,wnes_51m,wnes_57m,wnes_63m,wnes_69m,wnes_75m,wnes_81m,wnes_87m,wnes_93m,wnes_99m,wnes_105m,wnes_111m,wnes_117m,wnes_123m,wnes_130m,wnes_150m,wnes_170m,wnes_190m,wnes_210m,wnes_230m,wnes_250m,wnes_270m,wnes_290m,wnes_310m,wnes_330m,wnes_350m,wnes_370m,wnes_390m,wnes_410m,wnes_430m,wnes_450m,wnes_470m,wnes_530m,wnes_570m,wnes_610m,wnes_650m,wnes_690m,wnes_730m,wnes_770m,wnes_810m,wnes_850m,wnes_890m,wnes_930m,wnes_970m,wnes_1010m,wnes_1110m,wnes_1290m,wnes_1470m,wnes_1650m,wnes_1830m,wnes_2010m,wnes_2190m,wnes_2370m,wnes_2550m,wnes_2730m,wnes_2910m,wnes_3090m,wnes_3270m,wnes_3450m,wnes_3630m,wnes_3810m,wnes_3990m,wnes_4170m,wnes_4350m,wnes_4530m,wnes_4710m,wnes_4890m,wnes_5070m
747,747,SLO28T,-0.41379118,-0.456240922,-0.483463138,-0.517771244,-0.547486067,-0.597201228,-0.61032474,-0.54857713,-0.468569726,-0.389560759,-0.305641532,-0.2273359,-0.159100965,-0.10428796,-0.06143399,-0.031097209,-0.004472523,0.020014098,0.044576488,0.066571988,0.317937464,0.287869304,0.250698477,0.205865383,0.156200409,0.105286442,0.05647343,0.007594469,-0.03202074,-0.068697467,-0.103215531,-0.132362768,-0.156636029,-0.177854732,-0.196311042,-0.213051796,-0.227678806,-0.240584046,-0.267364115,-0.269574642,-0.263416439,-0.260453284,-0.254987329,-0.242983907,-0.229281664,-0.216280282,-0.204234451,-0.19557938,-0.189100489,-0.182219893,-0.175834417,-0.203148231,-0.227285519,-0.188499719,-0.119525373,-0.105003789,-0.12847878,-0.154131234,-0.20014444,-0.275326699,-0.340392977,-0.355548739,-0.332980156,-0.328236461,-0.360450208,-0.405864954,-0.448304802,-0.463993728,-0.456398338,-0.436199099,-0.414341331,-0.374141246,-0.310896307,-0.231723204
748,748,SLO26T,0.759914756,0.790202558,0.783572614,0.780806661,0.775754392,0.767631352,0.757951438,0.747892201,0.743290663,0.748289883,0.749945879,0.747289777,0.743009329,0.737341166,0.730335116,0.722672403,0.714547098,0.706177175,0.697349131,0.688047528,0.664333224,0.625201643,0.581458628,0.515690684,0.441100568,0.368607193,0.302355498,0.248215005,0.205211133,0.171545103,0.142197222,0.115324415,0.091470666,0.066270344,0.039493971,0.014302676,-0.008621272,-0.029417844,-0.086934403,-0.129449666,-0.174839303,-0.212772012,-0.241553336,-0.264933318,-0.279706538,-0.287914127,-0.292969853,-0.294951409,-0.295607537,-0.295744538,-0.295264393,-0.3275069,-0.322661459,-0.2702474,-0.20945695,-0.196263462,-0.220150322,-0.231038615,-0.271219045,-0.347040087,-0.41268304,-0.428738594,-0.41917184,-0.428867191,-0.460843503,-0.500160456,-0.527345657,-0.533692598,-0.516786933,-0.495305926,-0.475470126,-0.436415344,-0.369841993,-0.286586851
749,749,SLO27T,0.78198272,0.829279363,0.838460207,0.846247196,0.868415833,0.872407258,0.865528941,0.858207285,0.849188447,0.839766383,0.828326881,0.815597177,0.801230311,0.787069619,0.771645844,0.75671792,0.740690827,0.724082351,0.70672524,0.688891828,0.666875064,0.617331564,0.566766322,0.505573571,0.430134416,0.351895303,0.278999537,0.21662876,0.166932464,0.127939939,0.096299157,0.069575757,0.043517031,0.017466925,-0.007559748,-0.031389128,-0.05330364,-0.073420487,-0.123165861,-0.154468447,-0.189348295,-0.215772107,-0.235923007,-0.249247566,-0.252813071,-0.254512846,-0.254850745,-0.255660206,-0.256126225,-0.255934715,-0.255097747,-0.3275069,-0.322661459,-0.2702474,-0.20945695,-0.196263462,-0.220150322,-0.231038615,-0.271219045,-0.347040087,-0.41268304,-0.428738594,-0.41917184,-0.428867191,-0.460843503,-0.500160456,-0.527345657,-0.533692598,-0.516786933,-0.495305926,-0.475470126,-0.436415344,-0.369841993,-0.286586851
750,750,SLO25T,0.713113964,0.621650696,0.607554018,0.59117353,0.586704135,0.595905542,0.609266043,0.624484241,0.634411693,0.639302611,0.640010238,0.639777541,0.64279753,0.6492939,0.652469575,0.652484477,0.65108633,0.648907602,0.645845592,0.641963899,0.628391087,0.606420994,0.558795691,0.506730735,0.453299254,0.402801901,0.357718736,0.322375,0.294024676,0.269445866,0.245449677,0.221199587,0.19615677,0.171161518,0.147558942,0.123655297,0.099349916,0.074789673,-0.006911267,-0.067675486,-0.125406772,-0.179369092,-0.224883631,-0.262133986,-0.293066829,-0.313996166,-0.326859176,-0.333314985,-0.33662647,-0.33962816,-0.341768503,-0.4255656,-0.396804512,-0.333527505,-0.277297258,-0.265834749,-0.284771532,-0.287330151,-0.323909581,-0.396111339,-0.457551777,-0.476362139,-0.482019305,-0.504114389,-0.53712368,-0.569936097,-0.58561933,-0.586180031,-0.56583637,-0.544273078,-0.523225248,-0.485156506,-0.419626117,-0.335392982
751,751,SLO24T,0.670899749,0.653529167,0.630196989,0.610545635,0.58263576,0.554266691,0.530256808,0.514230311,0.509050906,0.510946453,0.515318751,0.519271016,0.520615518,0.521642804,0.521451831,0.520684004,0.518759787,0.517334104,0.517550528,0.520132899,0.469417095,0.455053121,0.436618835,0.421880305,0.408565789,0.397455305,0.386918813,0.374004513,0.356492668,0.336659282,0.315365583,0.29336226,0.271184653,0.249390393,0.227916092,0.2047548,0.178980917,0.149396569,0.041485395,-0.030057119,-0.100201182,-0.168163851,-0.230956957,-0.283417016,-0.326541126,-0.361301363,-0.381802589,-0.392056972,-0.39732182,-0.400180697,-0.403481066,-0.4255656,-0.396804512,-0.333527505,-0.277297258,-0.265834749,-0.284771532,-0.287330151,-0.323909581,-0.396111339,-0.457551777,-0.476362139,-0.482019305,-0.504114389,-0.53712368,-0.569936097,-0.58561933,-0.586180031,-0.56583637,-0.544273078,-0.523225248,-0.485156506,-0.419626117,-0.335392982
752,752,SLO23T,0.316186637,0.357403666,0.40002504,0.459555298,0.496485472,0.507656336,0.503081858,0.491372079,0.475476027,0.457941413,0.437853694,0.418973684,0.405031145,0.396366388,0.392358243,0.39200744,0.39316535,0.395310968,0.391195863,0.386100829,0.390110552,0.387164921,0.397776216,0.407253742,0.414552897,0.418263048,0.418634206,0.414740145,0.403407574,0.384425849,0.364633322,0.344462931,0.324441105,0.303720772,0.280866206,0.254984945,0.225567415,0.192157984,0.078690469,0.004185501,-0.068430595,-0.140426874,-0.206242591,-0.263869971,-0.311610132,-0.349039406,-0.375951231,-0.388926744,-0.397460312,-0.40343973,-0.409480631,-0.450549424,-0.428159744,-0.361420184,-0.306210458,-0.294132322,-0.309614807,-0.315580696,-0.351940334,-0.422247708,-0.482209176,-0.500849664,-0.515570283,-0.543539226,-0.579023898,-0.610187232,-0.622793138,-0.619827986,-0.601019084,-0.58042109,-0.558083475,-0.520703554,-0.456598163,-0.372261107
753,753,SLO22T,0.278060913,0.228408903,0.26658535,0.23823683,0.216755033,0.19756934,0.17995137,0.172053486,0.168728262,0.175009876,0.186775446,0.199443758,0.207462698,0.213053212,0.216559395,0.218538463,0.219463766,0.215783536,0.216198027,0.219463184,0.218368977,0.255816728,0.307341933,0.361018926,0.411334217,0.448003888,0.470910877,0.479651242,0.476391912,0.465525329,0.451010555,0.434810847,0.416892052,0.394005775,0.36664018,0.334144115,0.29804188,0.260409027,0.145251498,0.066573538,-0.013117577,-0.089025661,-0.160046414,-0.223481059,-0.279008329,-0.323353171,-0.356185108,-0.380437046,-0.395507485,-0.407846004,-0.419268787,-0.465958655,-0.451809257,-0.387617022,-0.334505081,-0.323649704,-0.332420856,-0.341466576,-0.3790299,-0.446394682,-0.503285587,-0.522714794,-0.544710815,-0.576874554,-0.6134969,-0.642431438,-0.653924644,-0.648551285,-0.632164836,-0.612740874,-0.589312553,-0.551719606,-0.489531398,-0.406721652
754,754,SLO21T,-0.242433786,-0.302360803,-0.281140745,-0.248889893,-0.217605397,-0.191405669,-0.16548878,-0.14079015,-0.114105344,-0.088344336,-0.064791963,-0.042700104,-0.021688115,-0.003306307,0.014528435,0.030212291,0.048885718,0.070742555,0.093563788,0.116728805,0.160371929,0.228647396,0.291040748,0.356015921,0.414350569,0.461784661,0.49615553,0.51320231,0.518261433,0.516040862,0.507398367,0.493367255,0.472826391,0.444783658,0.411909252,0.376223326,0.338937998,0.300878406,0.185026795,0.099822603,0.012471667,-0.068766087,-0.144144118,-0.210858434,-0.269624561,-0.319577605,-0.358529657,-0.3887676,-0.413060009,-0.429215014,-0.441660941,-0.465958655,-0.451809257,-0.387617022,-0.334505081,-0.323649704,-0.332420856,-0.341466576,-0.3790299,-0.446394682,-0.503285587,-0.522714794,-0.544710815,-0.576874554,-0.6134969,-0.642431438,-0.653924644,-0.648551285,-0.632164836,-0.612740874,-0.589312553,-0.551719606,-0.489531398,-0.406721652
755,755,SMI01T,-0.985078037,-0.984675527,-0.982572138,-0.983374596,-0.981995583,-0.980394363,-0.978136897,-0.974691153,-0.970668614,-0.966093838,-0.960897923,-0.955225408,-0.949170351,-0.943334162,-0.938016593,-0.93334502,-0.929592907,-0.926710963,-0.924613833,-0.923175335,-0.91469264,-0.914092362,-0.915661514,-0.918903351,-0.922748327,-0.921883643,-0.917295814,-0.91280359,-0.920571148,-0.927497804,-0.926022708,-0.924713969,-0.923957884,-0.923166215,-0.921959937,-0.920449853,-0.918561995,-0.916863203,-0.915189981,-0.914095342,-0.909170389,-0.900770843,-0.888049245,-0.876897931,-0.865834117,-0.853115618,-0.839317679,-0.825323999,-0.810917437,-0.792219698,-0.761980772,-0.64731288,-0.306979328,0.928714633,0.954459608,0.931983113,0.908497512,0.893823028,0.89472872,0.915380657,0.958523512,0.986965954,0.998103797,0.999954402,0.999995887,0.999970675,0.999690175,0.99920845,0.997650385,0.995711803,0.992525041,0.988844275,0.986425698,0.985427618
756,756,SMI02T,-0.95055002,-0.954200327,-0.948987901,-0.949766099,-0.953527033,-0.958746493,-0.964812636,-0.96938765,-0.972514331,-0.974945664,-0.976692259,-0.977503777,-0.977503359,-0.977226973,-0.976782739,-0.976312101,-0.975806177,-0.975205898,-0.974618375,-0.973910868,-0.967799902,-0.964270413,-0.960173905,-0.957075417,-0.95481658,-0.951787114,-0.947342813,-0.944099367,-0.94981426,-0.951009095,-0.946835577,-0.943986833,-0.941672623,-0.93952173,-0.937475204,-0.935302198,-0.933529615,-0.932290435,-0.932202697,-0.931151927,-0.927065074,-0.920102358,-0.910536587,-0.899794936,-0.88746506,-0.874980032,-0.860937297,-0.846306801,-0.831437349,-0.815636933,-0.801474094,-0.711344719,-0.443922877,0.240351036,0.999994993,0.963421345,0.921113968,0.902353525,0.904614925,0.932445168,0.967090249,0.991255105,0.999460936,0.999863684,0.99969238,0.999969721,0.999895751,0.99932307,0.997960687,0.995892107,0.992424607,0.989005864,0.986923158,0.986253083
757,757,SMI03T,-0.953728974,-0.96775192,-0.962842107,-0.964564562,-0.967491448,-0.971485198,-0.976619124,-0.981365919,-0.985156059,-0.988597929,-0.991706133,-0.994589508,-0.996807218,-0.998457015,-0.999499321,-0.999981582,-0.999811172,-0.999062479,-0.997913361,-0.996528745,-0.99637872,-0.992078483,-0.988672018,-0.985095143,-0.981085896,-0.977017581,-0.972216725,-0.968902051,-0.969983757,-0.966973484,-0.962374985,-0.95992136,-0.957292199,-0.954822958,-0.953078747,-0.951349735,-0.949801505,-0.948272288,-0.945038855,-0.942353129,-0.939815819,-0.936260045,-0.928406537,-0.91879487,-0.907913744,-0.895549595,-0.881873131,-0.867928684,-0.854693294,-0.841987908,-0.827922106,-0.753001213,-0.540260255,-0.103794023,0.857652247,0.989452839,0.941322088,0.915552318,0.920629025,0.948111951,0.976212621,0.995110691,0.999991715,0.999039352,0.998880446,0.999735296,1,0.999476016,0.998167634,0.995788038,0.992090166,0.989327252,0.987509489,0.987252176
758,758,SMI04T,-0.89440304,-0.901371479,-0.897075117,-0.910475075,-0.926988184,-0.946272254,-0.960528672,-0.969711185,-0.975848973,-0.980308294,-0.983028293,-0.984900892,-0.986540437,-0.988121629,-0.989786506,-0.991559327,-0.993353009,-0.995148838,-0.996831536,-0.99819082,-0.998896301,-0.999952197,-0.998718858,-0.996388495,-0.992793679,-0.988843381,-0.984293401,-0.982629299,-0.983026683,-0.979057491,-0.975106835,-0.973313272,-0.971834362,-0.970637858,-0.969322443,-0.967141807,-0.964485288,-0.961980939,-0.954985559,-0.952756405,-0.95040518,-0.946984768,-0.941243947,-0.934143603,-0.925031126,-0.914284348,-0.902314842,-0.890927315,-0.87993902,-0.868288338,-0.854770243,-0.80283767,-0.620273173,-0.285278648,0.445231289,0.99907726,0.966957688,0.935876548,0.942310095,0.965270936,0.985052764,0.998128831,0.999659419,0.997445405,0.997537196,0.999266863,0.999945939,0.999653816,0.998208821,0.995430648,0.991962731,0.98956728,0.988267899,0.988343835
759,759,SMI06T,-0.982626319,-0.991451859,-0.993050933,-0.994776905,-0.994995713,-0.995828271,-0.995777786,-0.99640435,-0.997647643,-0.998845696,-0.999759793,-0.999982536,-0.99956584,-0.998777747,-0.9978441,-0.996795416,-0.99580282,-0.994892895,-0.994137287,-0.993597925,-0.992386043,-0.992263496,-0.992847681,-0.993244827,-0.992515385,-0.991452634,-0.990905404,-0.99379456,-0.99508369,-0.993228018,-0.991691828,-0.990664482,-0.989087582,-0.987140238,-0.984832823,-0.982729077,-0.980831385,-0.978932917,-0.972485006,-0.96798265,-0.964358449,-0.960661352,-0.955901861,-0.951008618,-0.946074367,-0.941116095,-0.934773684,-0.926399052,-0.916225851,-0.904999077,-0.892922342,-0.853634119,-0.736013234,-0.521670282,-0.138844892,0.608275354,0.997882068,0.988773704,0.987474263,0.993855298,0.998990953,0.9996984,0.99577409,0.992306471,0.993420839,0.997193336,0.999566019,0.999935627,0.997959971,0.994353592,0.991915703,0.990689754,0.990122259,0.990611136
760,760,SMI07T,-0.999614477,-0.997231245,-0.991738558,-0.986248136,-0.98129195,-0.976327717,-0.972269058,-0.96882689,-0.967284441,-0.966278672,-0.965612769,-0.965358496,-0.965355098,-0.965859473,-0.96651268,-0.967396915,-0.96836251,-0.969205201,-0.969976544,-0.970808506,-0.974345505,-0.978212237,-0.982500434,-0.986574471,-0.989098191,-0.990686536,-0.992690027,-0.996327877,-0.997155011,-0.995556355,-0.994331896,-0.99316138,-0.991532266,-0.990085721,-0.988766432,-0.987421274,-0.985838354,-0.983918965,-0.977689564,-0.974096477,-0.969904363,-0.965608418,-0.961011767,-0.956950724,-0.953509331,-0.949761212,-0.94460547,-0.937064767,-0.927686334,-0.917607605,-0.906006992,-0.853634119,-0.736013234,-0.521670282,-0.138844892,0.608275354,0.997882068,0.988773704,0.987474263,0.993855298,0.998990953,0.9996984,0.99577409,0.992306471,0.993420839,0.997193336,0.999566019,0.999935627,0.997959971,0.994353592,0.991915703,0.990689754,0.990122259,0.990611136
761,761,SMI08T,-0.683164179,-0.659892082,-0.67263031,-0.687782407,-0.686518252,-0.703463554,-0.725770473,-0.749901056,-0.77612865,-0.80334723,-0.830253839,-0.854195178,-0.873210549,-0.889512718,-0.902194679,-0.912835598,-0.921842635,-0.929768324,-0.937411964,-0.944673061,-0.952435315,-0.970633745,-0.980943501,-0.98582232,-0.988438904,-0.989781201,-0.992620647,-0.996482432,-0.996895969,-0.99534452,-0.994920313,-0.994747698,-0.994358599,-0.993688226,-0.992695034,-0.991513371,-0.990216255,-0.988797843,-0.984262109,-0.981174052,-0.97808969,-0.973778844,-0.969852746,-0.966608822,-0.963653386,-0.959988117,-0.955267608,-0.949501693,-0.942356646,-0.933298171,-0.923033953,-0.876726329,-0.792716622,-0.607726276,-0.320854992,0.209975779,0.934905767,0.999680042,0.999485493,0.999821365,0.99969238,0.99725455,0.991816878,0.988873661,0.990911067,0.995816886,0.99920857,0.999988973,0.997687995,0.993754566,0.991848648,0.991321146,0.991184354,0.991797686
762,762,SMI09T,-0.999881268,-0.996996939,-0.99365747,-0.993184328,-0.991934121,-0.988775551,-0.984395504,-0.979343355,-0.975107312,-0.971605957,-0.969026446,-0.96797061,-0.968310952,-0.969962239,-0.971995771,-0.974374771,-0.976967394,-0.979289949,-0.981256962,-0.982966244,-0.981615424,-0.986755431,-0.987667084,-0.988165021,-0.988001406,-0.986457646,-0.988765419,-0.993706465,-0.994631827,-0.994362235,-0.994974673,-0.995129526,-0.994937003,-0.994540393,-0.994070709,-0.993542254,-0.992857993,-0.991984248,-0.988936543,-0.986942232,-0.984924078,-0.982742965,-0.979855001,-0.976148248,-0.972057998,-0.968034685,-0.963947892,-0.958917618,-0.95274961,-0.945622146,-0.937396586,-0.89646554,-0.829951227,-0.679916441,-0.445504367,-0.050816141,0.743803024,0.971407235,0.993670106,0.996619642,0.995021343,0.990650535,0.986442864,0.984819531,0.988132596,0.994197071,0.998693168,0.999999583,0.997460425,0.993226767,0.992100358,0.992016852,0.992324471,0.992988527
763,763,SMI10T,-0.945935547,-0.96495074,-0.964354217,-0.96466285,-0.964438915,-0.965747833,-0.9668957,-0.968245029,-0.971647263,-0.976491988,-0.980102599,-0.982261479,-0.984256506,-0.988085032,-0.992384017,-0.995564163,-0.997829258,-0.999315619,-0.99997437,-0.999750078,-0.997653484,-0.992089331,-0.987490058,-0.984478652,-0.981559634,-0.981636107,-0.988892019,-0.994409025,-0.99440068,-0.993600249,-0.993919849,-0.994183421,-0.994398654,-0.994505882,-0.994475186,-0.994225144,-0.99375695,-0.993214369,-0.991370797,-0.990284681,-0.989274204,-0.987732112,-0.985294819,-0.98177588,-0.97747016,-0.973268986,-0.968932331,-0.96393609,-0.958356559,-0.952150881,-0.944761992,-0.916774154,-0.861243486,-0.741687119,-0.547197104,-0.212991685,0.487561673,0.89059633,0.963727355,0.98161453,0.984259248,0.981188655,0.979655981,0.980173767,0.983985484,0.992380083,0.998018265,1,0.997079611,0.993067086,0.992322803,0.99277848,0.993446648,0.99409312
764,764,SMI20T,-0.997879565,-0.998061836,-0.998454094,-0.99900496,-0.998702466,-0.998479784,-0.998206973,-0.997970521,-0.998089373,-0.998688877,-0.999209344,-0.999684274,-0.999980628,-0.999852479,-0.999320507,-0.998574078,-0.997493505,-0.99591434,-0.993768275,-0.991045952,-0.981971979,-0.985637009,-0.992261291,-0.990274787,-0.985535026,-0.98593992,-0.988300979,-0.990022779,-0.990882039,-0.991418183,-0.991972327,-0.992542922,-0.993173122,-0.993733525,-0.994118452,-0.994298875,-0.994385004,-0.994481921,-0.994038463,-0.992883325,-0.991536796,-0.989558339,-0.986416757,-0.981899559,-0.976245344,-0.970722675,-0.96515429,-0.959212244,-0.953074992,-0.946314573,-0.938199759,-0.905966163,-0.849229515,-0.740142941,-0.575514972,-0.259182304,0.598591864,0.960600495,0.991918325,0.996521771,0.995832145,0.992955506,0.989162683,0.986053348,0.987077713,0.992487669,0.997998953,0.999997199,0.997171462,0.992306769,0.990999818,0.991300941,0.99210012,0.99296695
765,765,SMI19T,-0.997574389,-0.999522448,-0.997964978,-0.995355427,-0.991966784,-0.988186181,-0.984409988,-0.980447412,-0.977381647,-0.974906027,-0.973568857,-0.973588347,-0.973931074,-0.973834813,-0.972554147,-0.970981956,-0.969159544,-0.967099965,-0.965295911,-0.96384877,-0.954211056,-0.965804338,-0.988470674,-0.992404819,-0.990207553,-0.990598023,-0.990944147,-0.990794599,-0.991553485,-0.992819011,-0.99386245,-0.994471729,-0.99459058,-0.994355679,-0.993959665,-0.993532062,-0.993131578,-0.992750287,-0.990671873,-0.987805605,-0.984181881,-0.98042959,-0.975751936,-0.971356988,-0.966714561,-0.961628973,-0.956260622,-0.95038271,-0.943166971,-0.9345842,-0.924802303,-0.882875383,-0.815085351,-0.670511484,-0.46344474,-0.057007786,0.902893782,0.999096096,0.999555409,0.999586284,0.999958336,0.998358488,0.994118214,0.989928842,0.990509689,0.99412185,0.998647571,0.999996364,0.997559488,0.992503941,0.990787923,0.990492165,0.990881085,0.991767764
766,766,SMI18T,-0.815497875,-0.857357502,-0.861142814,-0.860257924,-0.867936373,-0.877825379,-0.885914803,-0.891893506,-0.898051679,-0.903959632,-0.910574138,-0.917101443,-0.923411846,-0.930249631,-0.93598932,-0.940264285,-0.943905354,-0.94683522,-0.949248374,-0.950924933,-0.952100873,-0.957799554,-0.983250141,-0.990980804,-0.990315676,-0.992719948,-0.99449724,-0.995286167,-0.995494425,-0.995248556,-0.99459964,-0.994219482,-0.993976414,-0.993589818,-0.992926419,-0.991986513,-0.990841508,-0.989650667,-0.985713363,-0.981172025,-0.975655675,-0.969374895,-0.964060783,-0.960242927,-0.956726909,-0.952486396,-0.946546435,-0.939214826,-0.930542231,-0.919718862,-0.907801688,-0.860571146,-0.775524199,-0.588786423,-0.31642738,0.332553446,0.999704242,0.987723708,0.986030459,0.991638541,0.997669041,0.999964595,0.997521937,0.993193924,0.992794096,0.995600641,0.999149024,0.99998194,0.997787654,0.993071318,0.990541041,0.989764869,0.989660442,0.99048847
767,767,SMI17T,-0.98837328,-0.985990405,-0.984307468,-0.975743592,-0.964766502,-0.959891915,-0.959246457,-0.960272551,-0.963524401,-0.966452122,-0.970071018,-0.973129332,-0.975517154,-0.977410793,-0.978043079,-0.977885723,-0.97732383,-0.976498544,-0.975156605,-0.973680735,-0.977298975,-0.974485397,-0.989423096,-0.995069027,-0.993600011,-0.99418062,-0.994907141,-0.995149851,-0.995237172,-0.995057046,-0.99450016,-0.993645966,-0.992489457,-0.990914822,-0.989449322,-0.988129675,-0.986786723,-0.985175312,-0.978777289,-0.97216773,-0.965906203,-0.959990501,-0.954800487,-0.950003147,-0.945740163,-0.940698326,-0.933931172,-0.924740791,-0.913378596,-0.901342034,-0.888456881,-0.835340977,-0.713635147,-0.4953022,-0.095910639,0.860227764,0.975534499,0.953354955,0.960241437,0.97626394,0.990298331,0.998292625,0.999430656,0.995808065,0.994881153,0.996898115,0.999500155,0.99992466,0.998053014,0.993698299,0.990628242,0.989112556,0.988539457,0.989233375
768,768,SMI16T,-0.947210968,-0.973641515,-0.993291616,-0.996040344,-0.996761382,-0.99649328,-0.996356547,-0.996724725,-0.997524559,-0.998496294,-0.999431312,-0.999937952,-0.99990052,-0.99928385,-0.998199642,-0.996836722,-0.995464444,-0.99419415,-0.993232608,-0.992566049,-0.993827999,-0.992506385,-0.997102976,-0.998652935,-0.996346653,-0.994433463,-0.993654847,-0.993258476,-0.993003607,-0.992720723,-0.992263436,-0.991429806,-0.990264595,-0.988744259,-0.986824751,-0.984501481,-0.982362866,-0.980436862,-0.972673595,-0.965886652,-0.959937513,-0.954572558,-0.949327052,-0.944139242,-0.938080966,-0.931131899,-0.922480166,-0.912194371,-0.900312245,-0.887178421,-0.873622239,-0.808636546,-0.660009086,-0.384113163,0.22164087,0.999976695,0.938417673,0.918311,0.930921972,0.95642662,0.979584217,0.994808018,1,0.997815073,0.996751904,0.998227119,0.99973911,0.999809086,0.998205006,0.994430065,0.990620494,0.98851186,0.987504065,0.988027215
769,769,SMI15T,-0.989730537,-0.990149498,-0.98726809,-0.983382404,-0.980091453,-0.976321578,-0.977389216,-0.982691884,-0.988013804,-0.991877317,-0.994681954,-0.996559024,-0.99782598,-0.998642743,-0.999089777,-0.999331176,-0.999443293,-0.999509275,-0.999571979,-0.999606431,-0.999572039,-0.998989224,-0.999052644,-0.999241531,-0.99667269,-0.993137777,-0.991413653,-0.989806294,-0.988036573,-0.986483812,-0.985288739,-0.984192014,-0.982857466,-0.981321931,-0.979711771,-0.978031695,-0.975422263,-0.97188288,-0.962977767,-0.957527459,-0.95170027,-0.945998728,-0.940851033,-0.934484661,-0.925885141,-0.914656281,-0.902177095,-0.889774501,-0.877145827,-0.863825381,-0.849338651,-0.784242392,-0.592945337,-0.239868566,0.67324692,0.974176288,0.909119248,0.892082393,0.903780997,0.935342133,0.964570284,0.989958107,0.999517441,0.999207497,0.998232186,0.998979151,0.999902308,0.999648154,0.99829179,0.994806886,0.990698099,0.987963736,0.986597538,0.986873865
770,770,SMI14T,-0.864139318,-0.950849652,-0.976768792,-0.991595447,-0.998368442,-0.99995178,-0.99978435,-0.999154925,-0.99828887,-0.997370124,-0.996328533,-0.99525094,-0.994164824,-0.993111968,-0.992172003,-0.990962863,-0.989864647,-0.989121258,-0.988686323,-0.988506913,-0.986011207,-0.98595655,-0.986940861,-0.992863178,-0.991753519,-0.987289429,-0.985046446,-0.982865751,-0.980693102,-0.978352189,-0.975987554,-0.973654985,-0.971661985,-0.969424188,-0.967066348,-0.965779066,-0.964080811,-0.962035358,-0.954799652,-0.947987616,-0.942585588,-0.93658179,-0.929797173,-0.921629727,-0.910374939,-0.896839142,-0.881861627,-0.866403043,-0.85134393,-0.836980164,-0.822817266,-0.730870128,-0.502817035,-0.014857266,0.98579824,0.945667982,0.887765825,0.875025034,0.881522536,0.91507709,0.952297986,0.984326005,0.998230278,0.99991709,0.99927187,0.999532759,0.999991596,0.999476671,0.998245418,0.995175779,0.990835845,0.987733662,0.985825181,0.985750318
771,771,SMI13T,-0.960108697,-0.969827712,-0.966091633,-0.960280299,-0.956728935,-0.953010559,-0.950968802,-0.947735846,-0.944616735,-0.942254424,-0.940887392,-0.940217435,-0.940678298,-0.942149282,-0.944370985,-0.946620226,-0.948749006,-0.95055747,-0.951880753,-0.952971399,-0.962093949,-0.964598536,-0.96716851,-0.979469836,-0.981706023,-0.977082789,-0.975584626,-0.974093795,-0.972545087,-0.970830381,-0.968772709,-0.965555489,-0.961950541,-0.959701657,-0.957926393,-0.956812143,-0.955908954,-0.954794288,-0.949177325,-0.942103922,-0.934540927,-0.928124309,-0.920704246,-0.910562217,-0.898394942,-0.884446084,-0.86892581,-0.851992309,-0.834775269,-0.818700194,-0.803752422,-0.730870128,-0.502817035,-0.014857266,0.98579824,0.945667982,0.887765825,0.875025034,0.881522536,0.91507709,0.952297986,0.984326005,0.998230278,0.99991709,0.99927187,0.999532759,0.999991596,0.999476671,0.998245418,0.995175779,0.990835845,0.987733662,0.985825181,0.985750318
772,772,SMI12T,-0.721790373,-0.764963388,-0.784219325,-0.791710496,-0.789955974,-0.785514295,-0.783221543,-0.787309349,-0.794115126,-0.803543568,-0.813572705,-0.823821485,-0.835635602,-0.849006236,-0.863541901,-0.877426744,-0.889507711,-0.899589002,-0.907311261,-0.913375676,-0.871535182,-0.888343811,-0.932378531,-0.954470277,-0.951650262,-0.950650573,-0.95198524,-0.954246759,-0.954517484,-0.952994525,-0.951741815,-0.950283349,-0.94909215,-0.948416948,-0.947893381,-0.947092414,-0.945879817,-0.944342375,-0.937816262,-0.928908169,-0.91955924,-0.909295022,-0.899971545,-0.88998872,-0.877096951,-0.863064349,-0.847338021,-0.828864932,-0.808833003,-0.789750814,-0.770150363,-0.688162029,-0.382346362,0.531059325,0.963857412,0.920458257,0.874159694,0.866285503,0.866720915,0.897891641,0.940911055,0.978559077,0.996313334,0.999908447,0.999852538,0.99987489,0.999955833,0.999325335,0.998042643,0.995291829,0.991206229,0.987428844,0.985245705,0.984735847
