OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
259,259,MCN24C,-0.000450952,-0.000759281,-0.001572498,-0.001460446,-0.001108421,-0.001038872,-0.00088304,-0.000579974,-0.000308879,-8.30534E-05,9.71674E-05,0.000246625,0.000366255,0.000501966,0.000652554,0.00073754,0.000511235,0.00014975,-5.45066E-05,-0.000131038,-4.45699E-05,-4.83949E-05,-3.39463E-05,-3.1041E-05,-3.47649E-05,-4.69788E-05,-5.90264E-05,-6.37519E-05,-6.13038E-05,-5.86062E-05,-5.07749E-05,-4.07337E-05,-3.08972E-05,-2.07299E-05,-1.02555E-05,1.01045E-07,8.12036E-06,1.38197E-05,2.14231E-05,2.33264E-05,2.40127E-05,2.14576E-05,2.13175E-05,2.04759E-05,2.02712E-05,2.03696E-05,2.08057E-05,2.15378E-05,2.27191E-05,2.39204E-05,2.43918E-05,2.18089E-05,1.25182E-05,4.39618E-06,1.94502E-06,1.71964E-05,1.77369E-05,1.26269E-05,9.89021E-06,7.75472E-06,7.37601E-06,7.87042E-06,8.09298E-06,7.79013E-06,6.92093E-06,5.76001E-06,4.54626E-06,3.20093E-06,1.78945E-06,6.66189E-07,-3.03633E-09,-9.8466E-08,3.19025E-07,9.77491E-07
260,260,MCN19C,-0.000811564,0.000517532,0.000495294,0.000629329,0.000523396,0.000473344,0.000428813,0.000420731,0.000410405,0.000399311,0.00038004,0.000374025,0.000378276,0.000392734,0.00040734,0.000416596,0.000412241,0.000405147,0.000397509,0.000391021,0.000384358,0.000357005,0.000314331,0.000273175,0.000231499,0.000206024,0.000197476,0.000197807,0.000199558,0.000200521,0.000197602,0.000188854,0.000176629,0.000161753,0.000146062,0.000131569,0.000118215,0.000106222,7.10226E-05,4.84965E-05,3.00257E-05,1.62945E-05,7.52995E-06,3.34429E-06,1.53183E-06,1.43211E-06,2.55744E-06,4.28915E-06,5.98237E-06,7.43215E-06,8.79814E-06,1.17576E-05,1.62243E-05,1.75626E-05,1.89646E-05,1.89144E-05,4.6063E-06,1.86248E-06,1.98123E-06,2.28458E-06,2.51337E-06,2.508E-06,3.17781E-06,3.12808E-06,2.2438E-06,1.55864E-06,6.60629E-07,-3.99316E-07,-1.18226E-06,-1.63803E-06,-1.67212E-06,-1.43424E-06,-1.20231E-06,-8.41848E-07
261,261,MCN20C,-0.002613527,0.000608798,0.000839241,0.00069126,0.000451807,0.000318659,0.000285812,0.000242481,0.000226004,0.000209497,0.000186956,0.000197363,0.000247775,0.000284377,0.000316851,0.000342064,0.000364997,0.000385019,0.000398273,0.000405718,0.000414137,0.000413003,0.000395031,0.000369409,0.000336005,0.000304071,0.00028197,0.000268296,0.000255707,0.000245838,0.000234731,0.000222268,0.000207563,0.000193288,0.00017959,0.000165331,0.000150173,0.00013372,8.66942E-05,5.91748E-05,3.58515E-05,1.98758E-05,9.30931E-06,3.46303E-06,1.7352E-06,2.21251E-06,3.33576E-06,4.76419E-06,6.28839E-06,7.61175E-06,8.60568E-06,1.07347E-05,1.37403E-05,1.53291E-05,1.70372E-05,1.68916E-05,8.58061E-06,7.81758E-07,7.00344E-07,1.34762E-06,1.37069E-06,1.13887E-06,1.68201E-06,1.75781E-06,1.14673E-06,6.19016E-07,4.29584E-08,-7.42197E-07,-1.30033E-06,-1.57012E-06,-1.47056E-06,-1.14732E-06,-9.01447E-07,-7.98089E-07
262,262,MCN25C,0.000342449,-0.001229855,-0.001799829,-0.00147366,-0.001243191,-0.00090318,-0.000619457,-0.000487648,-0.000416924,-0.000369106,-0.000353204,-0.000371071,-0.000389144,-0.00034765,-0.000272761,-0.000207765,-0.000164557,-0.000143266,-0.000135023,-0.000138102,-0.00024009,-0.000205653,-0.000189248,-0.000161555,-0.000127334,-9.24301E-05,-6.06642E-05,-4.14025E-05,-3.14783E-05,-2.39749E-05,-1.85153E-05,-1.5036E-05,-1.49664E-05,-1.23689E-05,-7.59725E-06,-1.24538E-06,5.96501E-06,1.36057E-05,2.62641E-05,2.6038E-05,2.54317E-05,2.58633E-05,2.59474E-05,2.44192E-05,2.50909E-05,2.56259E-05,2.64061E-05,2.67786E-05,2.67749E-05,2.64701E-05,2.61427E-05,2.13172E-05,9.08713E-06,6.70049E-07,6.72751E-06,1.97697E-05,1.94025E-05,1.44293E-05,1.08468E-05,8.4169E-06,8.0758E-06,8.46459E-06,8.51613E-06,8.11327E-06,7.15358E-06,5.99778E-06,4.83839E-06,3.55942E-06,2.21102E-06,1.17958E-06,5.45654E-07,4.17359E-07,7.86254E-07,1.34693E-06
263,263,MCN23C,0.002166363,-0.000640313,-0.00141771,-0.002021303,-0.002254598,-0.002295462,-0.002122937,-0.001850566,-0.001540162,-0.001242926,-0.000964691,-0.000717593,-0.000474839,-0.000247094,-4.99986E-05,0.000105619,0.000219362,0.000287825,0.000299421,0.000269592,0.000298231,0.000112774,2.28972E-06,-5.00737E-05,-8.63045E-05,-0.000102004,-0.000107891,-9.767E-05,-8.01247E-05,-6.25178E-05,-4.79857E-05,-3.56867E-05,-2.40533E-05,-1.25921E-05,-1.78692E-06,7.15465E-06,1.33373E-05,1.71653E-05,2.18365E-05,2.01121E-05,2.0803E-05,1.95195E-05,1.78179E-05,1.63728E-05,1.59089E-05,1.61783E-05,1.72105E-05,1.86494E-05,1.98693E-05,2.06359E-05,2.08815E-05,1.83943E-05,1.51477E-05,1.48889E-05,8.67534E-06,2.51304E-08,8.83726E-06,7.55545E-06,6.67773E-06,5.97603E-06,5.65361E-06,6.23561E-06,6.86801E-06,6.5823E-06,6.02936E-06,5.09323E-06,3.82798E-06,2.41686E-06,9.33715E-07,-1.80332E-07,-8.32186E-07,-8.98823E-07,-5.35557E-07,3.0537E-07
264,264,MCN22C,-0.003507836,-0.001308888,-0.002171352,-0.001985966,-0.001846702,-0.001621905,-0.00142266,-0.001269448,-0.001184553,-0.001121103,-0.001053708,-0.00100093,-0.000960373,-0.000935791,-0.000919187,-0.000908136,-0.000900554,-0.000893819,-0.000880725,-0.000861217,-0.000660997,-0.000589807,-0.000453658,-0.000287163,-0.000169296,-9.64106E-05,-5.38241E-05,-1.87742E-05,1.02189E-05,3.10329E-05,4.49047E-05,5.06053E-05,5.28003E-05,5.1825E-05,5.00343E-05,4.90432E-05,4.72248E-05,4.45283E-05,3.58963E-05,3.08707E-05,2.59478E-05,2.11267E-05,1.68833E-05,1.34532E-05,1.07358E-05,9.18418E-06,8.84792E-06,8.99577E-06,9.67213E-06,1.09438E-05,1.23575E-05,1.42048E-05,1.61348E-05,1.90955E-05,1.73787E-05,1.87873E-05,-1.95695E-07,3.50267E-06,3.73081E-06,4.26517E-06,4.22452E-06,4.53064E-06,5.22831E-06,5.07931E-06,4.46584E-06,3.76207E-06,2.52642E-06,1.15784E-06,-1.24323E-07,-1.00451E-06,-1.39154E-06,-1.40402E-06,-1.10811E-06,-3.93638E-07
265,265,NYK01C,0.000736368,0.000348235,0.00016457,2.72187E-05,1.90806E-05,6.9881E-05,0.000135223,0.000143577,0.000103248,4.60207E-05,-4.46549E-06,-4.03181E-05,-5.99768E-05,-6.99257E-05,-7.93672E-05,-9.2683E-05,-0.000110716,-0.000130924,-0.00015046,-0.000166659,-0.000153157,-0.000162396,-0.000135085,-9.64107E-05,-4.88943E-05,-2.58219E-06,3.96079E-05,7.28141E-05,9.23057E-05,0.000101153,0.000104667,0.000105931,0.000107027,0.000110689,0.000115477,0.000119898,0.000124199,0.000128751,0.000143508,0.00015102,0.00014627,0.000118912,6.06571E-05,-6.30953E-07,-3.40558E-05,-4.68986E-05,-5.00476E-05,-4.91975E-05,-4.60085E-05,-4.10918E-05,-3.53816E-05,-2.01908E-05,-1.19978E-06,1.17549E-05,1.57659E-05,1.5708E-05,1.08169E-05,4.09751E-06,3.20858E-06,4.11109E-06,4.39195E-06,3.84213E-06,2.74323E-06,1.79778E-06,1.11392E-06,6.6768E-07,4.92233E-07,5.18358E-07,4.90175E-07,3.9247E-07,2.4114E-07,1.97805E-07,2.54535E-07,2.48045E-07
266,266,NYK02C,-0.000140861,-0.000234865,-0.000271205,-0.000270924,-0.000241048,-0.000230103,-0.000188019,-0.000132738,-8.09874E-05,-7.65129E-05,-0.000111929,-0.000159407,-0.000197245,-0.000217097,-0.000215582,-0.000196414,-0.000165406,-0.000131504,-9.87674E-05,-6.82207E-05,-4.55448E-05,8.95781E-06,3.21922E-05,5.0041E-05,6.33181E-05,7.21837E-05,8.18879E-05,8.98751E-05,9.45674E-05,9.79247E-05,0.000102689,0.000108072,0.000112183,0.000116002,0.000119574,0.000122485,0.000125653,0.000129101,0.000131587,0.000121962,9.15692E-05,4.57052E-05,1.82053E-06,-2.77683E-05,-4.17324E-05,-4.52048E-05,-4.35396E-05,-3.99968E-05,-3.55123E-05,-3.05471E-05,-2.53493E-05,-1.27876E-05,2.02143E-07,1.17964E-05,1.54493E-05,1.49233E-05,9.01419E-06,4.00804E-06,3.54555E-06,4.12337E-06,4.39602E-06,3.9532E-06,2.89753E-06,1.8715E-06,1.08991E-06,6.16978E-07,4.64235E-07,5.09281E-07,4.83263E-07,3.7416E-07,2.17931E-07,1.89667E-07,2.5247E-07,2.45079E-07
267,267,NYK03C,0.000662576,0.000487203,0.000412948,0.000238606,0.000103875,1.48259E-05,-1.35466E-05,2.15328E-06,4.33235E-05,8.49965E-05,0.000120263,0.000153734,0.000185915,0.000212592,0.000224948,0.000224611,0.000218116,0.00020918,0.000198817,0.000186944,0.000136991,0.000120022,0.000106676,9.17115E-05,8.28054E-05,7.93237E-05,8.01814E-05,8.36352E-05,8.56925E-05,8.54735E-05,8.55156E-05,8.41228E-05,7.98987E-05,7.49508E-05,6.99595E-05,6.60377E-05,6.28092E-05,5.84405E-05,4.22296E-05,3.35054E-05,2.65327E-05,2.08723E-05,1.71635E-05,1.55511E-05,1.61506E-05,1.779E-05,1.99955E-05,2.29377E-05,2.63969E-05,2.90425E-05,3.05534E-05,3.24919E-05,2.43915E-05,2.56633E-05,2.99026E-05,2.50103E-05,1.5172E-05,8.34953E-06,6.07227E-06,6.22547E-06,5.6763E-06,4.62183E-06,3.22626E-06,1.88365E-06,1.04952E-06,6.09945E-07,5.10228E-07,4.79208E-07,3.88897E-07,2.64239E-07,1.24969E-07,1.49444E-07,2.5003E-07,2.47845E-07
268,268,NYK04C,-0.000718421,-0.000579502,-0.000643623,-0.000489348,-0.000459309,-0.000462211,-0.000512267,-0.000560763,-0.000576786,-0.000583205,-0.000581546,-0.000563202,-0.000531361,-0.000491739,-0.000448079,-0.000398951,-0.000343973,-0.000284833,-0.000223151,-0.000162222,-0.000143053,-1.52809E-05,3.81967E-05,4.9286E-05,5.38628E-05,5.99721E-05,6.8422E-05,7.74579E-05,8.22201E-05,8.06681E-05,7.51891E-05,6.70397E-05,5.8658E-05,5.32468E-05,5.15401E-05,5.25826E-05,5.46744E-05,5.70735E-05,6.21491E-05,6.12707E-05,5.80056E-05,5.37962E-05,5.04666E-05,4.67019E-05,4.35483E-05,4.19042E-05,4.07547E-05,3.96033E-05,3.88953E-05,3.84591E-05,3.79939E-05,3.2044E-05,2.57138E-05,3.0234E-05,3.30568E-05,2.61239E-05,1.61454E-05,9.22101E-06,7.0741E-06,6.97436E-06,6.20888E-06,4.73949E-06,3.15366E-06,1.82232E-06,1.04805E-06,6.35267E-07,5.2922E-07,4.76761E-07,3.7671E-07,2.53015E-07,1.1766E-07,1.42974E-07,2.47504E-07,2.54096E-07
269,269,NYK05C,0.00072366,0.001017556,0.000868831,0.000558652,0.000303812,0.000274607,0.000220146,0.000143243,2.68598E-05,-6.84485E-05,-0.000140359,-0.000205393,-0.000266707,-0.000316099,-0.000356418,-0.000381661,-0.00039656,-0.000404292,-0.0004044,-0.000396696,-0.000432304,-0.000339458,-0.000243551,-0.000156412,-9.07339E-05,-5.34337E-05,-3.1219E-05,-1.57868E-05,-2.8689E-06,9.01871E-06,2.09487E-05,3.30246E-05,4.42017E-05,5.31847E-05,5.96924E-05,6.34035E-05,6.74042E-05,6.98998E-05,7.28645E-05,7.56781E-05,7.77814E-05,7.61875E-05,7.22941E-05,6.81654E-05,6.40757E-05,5.96573E-05,5.4677E-05,4.98671E-05,4.60701E-05,4.3254E-05,4.10166E-05,3.38539E-05,2.64277E-05,3.21384E-05,3.30072E-05,2.64935E-05,1.84145E-05,1.22418E-05,9.77973E-06,8.52905E-06,7.05246E-06,4.92089E-06,2.88444E-06,1.63451E-06,9.49021E-07,6.87194E-07,5.65291E-07,4.2198E-07,3.01005E-07,1.79992E-07,9.24498E-08,1.64905E-07,2.19733E-07,1.75188E-07
270,270,NYK06C,0.002596344,-0.000259352,-0.002145288,-0.00184065,-0.001274869,-0.00101595,-0.000875503,-0.000777863,-0.000659709,-0.000523476,-0.000387208,-0.000273652,-0.000176206,-9.65687E-05,-3.40638E-05,1.32198E-05,4.21141E-05,5.67956E-05,6.34498E-05,6.45388E-05,8.28759E-05,5.44025E-05,3.56254E-05,3.64727E-05,4.44397E-05,5.00654E-05,5.53097E-05,6.06351E-05,6.41548E-05,6.62485E-05,6.88021E-05,6.91493E-05,7.04739E-05,7.01346E-05,6.75468E-05,6.3166E-05,5.83523E-05,5.45632E-05,5.31691E-05,5.57535E-05,5.91747E-05,6.23912E-05,6.22449E-05,5.92291E-05,5.51548E-05,5.1641E-05,4.83953E-05,4.45064E-05,4.07345E-05,3.81252E-05,3.64762E-05,3.28174E-05,2.53911E-05,2.8634E-05,3.06163E-05,2.65321E-05,2.10169E-05,1.59535E-05,1.23911E-05,9.52039E-06,7.29055E-06,4.76984E-06,2.7265E-06,1.49938E-06,8.611E-07,7.27165E-07,5.53394E-07,2.97905E-07,1.41265E-07,4.68278E-08,9.16165E-08,1.80874E-07,1.20065E-07,-2.40735E-08
271,271,NYK07C,0.000634838,0.001862318,0.00177549,0.001305311,0.001328391,0.001378902,0.001346483,0.001221727,0.001079043,0.000965665,0.000875217,0.000800218,0.000729912,0.000666763,0.000621341,0.000583504,0.000545805,0.000502216,0.000453206,0.000403539,0.000463867,0.000291525,0.000193405,0.000132178,9.23383E-05,6.68407E-05,5.68896E-05,5.89437E-05,6.46907E-05,7.38663E-05,8.06261E-05,8.26987E-05,8.02947E-05,7.60539E-05,7.16575E-05,6.7808E-05,6.47185E-05,6.24061E-05,6.09723E-05,6.41112E-05,6.46067E-05,6.13474E-05,5.76817E-05,5.42763E-05,5.0326E-05,4.60081E-05,4.22544E-05,4.02038E-05,3.91714E-05,3.81196E-05,3.6617E-05,2.875E-05,2.61005E-05,2.74069E-05,2.91838E-05,2.63643E-05,2.18138E-05,1.73572E-05,1.33805E-05,9.8792E-06,7.2352E-06,4.6343E-06,2.75135E-06,1.48707E-06,8.98103E-07,7.34877E-07,5.07369E-07,2.34786E-07,5.14365E-08,-5.35759E-09,1.07071E-07,1.62335E-07,4.29648E-08,-1.24871E-07
272,272,NYK08C,0.002213061,0.001817105,0.001573256,0.001562443,0.001550023,0.001548357,0.001537875,0.001526168,0.001497065,0.001458562,0.001423774,0.001374039,0.001300361,0.00121467,0.001129575,0.001048991,0.000971608,0.000891567,0.00080531,0.000712386,0.000668699,0.000410608,0.000204342,7.90415E-05,2.44531E-05,1.68207E-05,2.52571E-05,4.05459E-05,5.08358E-05,5.87219E-05,6.48084E-05,6.82456E-05,7.13881E-05,7.44324E-05,7.66595E-05,7.784E-05,7.76976E-05,7.72104E-05,7.14374E-05,6.51869E-05,5.83972E-05,5.28738E-05,4.78198E-05,4.37377E-05,4.07823E-05,3.86843E-05,3.8039E-05,3.84379E-05,3.89296E-05,3.8378E-05,3.66919E-05,3.41091E-05,2.60242E-05,2.41864E-05,2.83276E-05,2.70488E-05,2.18596E-05,1.6622E-05,1.18347E-05,8.6596E-06,6.25705E-06,4.4541E-06,2.97408E-06,1.6971E-06,9.75513E-07,7.4258E-07,5.24776E-07,2.47931E-07,4.99043E-08,-9.09767E-09,1.17037E-07,1.69502E-07,4.06418E-08,-1.38532E-07
273,273,NYK09C,-0.004464776,-0.001586724,5.15828E-05,0.000455968,0.000632293,0.000762251,0.000851676,0.000909931,0.000920826,0.000884366,0.000832661,0.000783234,0.000734684,0.000695751,0.000656278,0.000607261,0.000547375,0.000481389,0.000412913,0.000346468,0.000154163,4.79501E-05,1.45707E-05,5.19035E-06,-4.76823E-06,-3.10098E-06,2.02941E-05,4.18276E-05,5.60798E-05,6.55138E-05,7.31149E-05,8.03213E-05,8.59174E-05,9.0176E-05,9.05157E-05,8.79078E-05,8.19225E-05,7.54912E-05,5.63373E-05,4.65365E-05,4.04927E-05,3.66292E-05,3.31975E-05,3.10806E-05,3.17029E-05,3.43263E-05,3.67913E-05,3.80079E-05,3.77012E-05,3.66244E-05,3.55758E-05,3.1438E-05,2.61795E-05,2.38271E-05,2.61571E-05,2.65005E-05,2.2467E-05,1.76139E-05,1.23381E-05,8.51583E-06,5.84457E-06,4.30472E-06,3.06084E-06,1.80924E-06,1.10056E-06,7.62977E-07,4.71575E-07,1.93198E-07,-3.61328E-08,-4.72867E-08,1.21271E-07,1.23069E-07,-5.62601E-08,-2.39716E-07
274,274,NYK19C,0.000282533,-6.32718E-05,7.03381E-09,-6.45932E-05,-0.000187624,-0.000274812,-0.000339521,-0.000411321,-0.000469327,-0.000483165,-0.000475843,-0.000459422,-0.000431201,-0.000391357,-0.000351435,-0.000312272,-0.0002792,-0.000252836,-0.000231805,-0.000216399,-0.000260683,-0.000261862,-0.00021853,-0.000144058,-7.12932E-05,-1.75154E-05,1.87369E-05,4.6325E-05,6.94849E-05,8.84132E-05,0.000103226,0.000107486,0.000106108,9.80436E-05,8.88883E-05,7.87506E-05,6.88144E-05,5.98007E-05,3.70321E-05,2.73403E-05,2.03144E-05,1.61907E-05,1.55423E-05,1.81557E-05,2.2212E-05,2.56584E-05,2.77401E-05,2.79237E-05,2.77546E-05,2.80776E-05,2.86783E-05,2.71151E-05,2.55821E-05,2.47882E-05,2.47948E-05,2.56308E-05,2.29235E-05,1.83675E-05,1.28773E-05,8.37278E-06,5.57862E-06,4.21773E-06,3.13649E-06,1.97792E-06,1.25889E-06,7.71147E-07,4.02501E-07,1.30446E-07,-1.09494E-07,-5.80996E-08,9.6223E-08,4.42327E-08,-1.61153E-07,-3.30205E-07
275,275,NYK10C,-0.000823509,0.000629099,0.00117274,0.001238076,0.001023429,0.000898826,0.000838769,0.000811755,0.000797299,0.000770404,0.000738471,0.000703734,0.000670668,0.000637225,0.000604384,0.000573225,0.000539306,0.000505012,0.00047401,0.000445489,0.000437706,0.000343402,0.000235844,0.000159614,0.000106849,7.80721E-05,5.97445E-05,5.18738E-05,5.33337E-05,6.11196E-05,7.13001E-05,8.16411E-05,9.09959E-05,9.74026E-05,0.000100039,0.000100293,9.84124E-05,9.41978E-05,7.28816E-05,5.93297E-05,4.72834E-05,3.821E-05,3.19084E-05,2.75337E-05,2.53115E-05,2.55149E-05,2.72394E-05,2.81303E-05,2.81573E-05,2.78873E-05,2.79467E-05,2.63094E-05,2.47422E-05,2.46694E-05,2.56831E-05,2.67089E-05,2.3337E-05,1.87292E-05,1.31503E-05,8.81668E-06,5.7558E-06,4.22366E-06,3.0805E-06,1.92975E-06,1.22616E-06,7.48263E-07,3.8817E-07,1.25566E-07,-1.15299E-07,-5.88001E-08,1.00017E-07,4.68553E-08,-1.55701E-07,-3.30191E-07
276,276,NYK20C,0.001030176,-0.000278074,3.47975E-05,0.000543358,0.000618873,0.000596727,0.00051051,0.000406269,0.000313022,0.000271011,0.000251801,0.000239313,0.000225092,0.000211721,0.000204594,0.000199267,0.000166972,0.000123243,9.60522E-05,9.31625E-05,3.34997E-05,1.92728E-05,2.53435E-05,4.05423E-05,4.8528E-05,5.10909E-05,5.40804E-05,6.09293E-05,7.10505E-05,8.40031E-05,9.7123E-05,0.000108027,0.000114594,0.000117972,0.000117472,0.00011272,0.000104486,9.57051E-05,6.78344E-05,5.11222E-05,3.81719E-05,2.74864E-05,1.98432E-05,1.63315E-05,1.61459E-05,1.67664E-05,1.7368E-05,1.84107E-05,1.92216E-05,1.97669E-05,2.01664E-05,2.02786E-05,2.30224E-05,2.57506E-05,2.52757E-05,2.67546E-05,2.39969E-05,1.9426E-05,1.3718E-05,8.99167E-06,5.63681E-06,4.14637E-06,3.10423E-06,2.11337E-06,1.36111E-06,7.22306E-07,2.93561E-07,3.87497E-08,-1.6258E-07,-5.5002E-08,5.3407E-08,-5.04274E-08,-2.58209E-07,-4.13947E-07
277,277,NYK30C,-0.002019698,-0.001910642,-0.001393189,-0.001068735,-0.000826696,-0.000560282,-0.00032574,-0.000168322,-8.46005E-05,-6.30291E-05,-8.80289E-05,-0.000132161,-0.000163588,-0.00018623,-0.000243484,-0.0002916,-0.00029727,-0.000262161,-0.000237893,-0.000221609,-0.00022395,-0.000190456,-0.000174519,-0.000146157,-0.000104187,-5.43779E-05,-2.64673E-06,4.35623E-05,7.63754E-05,9.90243E-05,0.000108755,0.000109661,0.000102254,9.37637E-05,8.38969E-05,7.3405E-05,6.32308E-05,5.38651E-05,3.29337E-05,2.1521E-05,1.25694E-05,7.59622E-06,7.89846E-06,1.128E-05,1.482E-05,1.66334E-05,1.6789E-05,1.71687E-05,1.8149E-05,1.9365E-05,2.04338E-05,2.15272E-05,2.44595E-05,2.6513E-05,2.48024E-05,2.60322E-05,2.37901E-05,1.92172E-05,1.35233E-05,8.59647E-06,5.49397E-06,4.16106E-06,3.16281E-06,2.15615E-06,1.39563E-06,7.51355E-07,3.07896E-07,4.37559E-08,-1.57079E-07,-5.54988E-08,4.63995E-08,-5.55141E-08,-2.64719E-07,-4.13411E-07
278,278,NYK29C,0.002874229,0.002952013,0.002465544,0.002458535,0.002436258,0.002307905,0.002140244,0.002009704,0.001837598,0.001564877,0.001244058,0.000936559,0.000661604,0.000416319,0.000201161,1.90771E-05,-0.000123903,-0.000228747,-0.00030255,-0.000348583,-0.000286335,-0.000268568,-0.000195927,-0.000115956,-4.97583E-05,7.83032E-06,5.23575E-05,8.68069E-05,0.000101783,0.000105249,9.75651E-05,8.76921E-05,7.63935E-05,6.41819E-05,5.20141E-05,4.08134E-05,3.16293E-05,2.45701E-05,1.10127E-05,5.75452E-06,2.2636E-06,3.23919E-06,8.20024E-06,1.46291E-05,1.9546E-05,2.17599E-05,2.21368E-05,2.23361E-05,2.31932E-05,2.41728E-05,2.52511E-05,2.69885E-05,2.57053E-05,2.40154E-05,2.35974E-05,2.36522E-05,2.19038E-05,1.7801E-05,1.26309E-05,8.06332E-06,5.51802E-06,4.22527E-06,3.17567E-06,2.00311E-06,1.29024E-06,8.01399E-07,4.23797E-07,1.36758E-07,-1.03953E-07,-5.42406E-08,9.21694E-08,3.95022E-08,-1.66211E-07,-3.28958E-07
279,279,NYK28C,-0.000886856,-0.000526825,-0.000795465,-0.000775032,-0.000810096,-0.000711837,-0.000691073,-0.000738254,-0.000779615,-0.000796926,-0.000776529,-0.000730679,-0.000679512,-0.000637303,-0.000601852,-0.000579763,-0.000572304,-0.000574428,-0.000577499,-0.00056956,-0.00053874,-0.000415221,-0.000242296,-7.39773E-05,4.07817E-05,0.000111778,0.00013362,0.000137777,0.00013238,0.000126017,0.00011447,0.000100588,8.63919E-05,7.43171E-05,6.30871E-05,5.297E-05,4.38798E-05,3.57241E-05,2.20904E-05,2.13422E-05,2.20919E-05,2.36436E-05,2.51824E-05,2.82146E-05,3.26343E-05,3.6503E-05,3.86761E-05,3.8945E-05,3.81159E-05,3.68817E-05,3.56477E-05,3.09616E-05,2.51277E-05,2.14523E-05,2.25107E-05,2.24288E-05,2.0462E-05,1.63604E-05,1.16981E-05,7.6826E-06,5.53525E-06,4.26134E-06,3.14392E-06,1.89014E-06,1.16103E-06,8.01074E-07,5.05721E-07,2.04166E-07,-2.29606E-08,-3.95153E-08,1.20928E-07,1.20649E-07,-6.57282E-08,-2.39705E-07
280,280,NYK27C,-0.004765171,-0.002165037,-0.001545191,-0.001383665,-0.00154643,-0.001860011,-0.002108209,-0.002242212,-0.002237608,-0.002155288,-0.002039024,-0.001890544,-0.001722152,-0.001542273,-0.001362938,-0.001191834,-0.001032003,-0.000881268,-0.000739148,-0.000609051,-0.000500668,-0.000258238,-0.000123686,-2.02672E-05,6.18885E-05,0.000104879,0.000116378,0.000119165,0.000110495,0.000101883,9.39009E-05,8.95175E-05,8.33249E-05,7.62845E-05,6.90959E-05,6.30575E-05,5.76317E-05,5.23063E-05,3.95515E-05,3.62371E-05,3.60014E-05,3.50712E-05,3.43252E-05,3.4898E-05,3.72945E-05,4.03125E-05,4.24383E-05,4.32976E-05,4.27644E-05,4.097E-05,3.86121E-05,3.40384E-05,2.55111E-05,2.15017E-05,2.42167E-05,2.42071E-05,2.04855E-05,1.53799E-05,1.08365E-05,7.5859E-06,5.64829E-06,4.35951E-06,3.08584E-06,1.8228E-06,1.03179E-06,7.55331E-07,5.46543E-07,2.59529E-07,6.53616E-08,-4.11414E-09,1.2311E-07,1.73497E-07,3.24675E-08,-1.43253E-07
281,281,NYK26C,-0.00166763,-0.001177493,-0.001052277,-0.001109342,-0.001325572,-0.00152428,-0.001667612,-0.001711108,-0.001698024,-0.001667914,-0.001631176,-0.001581256,-0.001514957,-0.00143379,-0.001345152,-0.001251296,-0.001150761,-0.001047038,-0.000940077,-0.000830144,-0.000653602,-0.000265815,-8.53343E-06,0.000105167,0.000128226,0.000112058,9.22319E-05,7.81749E-05,7.06187E-05,7.1329E-05,6.87124E-05,6.79718E-05,6.77024E-05,6.94617E-05,7.00111E-05,6.86779E-05,6.65319E-05,6.45104E-05,5.70424E-05,5.13811E-05,4.72939E-05,4.50029E-05,4.33723E-05,4.2428E-05,4.20243E-05,4.28005E-05,4.42186E-05,4.51064E-05,4.47997E-05,4.32755E-05,4.09297E-05,3.62314E-05,2.46961E-05,2.25206E-05,2.69463E-05,2.56104E-05,2.01064E-05,1.41809E-05,9.9292E-06,7.60976E-06,5.88099E-06,4.49231E-06,3.00144E-06,1.77185E-06,9.49117E-07,7.16664E-07,5.68355E-07,3.14337E-07,1.52216E-07,5.2616E-08,1.08714E-07,1.92796E-07,1.15852E-07,-4.05484E-08
