OBJECTID_1,OBJECTID,PadID,crosc_9m,crosc_15m,crosc_21m,crosc_27m,crosc_33m,crosc_39m,crosc_45m,crosc_51m,crosc_57m,crosc_63m,crosc_69m,crosc_75m,crosc_81m,crosc_87m,crosc_93m,crosc_99m,crosc_105m,crosc_111m,crosc_117m,crosc_123m,crosc_130m,crosc_150m,crosc_170m,crosc_190m,crosc_210m,crosc_230m,crosc_250m,crosc_270m,crosc_290m,crosc_310m,crosc_330m,crosc_350m,crosc_370m,crosc_390m,crosc_410m,crosc_430m,crosc_450m,crosc_470m,crosc_530m,crosc_570m,crosc_610m,crosc_650m,crosc_690m,crosc_730m,crosc_770m,crosc_810m,crosc_850m,crosc_890m,crosc_930m,crosc_970m,crosc_1010m,crosc_1110m,crosc_1290m,crosc_1470m,crosc_1650m,crosc_1830m,crosc_2010m,crosc_2190m,crosc_2370m,crosc_2550m,crosc_2730m,crosc_2910m,crosc_3090m,crosc_3270m,crosc_3450m,crosc_3630m,crosc_3810m,crosc_3990m,crosc_4170m,crosc_4350m,crosc_4530m,crosc_4710m,crosc_4890m,crosc_5070m
524,524,ARM24T,-0.005042978,-0.003306032,-0.001597587,-0.000842618,-0.00068136,-0.000706114,-0.000710739,-0.000698147,-0.00064258,-0.000489676,-0.000387645,-0.000358427,-0.000352859,-0.000351547,-0.000358475,-0.00038541,-0.000423155,-0.00046328,-0.000502269,-0.000539524,-0.000584847,-0.00066176,-0.000662774,-0.000629397,-0.000576422,-0.000516345,-0.000463827,-0.000423795,-0.000397975,-0.000381571,-0.00036972,-0.000360724,-0.000352905,-0.000343365,-0.000333122,-0.000320624,-0.0003038,-0.000285332,-0.000224871,-0.000184021,-0.000146985,-0.000113674,-8.30573E-05,-5.6642E-05,-3.5638E-05,-1.96452E-05,-7.65188E-06,1.39783E-06,7.85977E-06,1.21476E-05,1.48613E-05,1.89174E-05,2.77631E-05,3.36806E-05,3.06735E-05,2.32699E-05,1.63007E-05,1.08965E-05,7.91973E-06,5.16509E-06,3.2131E-06,2.09242E-06,1.40101E-06,8.59592E-07,5.05032E-07,4.83803E-07,8.0273E-07,1.24858E-06,1.74789E-06,1.98327E-06,1.972E-06,1.82675E-06,1.54E-06,1.06081E-06
525,525,ARM23T,-5.40669E-05,-0.000113636,-0.000370564,-0.000332608,-0.000164073,7.24838E-06,3.18082E-05,3.13603E-05,0.000203706,0.000256905,0.000178099,9.91032E-05,5.35218E-05,2.74717E-05,-1.0431E-05,-6.21933E-05,-0.000116692,-0.000171188,-0.000224072,-0.000275502,-0.000196815,-0.000355599,-0.000464795,-0.000520449,-0.000540382,-0.000532163,-0.000505831,-0.000475746,-0.00044815,-0.000425681,-0.000407824,-0.000392653,-0.000377154,-0.000362056,-0.000345395,-0.000328776,-0.000311406,-0.000290897,-0.000228054,-0.000187271,-0.000149066,-0.000115056,-8.425E-05,-5.7039E-05,-3.46412E-05,-1.74841E-05,-4.30193E-06,5.37331E-06,1.18166E-05,1.57088E-05,1.76621E-05,1.89174E-05,2.77631E-05,3.36806E-05,3.06735E-05,2.32699E-05,1.63007E-05,1.08965E-05,7.91973E-06,5.16509E-06,3.2131E-06,2.09242E-06,1.40101E-06,8.59592E-07,5.05032E-07,4.83803E-07,8.0273E-07,1.24858E-06,1.74789E-06,1.98327E-06,1.972E-06,1.82675E-06,1.54E-06,1.06081E-06
526,526,ARM22T,0.001200921,0.00110885,0.000945735,0.000778119,0.000576296,0.000626518,0.001196257,0.00136976,0.001143934,0.000878204,0.000695969,0.000577036,0.000466042,0.000360419,0.000270065,0.000191611,0.00011983,5.08434E-05,-1.60234E-05,-7.98799E-05,7.4259E-05,-0.000136632,-0.000301999,-0.000420597,-0.000491895,-0.000527103,-0.000529823,-0.000512188,-0.000484162,-0.000456369,-0.000432005,-0.000409172,-0.000388145,-0.000367064,-0.000346778,-0.000327191,-0.000307237,-0.000286931,-0.000220914,-0.000179862,-0.000142133,-0.000108519,-7.85011E-05,-5.16806E-05,-2.94583E-05,-1.23105E-05,9.18779E-07,1.03105E-05,1.62487E-05,1.95936E-05,2.09306E-05,1.69259E-05,2.54171E-05,3.22111E-05,2.98166E-05,2.32037E-05,1.63922E-05,1.05966E-05,7.57346E-06,4.95019E-06,3.08285E-06,2.01579E-06,1.33499E-06,7.32313E-07,3.28352E-07,3.1123E-07,5.87797E-07,9.91937E-07,1.44167E-06,1.68085E-06,1.69005E-06,1.59878E-06,1.39026E-06,1.00877E-06
527,527,ARM21T,-0.00045939,1.92995E-05,0.000105652,0.000700267,0.002458414,0.002582709,0.002024025,0.001569511,0.001311135,0.001150883,0.000956721,0.000761507,0.000592108,0.000455072,0.000345248,0.000253345,0.000172544,9.83289E-05,2.96648E-05,-3.37526E-05,7.87154E-06,-0.000178445,-0.00031708,-0.00041541,-0.000480127,-0.000515251,-0.000523866,-0.000512358,-0.000490334,-0.000466067,-0.000443273,-0.000419808,-0.000397306,-0.000374307,-0.000352345,-0.000330732,-0.000310104,-0.00028989,-0.00022632,-0.000186808,-0.000148923,-0.00011471,-8.42707E-05,-5.67726E-05,-3.33415E-05,-1.48184E-05,-5.66404E-07,9.5824E-06,1.59563E-05,1.93265E-05,2.05102E-05,1.69259E-05,2.54171E-05,3.22111E-05,2.98166E-05,2.32037E-05,1.63922E-05,1.05966E-05,7.57346E-06,4.95019E-06,3.08285E-06,2.01579E-06,1.33499E-06,7.32313E-07,3.28352E-07,3.1123E-07,5.87797E-07,9.91937E-07,1.44167E-06,1.68085E-06,1.69005E-06,1.59878E-06,1.39026E-06,1.00877E-06
528,528,ARM27T,4.47866E-07,-0.000225777,-0.000206153,-0.000199566,-0.000273893,-0.000485991,-0.000725837,-0.000890932,-0.000973217,-0.000990933,-0.000988663,-0.001005639,-0.001029789,-0.001031641,-0.001014809,-0.001001078,-0.000989401,-0.000970616,-0.00094207,-0.0009042,-0.000853903,-0.000679492,-0.000498997,-0.000347398,-0.00024742,-0.000200302,-0.00019216,-0.00020461,-0.00022587,-0.000250239,-0.000273201,-0.000292858,-0.000306654,-0.000309138,-0.000306657,-0.000301199,-0.000290928,-0.000276979,-0.000225595,-0.000190013,-0.000154752,-0.000122436,-9.48467E-05,-7.14007E-05,-5.12647E-05,-3.51579E-05,-2.26824E-05,-1.36402E-05,-6.90561E-06,-1.32474E-06,3.87887E-06,1.6001E-05,2.56184E-05,2.98935E-05,2.76081E-05,2.18852E-05,1.56391E-05,1.05238E-05,7.49317E-06,5.09106E-06,3.40392E-06,2.27437E-06,1.5019E-06,8.84339E-07,5.35347E-07,6.37049E-07,1.07228E-06,1.50564E-06,1.88713E-06,2.00426E-06,1.95133E-06,1.80405E-06,1.52819E-06,1.01376E-06
529,529,ARM28T,-0.000652504,-0.001010436,-0.001076875,-0.001059362,-0.001007924,-0.000956432,-0.00092122,-0.000775053,-0.000602917,-0.000595734,-0.000668703,-0.000674108,-0.000599138,-0.000533606,-0.000507857,-0.000495143,-0.000487034,-0.000482745,-0.000480226,-0.000474505,-0.000853903,-0.000679492,-0.000498997,-0.000347398,-0.00024742,-0.000200302,-0.00019216,-0.00020461,-0.00022587,-0.000250239,-0.000273201,-0.000292858,-0.000306654,-0.000309138,-0.000306657,-0.000301199,-0.000290928,-0.000276979,-0.000225595,-0.000190013,-0.000154752,-0.000122436,-9.48467E-05,-7.14007E-05,-5.12647E-05,-3.51579E-05,-2.26824E-05,-1.36402E-05,-6.90561E-06,-1.32474E-06,3.87887E-06,1.6001E-05,2.56184E-05,2.98935E-05,2.76081E-05,2.18852E-05,1.56391E-05,1.05238E-05,7.49317E-06,5.09106E-06,3.40392E-06,2.27437E-06,1.5019E-06,8.84339E-07,5.35347E-07,6.37049E-07,1.07228E-06,1.50564E-06,1.88713E-06,2.00426E-06,1.95133E-06,1.80405E-06,1.52819E-06,1.01376E-06
530,530,ARM30T,-0.000800004,-0.000942963,-0.000859191,-2.36127E-06,0.000236711,-9.51262E-05,-0.000491136,-0.000550618,-0.000307118,-0.000134114,-0.000106773,-0.000120439,-0.000140398,-0.000158686,-0.000166819,-0.00016912,-0.000169269,-0.00016734,-0.000163578,-0.000158407,-0.000393509,-0.000311157,-0.0002157,-0.000142385,-0.000106288,-0.000103724,-0.000120968,-0.000150419,-0.000184755,-0.000219925,-0.000252241,-0.000278846,-0.00029313,-0.000300059,-0.000301045,-0.000295592,-0.000285628,-0.000272281,-0.000224253,-0.000191065,-0.000156838,-0.000125744,-9.98979E-05,-7.76886E-05,-5.82129E-05,-4.18577E-05,-2.89766E-05,-1.95491E-05,-1.25202E-05,-6.15808E-06,3.93861E-08,1.03328E-05,2.02922E-05,2.37134E-05,2.29436E-05,1.96682E-05,1.46637E-05,9.89645E-06,6.66288E-06,4.77251E-06,3.48026E-06,2.40446E-06,1.51399E-06,7.9376E-07,4.3745E-07,6.74566E-07,1.13782E-06,1.50237E-06,1.71997E-06,1.74014E-06,1.66821E-06,1.57218E-06,1.37443E-06,9.01642E-07
531,531,ARM01T,-0.001811153,-0.001510699,-0.001518856,-0.001720242,-0.001878006,-0.001939184,-0.001964638,-0.001990397,-0.002033051,-0.002069137,-0.002044166,-0.001970327,-0.001864903,-0.001733272,-0.001585638,-0.001436882,-0.001298376,-0.001171702,-0.001057125,-0.000953887,-0.000892878,-0.000630826,-0.000485661,-0.000409619,-0.000358721,-0.000308793,-0.000260454,-0.000218084,-0.000182743,-0.000154078,-0.000129435,-0.000106368,-8.36724E-05,-6.05412E-05,-3.7701E-05,-1.43839E-05,6.65635E-06,2.56824E-05,6.99871E-05,8.98654E-05,0.00010209,0.000108329,0.000107107,9.95135E-05,8.74545E-05,7.44102E-05,6.40864E-05,5.72348E-05,5.3184E-05,5.13566E-05,5.10678E-05,4.84378E-05,4.14268E-05,3.88973E-05,3.22429E-05,2.2724E-05,1.6684E-05,1.21828E-05,7.7505E-06,4.71789E-06,2.8846E-06,1.24193E-06,3.72747E-07,5.4278E-07,5.81785E-07,1.34101E-07,-1.24282E-07,1.03913E-07,8.31269E-07,1.50719E-06,1.88683E-06,1.87351E-06,1.57689E-06,1.13596E-06
532,532,ARM02T,0.003828028,0.003896005,0.004016694,0.004092473,0.004062556,0.003891388,0.003595127,0.003214437,0.002802206,0.002399373,0.002027748,0.001694745,0.001398427,0.001138039,0.000912421,0.00071886,0.000554957,0.00041575,0.00029704,0.000196477,0.000101912,-9.08223E-05,-0.00019594,-0.000208585,-0.000189279,-0.000166719,-0.0001437,-0.000121078,-0.000100105,-8.16062E-05,-6.64607E-05,-5.66406E-05,-5.21097E-05,-4.84608E-05,-4.39282E-05,-3.87307E-05,-3.073E-05,-1.97853E-05,2.57125E-05,5.91836E-05,8.27416E-05,9.33012E-05,9.2855E-05,8.52026E-05,7.3662E-05,6.11014E-05,5.10961E-05,4.59571E-05,4.44652E-05,4.47257E-05,4.54774E-05,4.71834E-05,4.10757E-05,3.8103E-05,3.19696E-05,2.28302E-05,1.68192E-05,1.25327E-05,8.13219E-06,5.03976E-06,3.03637E-06,1.30971E-06,4.79458E-07,6.96257E-07,7.48405E-07,3.58679E-07,1.53115E-07,4.47221E-07,1.20227E-06,1.8869E-06,2.23815E-06,2.15794E-06,1.76944E-06,1.20733E-06
533,533,ARM03T,0.000724776,-0.00010807,-0.000205214,-0.00016708,-8.8646E-05,-2.85967E-05,-1.11857E-05,-2.85025E-05,-7.19352E-05,-0.00012747,-0.000172942,-0.000197647,-0.000203316,-0.000191769,-0.00016809,-0.000138386,-0.000106645,-7.53353E-05,-4.50073E-05,-1.542E-05,-1.39599E-05,8.42443E-05,0.000131339,0.000142122,0.000125236,9.28517E-05,4.98214E-05,7.49129E-06,-3.34576E-05,-6.67945E-05,-9.22197E-05,-0.000113381,-0.000126168,-0.000131124,-0.000129055,-0.000120089,-0.000105699,-8.74163E-05,-2.59823E-05,8.72133E-06,3.17714E-05,4.5152E-05,5.13704E-05,5.15589E-05,4.89546E-05,4.62613E-05,4.38693E-05,4.19183E-05,4.06171E-05,4.06823E-05,4.16533E-05,4.31196E-05,3.88918E-05,3.69327E-05,3.21668E-05,2.37253E-05,1.73036E-05,1.33995E-05,9.16597E-06,5.81109E-06,3.3293E-06,1.61796E-06,9.77195E-07,1.11694E-06,1.11434E-06,8.72138E-07,8.80614E-07,1.41663E-06,2.1963E-06,2.89764E-06,3.13227E-06,2.84322E-06,2.20201E-06,1.36293E-06
534,534,ARM04T,0.000227298,-0.00020042,-0.000698202,-0.001113447,-0.001251904,-0.001259111,-0.001178359,-0.001047341,-0.000887646,-0.000720615,-0.000555298,-0.000395757,-0.000246008,-0.000110113,7.58592E-06,0.000104241,0.000179241,0.000234817,0.00027363,0.00029855,0.000345492,0.000296361,0.000199726,9.34077E-05,-3.89747E-07,-6.30822E-05,-0.000105607,-0.000144569,-0.000171208,-0.000189191,-0.000199156,-0.00019626,-0.000184497,-0.000166672,-0.00014577,-0.000123631,-0.000102468,-8.30096E-05,-3.71377E-05,-1.57353E-05,-4.25349E-07,9.0776E-06,1.63179E-05,2.34479E-05,3.00245E-05,3.53935E-05,3.91513E-05,4.11774E-05,4.18113E-05,4.10934E-05,3.95552E-05,3.42821E-05,3.49575E-05,3.6948E-05,3.29859E-05,2.46431E-05,1.73151E-05,1.31552E-05,9.64786E-06,6.25737E-06,3.45734E-06,2.01137E-06,1.59968E-06,1.44561E-06,1.30853E-06,1.25393E-06,1.52229E-06,2.2339E-06,2.98384E-06,3.5456E-06,3.59917E-06,3.18479E-06,2.41258E-06,1.42453E-06
535,535,ARM05T,0.000385759,0.000256063,8.88852E-05,-0.000152677,-0.000397848,-0.000712106,-0.00098047,-0.00117233,-0.001294933,-0.001375133,-0.001434739,-0.001478448,-0.001512988,-0.001541071,-0.001565759,-0.001586527,-0.001601536,-0.001605542,-0.001595839,-0.00157154,-0.001074944,-0.001029076,-0.000987189,-0.000888052,-0.000798092,-0.000723542,-0.000646218,-0.000559841,-0.000470534,-0.000386374,-0.000313197,-0.000255034,-0.000211671,-0.000181232,-0.000158387,-0.000139246,-0.000121483,-0.000104457,-6.44838E-05,-4.78345E-05,-3.69475E-05,-2.89237E-05,-1.93789E-05,-7.69467E-06,4.11142E-06,1.45063E-05,2.28537E-05,2.85279E-05,3.20286E-05,3.35192E-05,3.31291E-05,2.82695E-05,3.27766E-05,3.46379E-05,3.07237E-05,2.41787E-05,1.73588E-05,1.24991E-05,9.42987E-06,6.39008E-06,3.6995E-06,2.42827E-06,2.14614E-06,1.77908E-06,1.53796E-06,1.77393E-06,2.40274E-06,3.11329E-06,3.73677E-06,4.06367E-06,3.98854E-06,3.53284E-06,2.61292E-06,1.47861E-06
536,536,ARM06T,0.001453173,0.001493867,0.001719585,0.001919043,0.002097042,0.002190469,0.002182508,0.002049231,0.001855437,0.001660387,0.001469137,0.001282661,0.001112014,0.000956293,0.000812188,0.000679963,0.000562573,0.000459135,0.000366639,0.000283065,-3.30526E-05,-0.000247046,-0.000404975,-0.000487046,-0.000495745,-0.000469703,-0.000425632,-0.000379415,-0.000335386,-0.000294397,-0.000257077,-0.000223446,-0.000188642,-0.000158623,-0.000135257,-0.000118446,-0.000105387,-9.3479E-05,-7.43247E-05,-6.68472E-05,-5.79257E-05,-4.85434E-05,-3.84877E-05,-2.67317E-05,-1.49284E-05,-4.61993E-06,3.16364E-06,8.49578E-06,1.23242E-05,1.54036E-05,1.79377E-05,2.4139E-05,3.2566E-05,3.13109E-05,2.6457E-05,2.18066E-05,1.6073E-05,1.17357E-05,8.45553E-06,6.03614E-06,3.9791E-06,2.81103E-06,2.30628E-06,1.81977E-06,1.6555E-06,2.18242E-06,2.90844E-06,3.51731E-06,3.83463E-06,3.91397E-06,3.81487E-06,3.35166E-06,2.47492E-06,1.25708E-06
537,537,ARM07T,0.000918597,0.000674334,0.00065197,0.0005219,0.000361862,0.000173666,8.08485E-05,8.21391E-05,0.000121117,0.000185894,0.000268793,0.000358469,0.000451743,0.000538844,0.000615632,0.000682585,0.000739374,0.000784733,0.00081948,0.000842835,0.000829128,0.000808633,0.000680375,0.000514052,0.00035302,0.000223365,0.000128866,7.36847E-05,2.89225E-05,-6.52017E-06,-3.00815E-05,-4.27901E-05,-5.21816E-05,-6.189E-05,-7.15155E-05,-8.00072E-05,-8.62151E-05,-8.90765E-05,-8.14058E-05,-7.11138E-05,-5.9264E-05,-4.69911E-05,-3.66976E-05,-2.8313E-05,-2.15355E-05,-1.65696E-05,-1.2636E-05,-8.6158E-06,-4.02906E-06,1.11061E-06,6.4515E-06,1.99882E-05,3.20191E-05,2.85248E-05,2.34955E-05,1.92334E-05,1.46622E-05,1.10004E-05,7.6563E-06,5.58568E-06,3.99733E-06,2.86165E-06,2.16455E-06,1.61034E-06,1.51514E-06,2.07981E-06,2.74826E-06,3.2504E-06,3.38375E-06,3.37046E-06,3.26357E-06,2.86307E-06,2.11278E-06,9.81162E-07
538,538,ARM08T,0.000282729,0.000433486,0.000401446,0.000404536,0.000389236,0.000355545,0.000336755,0.000310048,0.000256775,0.00018729,0.000103448,1.27853E-05,-6.27456E-05,-0.000106311,-0.000135042,-0.000151599,-0.000155815,-0.00015076,-0.000138562,-0.000120311,0.00017514,0.000151857,0.00017931,0.000291648,0.000353604,0.000372138,0.000364023,0.00032832,0.000276136,0.00021255,0.000145612,8.14778E-05,2.87513E-05,-8.82505E-06,-3.33333E-05,-4.72506E-05,-5.48608E-05,-5.91877E-05,-6.06435E-05,-5.34118E-05,-4.32444E-05,-3.33235E-05,-2.61788E-05,-2.3999E-05,-2.48127E-05,-2.4922E-05,-2.25023E-05,-1.78332E-05,-1.21073E-05,-5.81219E-06,8.9317E-07,1.61118E-05,2.70888E-05,2.19517E-05,1.69317E-05,1.37909E-05,1.18219E-05,9.35491E-06,6.56792E-06,4.85393E-06,4.04523E-06,3.05382E-06,2.07206E-06,1.53979E-06,1.75681E-06,2.32445E-06,2.89436E-06,3.14619E-06,3.02073E-06,2.86454E-06,2.70489E-06,2.38865E-06,1.65184E-06,5.83226E-07
539,539,ARM09T,-2.44162E-05,0.000224641,-6.41716E-05,-0.000266603,-0.00049782,-0.000710621,-0.000857838,-0.000952781,-0.00100689,-0.001033332,-0.001037687,-0.001029752,-0.001013066,-0.000986516,-0.000953095,-0.000917912,-0.000845881,-0.000684284,-0.000561319,-0.000483208,-0.000533035,-0.000228794,-4.70131E-05,8.48423E-05,0.000165034,0.000179316,0.000159752,0.000129045,9.86203E-05,7.53189E-05,5.96664E-05,4.66525E-05,3.60683E-05,2.61634E-05,1.47023E-05,2.62373E-06,-6.83465E-06,-1.29078E-05,-1.80763E-05,-1.84827E-05,-1.83493E-05,-2.05354E-05,-2.45292E-05,-2.77471E-05,-2.85424E-05,-2.737E-05,-2.47156E-05,-2.04762E-05,-1.46982E-05,-8.01457E-06,-1.43096E-06,9.0397E-06,1.69152E-05,1.44491E-05,1.12482E-05,9.91384E-06,9.44105E-06,7.69207E-06,5.57329E-06,4.20924E-06,3.83606E-06,3.09797E-06,1.92592E-06,1.40012E-06,1.6662E-06,2.11446E-06,2.51893E-06,2.60219E-06,2.45455E-06,2.24613E-06,2.08016E-06,1.83762E-06,1.26278E-06,4.44735E-07
540,540,ARM10T,0.002769457,0.00191146,0.001694965,0.00164662,0.001581624,0.001527458,0.001444679,0.001356078,0.001255275,0.001149891,0.00131038,0.001483877,0.001377202,0.001208602,0.001096925,0.001036456,0.000935711,0.000793595,0.00064605,0.000502831,0.000273102,-5.06635E-05,-0.000209349,-0.000249847,-0.000240084,-0.000219395,-0.000197968,-0.000171132,-0.000134253,-9.20695E-05,-4.93912E-05,-1.49895E-05,7.8801E-06,2.14792E-05,3.06503E-05,3.70126E-05,3.99588E-05,3.93162E-05,2.15107E-05,6.02602E-06,-8.01157E-06,-2.00032E-05,-2.87926E-05,-3.33881E-05,-3.35302E-05,-3.09267E-05,-2.64859E-05,-2.10491E-05,-1.52394E-05,-9.76821E-06,-4.72699E-06,5.55048E-06,1.2887E-05,1.15302E-05,9.66071E-06,9.19319E-06,8.9511E-06,7.30625E-06,5.27762E-06,4.04605E-06,3.76557E-06,3.05836E-06,1.85463E-06,1.29795E-06,1.48644E-06,1.90867E-06,2.29293E-06,2.34672E-06,2.20237E-06,2.00325E-06,1.8554E-06,1.65546E-06,1.17626E-06,4.68907E-07
541,541,EIA01T,0.001023849,0.001284925,0.000865416,0.000443138,0.000388971,0.000602839,0.000880727,0.001083611,0.001174819,0.001200977,0.001163563,0.001121771,0.001175433,0.001271954,0.001234872,0.001046965,0.000818916,0.000622366,0.000468648,0.00035687,0.000246346,0.000231109,6.48066E-05,-2.96465E-05,-7.17063E-05,-8.59397E-05,-0.000100548,-0.000120574,-0.000141023,-0.000156796,-0.000166821,-0.000172056,-0.00017351,-0.000172111,-0.000168159,-0.000162718,-0.000157077,-0.000151525,-0.000136812,-0.000125822,-0.000115606,-0.000105911,-9.57945E-05,-8.56556E-05,-7.63697E-05,-6.82496E-05,-6.0884E-05,-5.41732E-05,-4.79707E-05,-4.25343E-05,-3.78045E-05,-3.22172E-05,-2.31374E-05,-1.96029E-05,-1.86932E-05,-1.59519E-05,-1.23897E-05,-9.36909E-06,-7.22182E-06,-5.5196E-06,-3.98173E-06,-2.9069E-06,-2.18147E-06,-1.70384E-06,-1.26926E-06,-9.33297E-07,-5.98955E-07,-3.24049E-07,-1.44275E-07,1.31353E-08,1.48196E-07,2.36788E-07,2.14428E-07,1.55113E-07
542,542,EIA100T,0.002005253,0.000504656,4.55769E-05,-9.30908E-05,-0.000143042,-0.000183863,-0.000182715,-0.000167949,-0.000168566,-0.000134925,6.83089E-06,0.000215932,0.000358854,0.000404319,0.000412899,0.000401049,0.000368006,0.000319449,0.000273786,0.000243004,0.000250049,0.00022521,0.000225967,0.00024178,0.000268559,0.000293655,0.000302107,0.000287219,0.000253664,0.000210009,0.000165574,0.000126042,9.32131E-05,6.6918E-05,4.52649E-05,2.77694E-05,1.43898E-05,4.40721E-06,-5.07602E-06,-2.66419E-06,5.97361E-07,3.28103E-06,5.15013E-06,5.8345E-06,4.86973E-06,2.07158E-06,-1.66129E-06,-5.86269E-06,-9.58775E-06,-1.31045E-05,-1.62122E-05,-2.39535E-05,-2.6596E-05,-2.41512E-05,-1.88715E-05,-1.33525E-05,-8.69023E-06,-5.52162E-06,-2.82473E-06,-7.06872E-07,5.76084E-07,1.08374E-06,1.41083E-06,1.62214E-06,1.64826E-06,1.54532E-06,1.5125E-06,1.39351E-06,1.26164E-06,1.07349E-06,8.84982E-07,7.6899E-07,6.77046E-07,5.90141E-07
543,543,EIA10T,-0.00289492,-0.000269833,0.000368395,0.000645674,0.000791859,0.000883584,0.00090791,0.000913788,0.000975021,0.0010514,0.001045709,0.000985715,0.000934806,0.000878869,0.000807885,0.000742999,0.000695472,0.000665909,0.000651027,0.0006454,0.000625076,0.000602838,0.000539558,0.000492788,0.000460712,0.000428053,0.000394533,0.00035525,0.000312866,0.000264688,0.000216621,0.000172946,0.000133891,9.98264E-05,7.17439E-05,5.00806E-05,3.42184E-05,2.25636E-05,7.96164E-06,5.97339E-06,6.55852E-06,7.05967E-06,7.69051E-06,7.49584E-06,5.66395E-06,2.91279E-06,-8.39056E-07,-5.33119E-06,-9.88335E-06,-1.38649E-05,-1.67995E-05,-2.39987E-05,-2.71782E-05,-2.50516E-05,-1.95365E-05,-1.405E-05,-9.36759E-06,-5.9222E-06,-3.10947E-06,-1.00654E-06,2.2209E-07,7.5377E-07,1.13738E-06,1.38123E-06,1.42334E-06,1.35959E-06,1.324E-06,1.22308E-06,1.1162E-06,9.51064E-07,8.08021E-07,7.17015E-07,6.37034E-07,5.53585E-07
544,544,EIA09T,-0.004003596,-0.001226711,-0.000328035,0.000143531,5.93569E-05,-3.28299E-05,1.18359E-05,9.2906E-05,0.000179912,0.000284322,0.000400494,0.000505209,0.000568245,0.000595498,0.000621463,0.00064491,0.000660044,0.000666317,0.000663148,0.000655228,0.000727254,0.000643851,0.00058347,0.000532234,0.000489058,0.000448283,0.000402563,0.000351264,0.000299,0.000246813,0.000198441,0.000155835,0.000121147,9.27126E-05,6.9744E-05,5.23601E-05,3.93534E-05,3.02784E-05,1.99566E-05,1.90596E-05,1.70977E-05,1.38142E-05,1.04859E-05,7.66212E-06,4.34339E-06,6.36357E-07,-3.43083E-06,-7.53631E-06,-1.14246E-05,-1.50539E-05,-1.81618E-05,-2.47602E-05,-2.77449E-05,-2.60941E-05,-2.09813E-05,-1.54009E-05,-1.06368E-05,-6.55502E-06,-3.68766E-06,-1.69095E-06,-5.37437E-07,1.24513E-07,5.78591E-07,8.6307E-07,9.67107E-07,9.81546E-07,9.37905E-07,8.89082E-07,8.272E-07,7.4286E-07,6.70526E-07,6.18531E-07,5.61959E-07,4.89838E-07
545,545,EIA08T,-9.22293E-05,0.000110981,0.000172524,0.000262851,0.000321417,0.000363243,0.000450166,0.000533345,0.000604956,0.000705633,0.000808525,0.000866743,0.000889651,0.000879011,0.000843502,0.000798752,0.000757028,0.000722612,0.000694502,0.00067691,0.000672115,0.000604819,0.000533712,0.000503894,0.000481202,0.000435193,0.00036936,0.000298394,0.000233722,0.000177937,0.00013126,9.42511E-05,6.82374E-05,5.08432E-05,3.9857E-05,3.27376E-05,2.89058E-05,2.85963E-05,3.05411E-05,2.80452E-05,2.34634E-05,1.8382E-05,1.23434E-05,5.60752E-06,-9.90674E-07,-6.77519E-06,-1.14026E-05,-1.47912E-05,-1.72754E-05,-1.92853E-05,-2.1041E-05,-2.58479E-05,-2.77904E-05,-2.61685E-05,-2.14425E-05,-1.60224E-05,-1.11683E-05,-6.84697E-06,-3.98706E-06,-2.08322E-06,-9.04675E-07,-1.87665E-07,3.05408E-07,5.86185E-07,7.44226E-07,7.83569E-07,7.47232E-07,7.26378E-07,6.89886E-07,6.56138E-07,6.06151E-07,5.70852E-07,5.27925E-07,4.59207E-07
546,546,EIA07T,-0.001067638,-0.000497286,0.000423698,0.001059076,0.001281384,0.001421701,0.001430089,0.001484493,0.001933962,0.002409139,0.002358757,0.002025537,0.001639519,0.00131321,0.001073407,0.000904103,0.000793789,0.000732303,0.000720478,0.000717829,0.000658832,0.000556913,0.000481652,0.000444392,0.000414604,0.000356518,0.000273673,0.000189526,0.000120964,7.68325E-05,5.50595E-05,4.30245E-05,3.75386E-05,3.51995E-05,3.40992E-05,3.3879E-05,3.46036E-05,3.51709E-05,3.32404E-05,2.98505E-05,2.2313E-05,1.34298E-05,5.35235E-06,-1.85822E-06,-8.72384E-06,-1.48345E-05,-1.94587E-05,-2.23661E-05,-2.40633E-05,-2.50928E-05,-2.57682E-05,-2.67093E-05,-2.76442E-05,-2.58843E-05,-2.17994E-05,-1.66654E-05,-1.1591E-05,-7.1445E-06,-4.29769E-06,-2.49466E-06,-1.26042E-06,-5.05243E-07,3.22814E-08,3.05089E-07,5.15494E-07,5.8104E-07,5.62777E-07,5.66871E-07,5.64085E-07,5.75396E-07,5.43861E-07,5.24529E-07,4.96927E-07,4.27233E-07
