OBJECTID_1,OBJECTID,PadID,crosc_9m,crosc_15m,crosc_21m,crosc_27m,crosc_33m,crosc_39m,crosc_45m,crosc_51m,crosc_57m,crosc_63m,crosc_69m,crosc_75m,crosc_81m,crosc_87m,crosc_93m,crosc_99m,crosc_105m,crosc_111m,crosc_117m,crosc_123m,crosc_130m,crosc_150m,crosc_170m,crosc_190m,crosc_210m,crosc_230m,crosc_250m,crosc_270m,crosc_290m,crosc_310m,crosc_330m,crosc_350m,crosc_370m,crosc_390m,crosc_410m,crosc_430m,crosc_450m,crosc_470m,crosc_530m,crosc_570m,crosc_610m,crosc_650m,crosc_690m,crosc_730m,crosc_770m,crosc_810m,crosc_850m,crosc_890m,crosc_930m,crosc_970m,crosc_1010m,crosc_1110m,crosc_1290m,crosc_1470m,crosc_1650m,crosc_1830m,crosc_2010m,crosc_2190m,crosc_2370m,crosc_2550m,crosc_2730m,crosc_2910m,crosc_3090m,crosc_3270m,crosc_3450m,crosc_3630m,crosc_3810m,crosc_3990m,crosc_4170m,crosc_4350m,crosc_4530m,crosc_4710m,crosc_4890m,crosc_5070m
1,1,ARM04Tv,-0.001248125,-0.000676428,-0.000929806,-0.001095354,-0.001151551,-0.001116107,-0.001017165,-0.00088168,-0.000728607,-0.000571558,-0.000418063,-0.000271109,-0.000135405,-1.4382E-05,8.87909E-05,0.0001722,0.000235708,0.000280955,0.000310927,0.000327549,0.000407869,0.000287935,0.000165814,8.17749E-05,1.46879E-05,-4.54051E-05,-9.33943E-05,-0.000133377,-0.00017307,-0.000200237,-0.000214902,-0.000216422,-0.000205371,-0.00018648,-0.000164482,-0.000142155,-0.000120959,-0.000101038,-5.04094E-05,-2.5655E-05,-6.6616E-06,5.25776E-06,1.34696E-05,2.08454E-05,2.77511E-05,3.34385E-05,3.76652E-05,4.00009E-05,4.07218E-05,4.02063E-05,3.89133E-05,3.42821E-05,3.49575E-05,3.6948E-05,3.29859E-05,2.46431E-05,1.73151E-05,1.31552E-05,9.64786E-06,6.25737E-06,3.45734E-06,2.01137E-06,1.59968E-06,1.44561E-06,1.30853E-06,1.25393E-06,1.52229E-06,2.2339E-06,2.98384E-06,3.5456E-06,3.59917E-06,3.18479E-06,2.41258E-06,1.42453E-06
2,2,ARM05Tv,0.000385759,0.000256063,8.88852E-05,-0.000152677,-0.000397848,-0.000712106,-0.00098047,-0.00117233,-0.001294933,-0.001375133,-0.001434739,-0.001478448,-0.001512988,-0.001541071,-0.001565759,-0.001586527,-0.001601536,-0.001605542,-0.001595839,-0.00157154,-0.001074944,-0.001029076,-0.000987189,-0.000888052,-0.000798092,-0.000723542,-0.000646218,-0.000559841,-0.000470534,-0.000386374,-0.000313197,-0.000255034,-0.000211671,-0.000181232,-0.000158387,-0.000139246,-0.000121483,-0.000104457,-6.44838E-05,-4.78345E-05,-3.69475E-05,-2.89237E-05,-1.93789E-05,-7.69467E-06,4.11142E-06,1.45063E-05,2.28537E-05,2.85279E-05,3.20286E-05,3.35192E-05,3.31291E-05,2.82695E-05,3.27766E-05,3.46379E-05,3.07237E-05,2.41787E-05,1.73588E-05,1.24991E-05,9.42987E-06,6.39008E-06,3.6995E-06,2.42827E-06,2.14614E-06,1.77908E-06,1.53796E-06,1.77393E-06,2.40274E-06,3.11329E-06,3.73677E-06,4.06367E-06,3.98854E-06,3.53284E-06,2.61292E-06,1.47861E-06
3,3,ARM07Tv,0.000918597,0.000674334,0.00065197,0.0005219,0.000361862,0.000173666,8.08485E-05,8.21391E-05,0.000121117,0.000185894,0.000268793,0.000358469,0.000451743,0.000538844,0.000615632,0.000682585,0.000739374,0.000784733,0.00081948,0.000842835,0.000829128,0.000808633,0.000680375,0.000514052,0.00035302,0.000223365,0.000128866,7.36847E-05,2.89225E-05,-6.52017E-06,-3.00815E-05,-4.27901E-05,-5.21816E-05,-6.189E-05,-7.15155E-05,-8.00072E-05,-8.62151E-05,-8.90765E-05,-8.14058E-05,-7.11138E-05,-5.9264E-05,-4.69911E-05,-3.66976E-05,-2.8313E-05,-2.15355E-05,-1.65696E-05,-1.2636E-05,-8.6158E-06,-4.02906E-06,1.11061E-06,6.4515E-06,1.99882E-05,3.20191E-05,2.85248E-05,2.34955E-05,1.92334E-05,1.46622E-05,1.10004E-05,7.6563E-06,5.58568E-06,3.99733E-06,2.86165E-06,2.16455E-06,1.61034E-06,1.51514E-06,2.07981E-06,2.74826E-06,3.2504E-06,3.38375E-06,3.37046E-06,3.26357E-06,2.86307E-06,2.11278E-06,9.81162E-07
4,4,ARM09Tv,0.001217494,0.000772309,0.00069082,0.000430547,0.000140089,-0.000141974,-0.00038654,-0.000564782,-0.000685046,-0.00076162,-0.000810868,-0.000844658,-0.000865414,-0.000871535,-0.000865198,-0.000852717,-0.000797682,-0.000652092,-0.000543937,-0.000475704,-0.000533035,-0.000228794,-4.70131E-05,8.48423E-05,0.000165034,0.000179316,0.000159752,0.000129045,9.86203E-05,7.53189E-05,5.96664E-05,4.66525E-05,3.60683E-05,2.61634E-05,1.47023E-05,2.62373E-06,-6.83465E-06,-1.29078E-05,-1.80763E-05,-1.84827E-05,-1.83493E-05,-2.05354E-05,-2.45292E-05,-2.77471E-05,-2.85424E-05,-2.737E-05,-2.47156E-05,-2.04762E-05,-1.46982E-05,-8.01457E-06,-1.43096E-06,9.0397E-06,1.69152E-05,1.44491E-05,1.12482E-05,9.91384E-06,9.44105E-06,7.69207E-06,5.57329E-06,4.20924E-06,3.83606E-06,3.09797E-06,1.92592E-06,1.40012E-06,1.6662E-06,2.11446E-06,2.51893E-06,2.60219E-06,2.45455E-06,2.24613E-06,2.08016E-06,1.83762E-06,1.26278E-06,4.44735E-07
5,5,ARM06Tv,0.001453173,0.001493867,0.001719585,0.001919043,0.002097042,0.002190469,0.002182508,0.002049231,0.001855437,0.001660387,0.001469137,0.001282661,0.001112014,0.000956293,0.000812188,0.000679963,0.000562573,0.000459135,0.000366639,0.000283065,-3.30526E-05,-0.000247046,-0.000404975,-0.000487046,-0.000495745,-0.000469703,-0.000425632,-0.000379415,-0.000335386,-0.000294397,-0.000257077,-0.000223446,-0.000188642,-0.000158623,-0.000135257,-0.000118446,-0.000105387,-9.3479E-05,-7.43247E-05,-6.68472E-05,-5.79257E-05,-4.85434E-05,-3.84877E-05,-2.67317E-05,-1.49284E-05,-4.61993E-06,3.16364E-06,8.49578E-06,1.23242E-05,1.54036E-05,1.79377E-05,2.13348E-05,3.22196E-05,3.09926E-05,2.63775E-05,2.12873E-05,1.55295E-05,1.14562E-05,8.1645E-06,5.83496E-06,3.88774E-06,2.68753E-06,2.12026E-06,1.57851E-06,1.39011E-06,1.82287E-06,2.47774E-06,3.06956E-06,3.36441E-06,3.44772E-06,3.34406E-06,2.94448E-06,2.20737E-06,1.13992E-06
6,6,ARM18Tv,-0.002972076,-0.002942835,-0.002286389,-0.001764947,-0.001252593,-0.000795472,-0.000409734,-0.000107276,0.000118104,0.000263478,0.00034486,0.00037333,0.000363035,0.000330963,0.000289999,0.000249275,0.000215356,0.000190854,0.000176507,0.00017086,5.22466E-05,0.000153705,0.00017176,0.000148909,9.20993E-05,2.17177E-05,-4.92058E-05,-0.000109108,-0.00015186,-0.00018403,-0.000208412,-0.000223234,-0.000228598,-0.000225153,-0.000214256,-0.000197174,-0.000176677,-0.000154749,-8.9704E-05,-5.00006E-05,-1.72594E-05,6.16956E-06,2.06855E-05,2.90409E-05,3.30798E-05,3.48029E-05,3.61884E-05,3.74167E-05,3.78304E-05,3.75724E-05,3.76452E-05,3.75113E-05,3.65292E-05,3.89897E-05,3.40396E-05,2.4349E-05,1.68349E-05,1.28594E-05,8.9447E-06,5.62569E-06,3.20067E-06,1.72167E-06,1.02894E-06,1.02093E-06,9.53886E-07,6.58009E-07,6.57111E-07,1.19522E-06,1.93682E-06,2.55146E-06,2.71394E-06,2.453E-06,1.9615E-06,1.24657E-06
7,7,ARM17Tv,-0.000795202,-0.000627956,-0.000784022,-0.000856506,-0.00082835,-0.000742553,-0.000611108,-0.000447061,-0.000272163,-0.000105381,3.42713E-05,0.000136825,0.000209279,0.000259379,0.000289502,0.000300769,0.000295827,0.000277597,0.000247363,0.000208011,0.000199347,3.46705E-05,-0.000102034,-0.000191186,-0.000241526,-0.000276748,-0.00030533,-0.000331511,-0.000346327,-0.000350947,-0.000339937,-0.000317522,-0.000288966,-0.000259404,-0.00023178,-0.000206497,-0.000183787,-0.00016338,-0.000109348,-7.64467E-05,-4.95338E-05,-2.77568E-05,-1.17342E-05,-1.65748E-07,9.85956E-06,1.92363E-05,2.65998E-05,3.16316E-05,3.4253E-05,3.48991E-05,3.42844E-05,2.72739E-05,3.36942E-05,3.71898E-05,3.32217E-05,2.42746E-05,1.67789E-05,1.23701E-05,9.17067E-06,6.02218E-06,3.42394E-06,2.09314E-06,1.62432E-06,1.29826E-06,1.06972E-06,1.0358E-06,1.36289E-06,2.01217E-06,2.67224E-06,3.10749E-06,3.0893E-06,2.74761E-06,2.12188E-06,1.28559E-06
8,8,ARM16Tv,-0.002391777,-0.001271829,-0.001370764,-0.001850757,-0.002057062,-0.00210111,-0.002093582,-0.002080887,-0.002067651,-0.00205083,-0.002038646,-0.00203057,-0.002023034,-0.002010569,-0.001992217,-0.001965475,-0.001930669,-0.001888271,-0.001838956,-0.001782893,-0.001693014,-0.001427788,-0.001221958,-0.001066699,-0.000945985,-0.000833017,-0.00072041,-0.00061343,-0.000516486,-0.000429265,-0.000358368,-0.000301534,-0.00025676,-0.000223324,-0.000197416,-0.000177359,-0.000161601,-0.000146252,-0.000105928,-8.38723E-05,-6.52494E-05,-4.88713E-05,-3.39061E-05,-1.94388E-05,-6.16349E-06,5.22376E-06,1.45451E-05,2.11875E-05,2.52985E-05,2.75691E-05,2.80804E-05,2.59329E-05,3.31071E-05,3.52215E-05,3.1194E-05,2.38675E-05,1.68487E-05,1.22418E-05,9.14414E-06,6.18989E-06,3.6061E-06,2.31044E-06,1.95518E-06,1.54572E-06,1.28257E-06,1.43178E-06,1.96808E-06,2.6455E-06,3.2309E-06,3.55922E-06,3.48667E-06,3.09217E-06,2.31943E-06,1.33897E-06
9,9,ARM15Tv,0.002739412,0.002781753,0.002904135,0.002889364,0.002809125,0.002579287,0.002279577,0.001958774,0.001659298,0.001390998,0.001159242,0.000962073,0.000797777,0.00065529,0.00052465,0.000401777,0.000289277,0.000188789,9.95305E-05,2.05754E-05,-7.61958E-06,-0.000183259,-0.000293305,-0.000352428,-0.000376622,-0.0003775,-0.000365269,-0.000344189,-0.00031949,-0.000289488,-0.000260858,-0.000232311,-0.000202087,-0.000177073,-0.000158122,-0.000143481,-0.000131365,-0.000121984,-0.000105776,-9.45385E-05,-7.87486E-05,-6.18704E-05,-4.66297E-05,-3.26469E-05,-2.04081E-05,-1.01836E-05,-2.02202E-06,3.64844E-06,7.51379E-06,1.08452E-05,1.40506E-05,2.14941E-05,3.20128E-05,3.30243E-05,2.91724E-05,2.24817E-05,1.5895E-05,1.15358E-05,8.40398E-06,5.82471E-06,3.66312E-06,2.41285E-06,1.87619E-06,1.35524E-06,1.10001E-06,1.3026E-06,1.85851E-06,2.46741E-06,2.89336E-06,3.07665E-06,2.98228E-06,2.65438E-06,2.04612E-06,1.16695E-06
10,10,ARM12Tv,-0.001459853,-0.002222717,-0.002780476,-0.00298332,-0.003111514,-0.003168758,-0.003153648,-0.003090328,-0.002970773,-0.002808528,-0.002606438,-0.002373665,-0.00212322,-0.001864428,-0.001605356,-0.001353002,-0.001113483,-0.000893374,-0.000695474,-0.000520528,-0.000111593,0.000152526,0.000232853,0.000293261,0.000296691,0.000263778,0.000227748,0.000191503,0.00015051,0.000104677,5.89728E-05,1.74507E-05,-1.56237E-05,-3.99299E-05,-5.70983E-05,-6.74745E-05,-7.39706E-05,-7.76703E-05,-7.33379E-05,-6.15784E-05,-5.13872E-05,-4.54628E-05,-4.25167E-05,-4.18694E-05,-4.15279E-05,-3.96514E-05,-3.57625E-05,-2.99712E-05,-2.27541E-05,-1.46776E-05,-6.53697E-06,9.76305E-06,2.04367E-05,1.72162E-05,1.44787E-05,1.2386E-05,1.10939E-05,8.62137E-06,5.95845E-06,4.43032E-06,3.87785E-06,3.00821E-06,1.81924E-06,1.25728E-06,1.376E-06,1.81851E-06,2.31884E-06,2.51428E-06,2.44511E-06,2.25591E-06,2.11077E-06,1.90273E-06,1.41382E-06,5.88359E-07
11,11,ARM21Tv,-0.00045939,1.92995E-05,0.000105652,0.000700267,0.002458414,0.002582709,0.002024025,0.001569511,0.001311135,0.001150883,0.000956721,0.000761507,0.000592108,0.000455072,0.000345248,0.000253345,0.000172544,9.83289E-05,2.96648E-05,-3.37526E-05,7.87154E-06,-0.000178445,-0.00031708,-0.00041541,-0.000480127,-0.000515251,-0.000523866,-0.000512358,-0.000490334,-0.000466067,-0.000443273,-0.000419808,-0.000397306,-0.000374307,-0.000352345,-0.000330732,-0.000310104,-0.00028989,-0.00022632,-0.000186808,-0.000148923,-0.00011471,-8.42707E-05,-5.67726E-05,-3.33415E-05,-1.48184E-05,-5.66404E-07,9.5824E-06,1.59563E-05,1.93265E-05,2.05102E-05,1.69259E-05,2.54171E-05,3.22111E-05,2.98166E-05,2.32037E-05,1.63922E-05,1.05966E-05,7.57346E-06,4.95019E-06,3.08285E-06,2.01579E-06,1.33499E-06,7.32313E-07,3.28352E-07,3.1123E-07,5.87797E-07,9.91937E-07,1.44167E-06,1.68085E-06,1.69005E-06,1.59878E-06,1.39026E-06,1.00877E-06
12,12,ARM24Tv,-0.005042978,-0.003306032,-0.001597587,-0.000842618,-0.00068136,-0.000706114,-0.000710739,-0.000698147,-0.00064258,-0.000489676,-0.000387645,-0.000358427,-0.000352859,-0.000351547,-0.000358475,-0.00038541,-0.000423155,-0.00046328,-0.000502269,-0.000539524,-0.000582402,-0.000647031,-0.000632853,-0.000590597,-0.000538032,-0.000486826,-0.000445488,-0.000415666,-0.000397004,-0.000386196,-0.000378146,-0.000371309,-0.000363821,-0.000353416,-0.00034152,-0.000327849,-0.00031006,-0.000291261,-0.000232044,-0.000191906,-0.000154138,-0.000119725,-8.87183E-05,-6.16764E-05,-3.94854E-05,-2.22767E-05,-9.34219E-06,4.34106E-07,7.25226E-06,1.15603E-05,1.42159E-05,1.89174E-05,2.77631E-05,3.36806E-05,3.06735E-05,2.32699E-05,1.63007E-05,1.08965E-05,7.91973E-06,5.16509E-06,3.2131E-06,2.09242E-06,1.40101E-06,8.59592E-07,5.05032E-07,4.83803E-07,8.0273E-07,1.24858E-06,1.74789E-06,1.98327E-06,1.972E-06,1.82675E-06,1.54E-06,1.06081E-06
13,13,ARM27Tv,-0.000220188,0.000152874,1.88658E-05,-0.000116178,-0.000251791,-0.000476087,-0.00071246,-0.000867489,-0.000910647,-0.000918928,-0.000959019,-0.001005521,-0.001023408,-0.001015891,-0.001010948,-0.001009128,-0.000998834,-0.000978358,-0.00094794,-0.000908315,-0.000853903,-0.000679492,-0.000498997,-0.000347398,-0.00024742,-0.000200302,-0.00019216,-0.00020461,-0.00022587,-0.000250239,-0.000273201,-0.000292858,-0.000306654,-0.000309138,-0.000306657,-0.000301199,-0.000290928,-0.000276979,-0.000225595,-0.000190013,-0.000154752,-0.000122436,-9.48467E-05,-7.14007E-05,-5.12647E-05,-3.51579E-05,-2.26824E-05,-1.36402E-05,-6.90561E-06,-1.32474E-06,3.87887E-06,1.6001E-05,2.56184E-05,2.98935E-05,2.76081E-05,2.18852E-05,1.56391E-05,1.05238E-05,7.49317E-06,5.09106E-06,3.40392E-06,2.27437E-06,1.5019E-06,8.84339E-07,5.35347E-07,6.37049E-07,1.07228E-06,1.50564E-06,1.88713E-06,2.00426E-06,1.95133E-06,1.80405E-06,1.52819E-06,1.01376E-06
14,14,ARM29Tv,-0.001584755,-0.001315563,-0.001142818,-0.001058648,-0.001002598,-0.000698951,-0.000406459,-0.000405341,-0.000530299,-0.000553205,-0.00044755,-0.000366708,-0.000347884,-0.000339288,-0.000333421,-0.000330079,-0.000329251,-0.000328833,-0.000325862,-0.000320321,-0.000393509,-0.000311157,-0.0002157,-0.000142385,-0.000106288,-0.000103724,-0.000120968,-0.000150419,-0.000184755,-0.000219925,-0.000252241,-0.000278846,-0.00029313,-0.000300059,-0.000301045,-0.000295592,-0.000285628,-0.000272281,-0.000224253,-0.000191065,-0.000156838,-0.000125744,-9.98979E-05,-7.76886E-05,-5.82129E-05,-4.18577E-05,-2.89766E-05,-1.95491E-05,-1.25202E-05,-6.15808E-06,3.93861E-08,1.36252E-05,2.26855E-05,2.80801E-05,2.6611E-05,2.17435E-05,1.5664E-05,1.02359E-05,7.15241E-06,4.89471E-06,3.29431E-06,2.20009E-06,1.43589E-06,7.60143E-07,3.6252E-07,4.69397E-07,8.64384E-07,1.25621E-06,1.59176E-06,1.71613E-06,1.67895E-06,1.58576E-06,1.38582E-06,9.68312E-07
15,15,ARM25Cv,-0.00031983,-0.001041309,-0.001242917,-0.001343808,-0.001432678,-0.001501502,-0.00154436,-0.00156406,-0.001563869,-0.00155236,-0.001524406,-0.001481637,-0.001432377,-0.001381054,-0.001334483,-0.001298735,-0.001275197,-0.00125158,-0.001226281,-0.001217616,-0.001148024,-0.001295239,-0.001219234,-0.001010787,-0.000818215,-0.000679409,-0.000584156,-0.000510173,-0.000440114,-0.000382259,-0.000333458,-0.000291137,-0.000255779,-0.000227925,-0.000207225,-0.000190965,-0.000177659,-0.00016665,-0.000140375,-0.000125284,-0.000108414,-9.00946E-05,-7.1219E-05,-5.20099E-05,-3.37778E-05,-1.72842E-05,-3.03954E-06,9.01712E-06,1.99184E-05,3.01235E-05,3.94906E-05,6.16093E-05,6.66987E-05,4.6608E-05,2.96762E-05,1.50043E-05,4.80492E-06,-1.16037E-06,-2.95578E-06,-2.36317E-06,-1.16768E-06,-2.37691E-07,6.9521E-07,1.5013E-06,2.16777E-06,2.62482E-06,2.73293E-06,3.03702E-06,3.40672E-06,3.51291E-06,3.36332E-06,3.11247E-06,2.84601E-06,2.64759E-06
16,16,ARM23Cv,-0.001905928,-0.001524319,-0.001368075,-0.001253465,-0.001105851,-0.000946448,-0.000788522,-0.00065875,-0.000555116,-0.000481217,-0.000438757,-0.000432276,-0.000461145,-0.000518594,-0.000587444,-0.000664252,-0.000779948,-0.000918471,-0.001052015,-0.001174137,-0.00140623,-0.001336018,-0.001116325,-0.000860678,-0.000665468,-0.000540549,-0.000460873,-0.000393055,-0.00034204,-0.000305521,-0.000277931,-0.000256515,-0.000238147,-0.000220071,-0.000203298,-0.000189297,-0.000177873,-0.000168774,-0.000148541,-0.000134758,-0.000118336,-0.000100188,-8.13154E-05,-6.1574E-05,-4.13981E-05,-2.2861E-05,-7.8377E-06,4.37128E-06,1.4887E-05,2.43192E-05,3.30459E-05,4.02328E-05,5.50345E-05,4.62927E-05,3.08769E-05,1.56956E-05,5.46356E-06,-7.82667E-07,-3.30136E-06,-3.10454E-06,-2.01833E-06,-7.67141E-07,4.56522E-07,1.25141E-06,1.8014E-06,2.2131E-06,2.29533E-06,2.58975E-06,3.0412E-06,3.25974E-06,3.20184E-06,3.01016E-06,2.7696E-06,2.60504E-06
17,17,ARM22Cv,-0.001158488,-0.00084426,-0.00064968,-0.000484445,-0.000327421,-0.000196586,-7.50513E-05,1.32329E-05,5.22168E-05,4.22136E-05,-1.23087E-05,-9.16818E-05,-0.000183731,-0.000298607,-0.0004431,-0.000607405,-0.000796988,-0.000982474,-0.001138089,-0.001260497,-0.001496927,-0.001383772,-0.001094853,-0.000817432,-0.0006219,-0.000501511,-0.000412779,-0.000348704,-0.000306544,-0.000278959,-0.000259265,-0.000244268,-0.000228891,-0.000212707,-0.000197712,-0.00018496,-0.000175402,-0.000168491,-0.000152589,-0.000139039,-0.00012284,-0.000104434,-8.5403E-05,-6.57609E-05,-4.55276E-05,-2.6579E-05,-1.11923E-05,9.8998E-07,1.10174E-05,1.98041E-05,2.78352E-05,4.02328E-05,5.50345E-05,4.62927E-05,3.08769E-05,1.56956E-05,5.46356E-06,-7.82667E-07,-3.30136E-06,-3.10454E-06,-2.01833E-06,-7.67141E-07,4.56522E-07,1.25141E-06,1.8014E-06,2.2131E-06,2.29533E-06,2.58975E-06,3.0412E-06,3.25974E-06,3.20184E-06,3.01016E-06,2.7696E-06,2.60504E-06
18,18,ARM12Cv,-0.003712366,-0.003106454,-0.002930808,-0.002734486,-0.00245105,-0.002074147,-0.001649758,-0.001200255,-0.000818346,-0.000546035,-0.000374519,-0.000275465,-0.000223117,-0.000202405,-0.000206498,-0.000228131,-0.000257028,-0.000265755,-0.000205265,-0.000141989,-7.53937E-05,-0.000324546,-0.000368046,-0.000347146,-0.000315959,-0.00028474,-0.000254735,-0.000231047,-0.000212582,-0.000192442,-0.000174719,-0.000164598,-0.000158116,-0.000153099,-0.000147112,-0.000138208,-0.000125105,-0.000109142,-5.46235E-05,-2.54676E-05,-3.17098E-06,1.93404E-05,4.71032E-05,7.94077E-05,0.000111405,0.00013622,0.000150506,0.000155572,0.000154104,0.000148206,0.000140007,0.000115425,7.0215E-05,3.83076E-05,1.91662E-05,8.02228E-06,1.66741E-07,-3.68252E-06,-3.31266E-06,-1.92714E-06,-6.86275E-07,5.37872E-08,5.58607E-07,1.02546E-06,1.88741E-06,2.57277E-06,2.86697E-06,3.11418E-06,3.30315E-06,3.41932E-06,3.31745E-06,3.0647E-06,2.82387E-06,2.61826E-06
19,19,ARM13Cv,-0.004260405,-0.005484413,-0.005400142,-0.00466199,-0.003862926,-0.003253447,-0.002832341,-0.002535587,-0.002322446,-0.002163725,-0.002018942,-0.001868797,-0.001718097,-0.001571572,-0.001432227,-0.001297507,-0.001169546,-0.001052111,-0.00094767,-0.000858649,-0.000786772,-0.000656817,-0.000638099,-0.000573303,-0.000584891,-0.000554171,-0.000502361,-0.000443751,-0.000382027,-0.000326571,-0.000281146,-0.000243705,-0.00021169,-0.000183939,-0.000159859,-0.000139491,-0.000121661,-0.000104096,-5.02791E-05,-1.91821E-05,6.45028E-06,2.87586E-05,5.06752E-05,7.53237E-05,0.000102553,0.000127451,0.000142972,0.000147668,0.000146489,0.000142264,0.000135104,0.000112339,6.80105E-05,3.77863E-05,1.93207E-05,8.94051E-06,9.67986E-07,-3.01435E-06,-2.64934E-06,-1.36811E-06,-1.15113E-07,4.93563E-07,8.66269E-07,1.45727E-06,2.34763E-06,2.97969E-06,3.28105E-06,3.56012E-06,3.66666E-06,3.65511E-06,3.46583E-06,3.17385E-06,2.9051E-06,2.66964E-06
20,20,ARM15Cv,0.000276979,0.00040944,0.000310861,0.000266018,0.000147329,-8.93254E-05,-0.000385909,-0.000678108,-0.000946027,-0.001194023,-0.001410756,-0.001585402,-0.001716817,-0.001800727,-0.001838053,-0.001836757,-0.001807495,-0.001760607,-0.001705211,-0.00164701,-0.001714322,-0.001502464,-0.001303252,-0.001105562,-0.000917498,-0.000756207,-0.000633579,-0.000543231,-0.000466972,-0.000410624,-0.000359613,-0.00031431,-0.000273075,-0.000235847,-0.000200353,-0.000167326,-0.000138673,-0.000112236,-5.89881E-05,-3.78577E-05,-1.82886E-05,1.63505E-06,2.21665E-05,4.31534E-05,6.27519E-05,8.1354E-05,9.91901E-05,0.000113055,0.000120208,0.00012141,0.000119093,0.000104711,6.77066E-05,4.11166E-05,2.39478E-05,1.30752E-05,4.43578E-06,-5.35907E-07,-1.33972E-06,-2.33536E-07,9.62839E-07,1.36437E-06,1.57954E-06,2.52405E-06,3.45216E-06,3.87862E-06,4.28413E-06,4.43226E-06,4.36341E-06,4.12844E-06,3.75715E-06,3.37288E-06,3.03339E-06,2.74815E-06
21,21,ARM18Cv,0.003211428,0.003691102,0.003287302,0.002758059,0.002338828,0.001970482,0.001655708,0.001381308,0.001135781,0.000921886,0.000741748,0.00059689,0.00048209,0.00039722,0.000336182,0.000294658,0.000266905,0.000246699,0.000229785,0.000212799,0.000156417,7.39098E-05,-6.03339E-05,-0.000224996,-0.000341898,-0.000430208,-0.000456629,-0.000453823,-0.000430443,-0.000392383,-0.00034704,-0.000301006,-0.000260172,-0.000226683,-0.000200411,-0.000180681,-0.00016732,-0.000157774,-0.000133429,-0.000115647,-9.65955E-05,-7.60699E-05,-5.67262E-05,-3.98768E-05,-2.6561E-05,-1.59026E-05,-5.74736E-06,4.33284E-06,1.33394E-05,2.12357E-05,2.84659E-05,3.96337E-05,5.6099E-05,4.67317E-05,3.10961E-05,1.73056E-05,6.59295E-06,4.83726E-07,-1.93514E-06,-1.76386E-06,-8.36815E-07,1.05102E-07,1.13929E-06,2.10324E-06,2.69327E-06,3.00481E-06,3.09065E-06,3.50715E-06,3.83108E-06,3.78392E-06,3.53551E-06,3.25928E-06,2.96586E-06,2.73172E-06
22,22,ARM09Cv,-0.001555616,-0.000839511,-0.000663372,-0.000708694,-0.000743536,-0.000842352,-0.000968895,-0.001096072,-0.001182116,-0.001215956,-0.00119833,-0.00113103,-0.001037068,-0.000935773,-0.000835781,-0.000740847,-0.000651865,-0.000572686,-0.000504979,-0.000447854,-0.000418483,-0.00031876,-0.00020321,-0.000276478,-0.000297511,-0.000295922,-0.000279345,-0.00025472,-0.000228664,-0.000195823,-0.000163904,-0.000133592,-0.000107297,-8.54123E-05,-6.74049E-05,-5.14665E-05,-3.50431E-05,-1.65134E-05,4.92554E-05,9.31559E-05,0.000133217,0.000166963,0.000196108,0.000216025,0.000217572,0.000204461,0.000187181,0.000170859,0.000156145,0.000143689,0.000132553,0.000105799,6.29961E-05,3.3358E-05,1.49898E-05,5.75541E-06,-8.86672E-07,-3.71841E-06,-2.67232E-06,-1.23039E-06,-1.00295E-07,4.95398E-07,8.78409E-07,1.37225E-06,2.22737E-06,2.92677E-06,3.27322E-06,3.5911E-06,3.65402E-06,3.60339E-06,3.43477E-06,3.1699E-06,2.91167E-06,2.67075E-06
23,23,ARM08Cv,-0.001060224,0.000644462,0.000907682,0.001072511,0.001215632,0.001213228,0.001110803,0.000966112,0.000784152,0.000577357,0.000371695,0.00018456,2.16377E-05,-0.000122051,-0.00025241,-0.000368383,-0.000466689,-0.00054507,-0.00060406,-0.00064526,-0.000661357,-0.000708823,-0.000697649,-0.000648343,-0.000577384,-0.000504408,-0.000438601,-0.00037432,-0.000331987,-0.000287597,-0.000243609,-0.000196818,-0.000150108,-0.000105562,-6.48809E-05,-2.94215E-05,1.26597E-06,2.78392E-05,8.22631E-05,0.000112115,0.000147907,0.00018491,0.000212338,0.000221192,0.000210735,0.00019101,0.000170875,0.000154029,0.000141295,0.000132077,0.000124194,0.000100739,6.07321E-05,3.28894E-05,1.49613E-05,6.60467E-06,-2.64516E-08,-2.95521E-06,-2.09311E-06,-6.79844E-07,4.38683E-07,9.12857E-07,1.19556E-06,1.82208E-06,2.69892E-06,3.3426E-06,3.74706E-06,4.02907E-06,3.98816E-06,3.81796E-06,3.56562E-06,3.26247E-06,2.97647E-06,2.71092E-06
