OBJECTID_1,OBJECTID,PadID,tpi_9m,tpi_15m,tpi_21m,tpi_27m,tpi_33m,tpi_39m,tpi_45m,tpi_51m,tpi_57m,tpi_63m,tpi_69m,tpi_75m,tpi_81m,tpi_87m,tpi_93m,tpi_99m,tpi_105m,tpi_111m,tpi_117m,tpi_123m,tpi_130m,tpi_150m,tpi_170m,tpi_190m,tpi_210m,tpi_230m,tpi_250m,tpi_270m,tpi_290m,tpi_310m,tpi_330m,tpi_350m,tpi_370m,tpi_390m,tpi_410m,tpi_430m,tpi_450m,tpi_470m,tpi_490m,tpi_510m,tpi_530m,tpi_550m,tpi_570m,tpi_590m,tpi_610m,tpi_630m,tpi_650m,tpi_670m,tpi_690m,tpi_710m,tpi_730m,tpi_750m,tpi_770m,tpi_790m,tpi_810m,tpi_830m,tpi_850m,tpi_870m,tpi_890m,tpi_910m,tpi_930m,tpi_950m,tpi_970m,tpi_990m,tpi_1010m,tpi_1110m,tpi_1290m,tpi_1470m,tpi_1650m,tpi_1830m,tpi_2010m,tpi_2190m,tpi_2370m,tpi_2550m,tpi_2730m,tpi_2910m,tpi_3090m,tpi_3270m,tpi_3450m,tpi_3630m,tpi_3810m,tpi_3990m,tpi_4170m,tpi_4350m,tpi_4530m,tpi_4710m,tpi_4890m,tpi_5070m
715,715,RHO10T,-0.028289795,-0.104675293,-0.181549072,-0.282440186,-0.381744385,-0.488098145,-0.601501465,-0.697967529,-0.776824951,-0.826751709,-0.85043335,-0.850341797,-0.837127686,0,-0.804504395,-0.788635254,-0.776794434,-0.769927979,-0.772735596,-0.78503418,-0.656951904,-0.87789917,-1.091796875,-1.26550293,-1.367706299,-1.407531738,-1.383789063,-1.33883667,-1.274719238,-1.19744873,-1.110534668,-0.996368408,-0.856323242,-0.684020996,-0.493652344,-0.288635254,-0.058776855,0.1847229,0.479003906,0.82522583,1.163360596,1.492980957,1.792297363,2.041351318,2.259002686,2.440155029,2.603179932,2.747833252,2.897949219,3.045623779,3.197631836,3.326171875,3.429962158,3.525726318,3.624328613,3.727996826,3.840576172,3.957824707,4.075897217,4.207275391,4.343170166,4.494537354,4.647949219,4.82144165,4.998168945,7.927856445,8.595062256,8.715454102,8.897186279,8.617401123,8.245452881,8.057189941,7.952209473,7.901580811,7.761901855,7.732818604,7.658203125,7.681915283,7.78704834,7.952392578,8.113494873,8.271697998,8.383544922,8.503723145,8.471862793,8.321533203,8.159301758,7.933868408
716,716,RHO09T,0.046478271,0.075286865,0.109832764,0.172424316,0.260131836,0.373931885,0.502746582,0.629302979,0.762817383,0.888763428,1.010528564,1.113830566,1.188049316,0,1.254852295,1.251861572,1.232513428,1.206481934,1.177154541,1.151031494,0.701507568,0.63571167,0.609191895,0.590698242,0.61114502,0.639984131,0.66015625,0.690460205,0.732025146,0.803192139,0.908935547,1.035064697,1.166778564,1.32208252,1.491210938,1.700836182,1.953491211,2.198547363,2.4609375,2.729614258,2.979064941,3.248748779,3.542785645,3.818389893,4.095031738,4.349212646,4.60333252,4.842315674,5.080413818,5.276733398,5.447265625,5.593963623,5.727508545,5.865661621,6.005279541,6.144226074,6.290557861,6.432037354,6.572601318,6.723022461,6.867492676,7.019500732,7.168762207,7.325927734,7.479736328,8.67779541,9.493743896,9.415649414,9.670257568,9.355041504,9.071838379,8.899780273,8.744445801,8.685913086,8.546386719,8.527618408,8.429504395,8.440490723,8.537719727,8.675537109,8.794372559,8.925262451,9.024627686,9.141113281,9.109130859,8.955749512,8.791107178,8.566986084
717,717,RHO08T,-0.03036499,-0.069824219,-0.105072021,-0.144134521,-0.199066162,-0.267608643,-0.348480225,-0.43951416,-0.557342529,-0.679626465,-0.800476074,-0.906524658,-0.989715576,0,-1.083953857,-1.102142334,-1.104370117,-1.095214844,-1.07522583,-1.04800415,-1.237091064,-1.063598633,-0.887176514,-0.692169189,-0.547302246,-0.455810547,-0.422210693,-0.404815674,-0.363098145,-0.291107178,-0.16192627,-0.002502441,0.170532227,0.371887207,0.569915771,0.770507813,0.968719482,1.146942139,1.334716797,1.52243042,1.702697754,1.893249512,2.12121582,2.375366211,2.692840576,3.041381836,3.39831543,3.68737793,3.960632324,4.203582764,4.443756104,4.668060303,4.87512207,5.078033447,5.27142334,5.451477051,5.622741699,5.778381348,5.928314209,6.093719482,6.255065918,6.414428711,6.558441162,6.702270508,6.839630127,9.445251465,10.07382202,9.829345703,10.01690674,9.718322754,9.520751953,9.392730713,9.214935303,9.089782715,8.913299561,8.852355957,8.694549561,8.648986816,8.715515137,8.790985107,8.862762451,8.965698242,9.048919678,9.137878418,9.109375,8.959014893,8.802124023,8.585296631
718,718,RHO07T,0.09185791,0.148925781,0.202606201,0.263549805,0.305541992,0.330718994,0.33984375,0.341644287,0.334503174,0.320343018,0.306274414,0.297088623,0.294494629,0,0.303375244,0.31149292,0.329742432,0.355560303,0.390930176,0.432800293,0.68862915,0.915252686,1.155548096,1.362579346,1.493164063,1.589874268,1.691955566,1.81539917,1.946258545,2.085754395,2.229919434,2.389282227,2.538604736,2.699157715,2.868682861,3.03225708,3.182525635,3.301544189,3.432861328,3.584411621,3.754180908,3.944458008,4.178161621,4.430297852,4.702514648,4.981719971,5.28817749,5.600524902,5.954772949,6.280609131,6.606750488,6.913085938,7.191772461,7.45690918,7.705963135,7.926696777,8.127807617,8.314849854,8.490509033,8.662872314,8.821624756,8.982543945,9.126190186,9.266418457,9.399078369,9.554260254,10.2204895,10.06134033,10.16558838,9.912506104,9.835968018,9.674102783,9.421234131,9.323516846,9.184143066,9.118774414,8.987976074,8.931427002,8.975738525,9.020812988,9.045349121,9.085723877,9.160949707,9.248596191,9.223571777,9.072814941,8.915222168,8.701660156
719,719,RHO06T,0.012023926,0.040435791,0.071136475,0.118713379,0.174926758,0.245330811,0.332336426,0.427734375,0.553100586,0.692047119,0.840820313,0.991516113,1.130340576,0,1.372467041,1.481231689,1.578704834,1.657104492,1.726959229,1.779602051,1.862762451,1.914825439,1.897125244,1.929626465,2.031433105,2.190032959,2.36895752,2.543914795,2.689178467,2.82409668,2.948486328,3.064117432,3.154968262,3.262512207,3.357910156,3.460266113,3.574981689,3.694030762,3.837310791,3.99697876,4.168579102,4.36050415,4.590789795,4.827728271,5.077362061,5.325042725,5.602355957,5.890869141,6.231536865,6.581115723,6.950836182,7.294250488,7.615661621,7.925933838,8.226226807,8.498657227,8.74810791,8.96762085,9.168609619,9.365844727,9.536102295,9.694519043,9.837097168,9.978088379,10.11157227,10.74380493,11.2784729,11.25466919,11.21340942,11.05892944,11.00683594,10.84518433,10.57839966,10.46224976,10.33755493,10.24786377,10.13101196,10.05111694,10.06594849,10.08343506,10.07705688,10.07208252,10.13806152,10.21884155,10.19546509,10.04907227,9.893798828,9.684448242
720,720,RHO05T,0.044189453,0.152435303,0.278839111,0.428131104,0.55255127,0.649963379,0.721557617,0.770446777,0.804901123,0.812011719,0.802154541,0.789367676,0.768493652,0,0.72769165,0.703948975,0.678527832,0.6512146,0.624725342,0.600921631,0.759094238,0.689361572,0.636657715,0.637054443,0.689758301,0.781890869,0.872161865,0.944702148,1.026702881,1.106781006,1.162109375,1.209320068,1.262786865,1.330780029,1.384887695,1.450500488,1.536437988,1.638641357,1.772705078,1.927886963,2.095733643,2.296691895,2.519836426,2.757232666,3.009399414,3.261383057,3.537963867,3.80960083,4.10736084,4.408782959,4.744567871,5.07333374,5.406921387,5.747192383,6.073913574,6.37322998,6.649139404,6.90133667,7.13293457,7.359222412,7.555603027,7.732391357,7.885192871,8.026672363,8.151611328,8.449371338,9.036193848,9.248687744,9.101531982,9.051055908,8.974731445,8.785217285,8.549957275,8.423278809,8.348815918,8.286621094,8.237731934,8.167205811,8.164978027,8.177856445,8.13949585,8.095977783,8.163543701,8.26361084,8.235534668,8.100372314,7.92980957,7.721130371
721,721,RHO04T,-0.058288574,-0.123779297,-0.187347412,-0.26763916,-0.361175537,-0.483612061,-0.632202148,-0.791931152,-0.977508545,-1.179016113,-1.394012451,-1.58795166,-1.762786865,0,-2.050231934,-2.164367676,-2.262481689,-2.329376221,-2.383850098,-2.4168396,-2.427612305,-2.391265869,-2.311065674,-2.268096924,-2.296722412,-2.337768555,-2.36819458,-2.392242432,-2.375091553,-2.342681885,-2.32333374,-2.315093994,-2.300689697,-2.268554688,-2.236816406,-2.180938721,-2.11151123,-2.037872314,-1.944030762,-1.815124512,-1.665130615,-1.46282959,-1.225280762,-0.972076416,-0.711212158,-0.46270752,-0.203125,0.042114258,0.305053711,0.566345215,0.864471436,1.183441162,1.510498047,1.834869385,2.144866943,2.440856934,2.729309082,3.002929688,3.252441406,3.486999512,3.697784424,3.903594971,4.08416748,4.255187988,4.409118652,6.117614746,6.734436035,7.041046143,6.861633301,6.852294922,6.756622314,6.564300537,6.348358154,6.205841064,6.160858154,6.115661621,6.096252441,6.034301758,6.020721436,6.025085449,5.969451904,5.915893555,5.982086182,6.089538574,6.059356689,5.932189941,5.754211426,5.544372559
722,722,RHO03T,0.031066895,0.058135986,0.097839355,0.152893066,0.201660156,0.24395752,0.292297363,0.33996582,0.399688721,0.461700439,0.524078369,0.587432861,0.637878418,0,0.741119385,0.796295166,0.852172852,0.893157959,0.929321289,0.952087402,0.688873291,0.652801514,0.565856934,0.549224854,0.574493408,0.593688965,0.624572754,0.677062988,0.697723389,0.682891846,0.66708374,0.698059082,0.732330322,0.763885498,0.796234131,0.83694458,0.883331299,0.94152832,1.032043457,1.160614014,1.309814453,1.494689941,1.714355469,1.953643799,2.218139648,2.469024658,2.71105957,2.949127197,3.224365234,3.50302124,3.795440674,4.08392334,4.361907959,4.645172119,4.939147949,5.232025146,5.507293701,5.76361084,6.008850098,6.254058838,6.488037109,6.719818115,6.930450439,7.132781982,7.311798096,6.459533691,7.165527344,7.575256348,7.409606934,7.424316406,7.283782959,7.108734131,6.920898438,6.765869141,6.76071167,6.776123047,6.789550781,6.761291504,6.723449707,6.692565918,6.60635376,6.542327881,6.607757568,6.717193604,6.689117432,6.57635498,6.388122559,6.174468994
723,723,RHO02T,0.003875732,0.023132324,0.031616211,0.03616333,0.04510498,0.069396973,0.109893799,0.160217285,0.219116211,0.261322021,0.304748535,0.344024658,0.379821777,0,0.437164307,0.455108643,0.468444824,0.483154297,0.505462646,0.533203125,0.404296875,0.566955566,0.675964355,0.701965332,0.728179932,0.788391113,0.83782959,0.866394043,0.899291992,0.933227539,0.949493408,0.959991455,0.969085693,0.978820801,0.989349365,1.028106689,1.090240479,1.167236328,1.270233154,1.404968262,1.543609619,1.701904297,1.888031006,2.102600098,2.345306396,2.591918945,2.852783203,3.104675293,3.36315918,3.614746094,3.866821289,4.117095947,4.353057861,4.598052979,4.855560303,5.118133545,5.385162354,5.631439209,5.868286133,6.115631104,6.349029541,6.582702637,6.799560547,7.007751465,7.194976807,8.065979004,8.858520508,9.267456055,9.240997314,9.180877686,9.046081543,8.886657715,8.711700439,8.578094482,8.597625732,8.680603027,8.704071045,8.722930908,8.664550781,8.578643799,8.474365234,8.405883789,8.473815918,8.569091797,8.547637939,8.44631958,8.25302124,8.035736084
724,724,RHO01T,-0.04675293,-0.138214111,-0.22265625,-0.31640625,-0.396942139,-0.480438232,-0.598602295,-0.735137939,-0.890808105,-1.051086426,-1.199798584,-1.322540283,-1.420135498,0,-1.545410156,-1.580657959,-1.605651855,-1.615814209,-1.617095947,-1.607543945,-1.501678467,-1.386444092,-1.15826416,-0.878082275,-0.657043457,-0.560394287,-0.525543213,-0.453338623,-0.360565186,-0.284179688,-0.24105835,-0.225128174,-0.231231689,-0.236206055,-0.219451904,-0.176757813,-0.095367432,0.008911133,0.127197266,0.250518799,0.372406006,0.509552002,0.680084229,0.879211426,1.112548828,1.362335205,1.615447998,1.846313477,2.07522583,2.29574585,2.514770508,2.723114014,2.92565918,3.140380859,3.365325928,3.594207764,3.826416016,4.066162109,4.306488037,4.551452637,4.778289795,5.001434326,5.197753906,5.388549805,5.569061279,6.366851807,7.222442627,7.595397949,7.675079346,7.554748535,7.439300537,7.2862854,7.11529541,7.000946045,7.029907227,7.141204834,7.170532227,7.210449219,7.141815186,7.024688721,6.915100098,6.847808838,6.917358398,7.002288818,6.984619141,6.887451172,6.693878174,6.475250244
725,725,SLO01T,0.01449585,0.01272583,0.010284424,0.0128479,0.022277832,0.040679932,0.068359375,0.102600098,0.145751953,0.192718506,0.24609375,0.302612305,0.360046387,0,0.478607178,0.543640137,0.610809326,0.67565918,0.743225098,0.809173584,0.857910156,1.075164795,1.266967773,1.429534912,1.559967041,1.676635742,1.786804199,1.873962402,1.937957764,1.980255127,2.003570557,2.013580322,2.018280029,2.019622803,2.021728516,2.02923584,2.043914795,2.066802979,2.100494385,2.142547607,2.188812256,2.244903564,2.306640625,2.371551514,2.438568115,2.504058838,2.574829102,2.6456604,2.718780518,2.78338623,2.845092773,2.905700684,2.96496582,3.023132324,3.08190918,3.141571045,3.203887939,3.269989014,3.340576172,3.418701172,3.500518799,3.588256836,3.677093506,3.76864624,3.858215332,4.015563965,4.890838623,5.82421875,6.911712646,7.922515869,8.750732422,9.503204346,10.22283936,10.73745728,11.05990601,11.32098389,11.54116821,11.70599365,11.78222656,11.79595947,11.7520752,11.7069397,11.63598633,11.51071167,11.34460449,11.14575195,10.93423462,10.71478271
726,726,SLO03T,-0.042053223,-0.064575195,-0.082000732,-0.096313477,-0.10458374,-0.109283447,-0.112884521,-0.114013672,-0.115814209,-0.118255615,-0.121429443,-0.124969482,-0.128295898,0,-0.133514404,-0.136444092,-0.138031006,-0.141479492,-0.144073486,-0.147186279,-0.062164307,-0.019836426,0.028045654,0.094818115,0.164916992,0.240264893,0.30960083,0.366790771,0.404937744,0.425506592,0.429321289,0.420288086,0.417266846,0.42489624,0.446990967,0.481994629,0.531036377,0.587768555,0.65411377,0.727478027,0.801727295,0.881652832,0.966949463,1.051300049,1.138153076,1.224517822,1.314666748,1.400054932,1.490814209,1.574035645,1.656738281,1.734832764,1.804992676,1.867218018,1.924865723,1.979522705,2.032470703,2.087982178,2.150695801,2.224334717,2.306243896,2.39453125,2.48223877,2.572601318,2.661804199,3.033996582,3.918487549,4.887390137,5.918212891,6.960571289,7.91192627,8.75,9.455200195,9.975982666,10.31082153,10.5741272,10.78964233,10.95870972,11.04800415,11.04760742,11.00149536,10.97714233,10.91201782,10.78631592,10.62207031,10.41983032,10.20211792,9.986785889
727,727,SLO04T,0,0.011749268,0.022888184,0.019439697,0.015563965,0.005218506,-0.008789063,-0.026641846,-0.051818848,-0.081085205,-0.113922119,-0.149291992,-0.18649292,0,-0.264678955,-0.307128906,-0.349365234,-0.389770508,-0.428649902,-0.46395874,-0.402404785,-0.456970215,-0.46585083,-0.434814453,-0.382049561,-0.316650391,-0.258666992,-0.212219238,-0.180999756,-0.165924072,-0.165618896,-0.181365967,-0.187194824,-0.174133301,-0.138061523,-0.092163086,-0.031219482,0.035919189,0.113616943,0.198730469,0.282287598,0.368560791,0.460205078,0.551940918,0.648071289,0.740997314,0.837982178,0.929992676,1.026672363,1.115478516,1.200469971,1.278381348,1.347198486,1.410339355,1.469818115,1.527282715,1.584533691,1.643127441,1.708007813,1.78237915,1.861938477,1.946990967,2.03237915,2.120330811,2.207427979,2.37802124,3.253356934,4.238952637,5.23538208,6.28894043,7.287994385,8.161346436,8.85760498,9.37979126,9.728424072,9.990661621,10.20379639,10.37164307,10.46609497,10.46075439,10.41659546,10.40100098,10.33538818,10.21179199,10.04885864,9.843353271,9.625823975,9.412261963
728,728,SLO05T,0.021057129,0.005187988,-0.026153564,-0.075469971,-0.125579834,-0.179962158,-0.235015869,-0.285888672,-0.3387146,-0.38885498,-0.43927002,-0.487731934,-0.533538818,0,-0.616546631,-0.65713501,-0.69631958,-0.729675293,-0.762512207,-0.791107178,-0.842590332,-0.921905518,-0.961853027,-0.964508057,-0.939971924,-0.909820557,-0.883972168,-0.864379883,-0.84942627,-0.839691162,-0.832702637,-0.834533691,-0.833007813,-0.820068359,-0.782897949,-0.731842041,-0.66607666,-0.595123291,-0.514190674,-0.423095703,-0.333068848,-0.244720459,-0.150848389,-0.05682373,0.042541504,0.138580322,0.236633301,0.325042725,0.414794922,0.496612549,0.578125,0.655456543,0.726226807,0.793945313,0.861022949,0.929199219,0.997497559,1.064849854,1.132904053,1.205627441,1.282653809,1.363189697,1.444488525,1.527893066,1.612030029,1.897979736,2.755157471,3.749206543,4.732788086,5.79095459,6.799468994,7.668212891,8.3671875,8.910369873,9.272064209,9.53237915,9.736694336,9.90625,10.00662231,9.997467041,9.955841064,9.948181152,9.879119873,9.752471924,9.587341309,9.377258301,9.16192627,8.947631836
729,729,SLO06T,0.008300781,0.022735596,0.049285889,0.083770752,0.124176025,0.174041748,0.227752686,0.273773193,0.314788818,0.348052979,0.377471924,0.403717041,0.429016113,0,0.474273682,0.497375488,0.519683838,0.537322998,0.552154541,0.563171387,0.585144043,0.579956055,0.558410645,0.51550293,0.465545654,0.428375244,0.409088135,0.40222168,0.406097412,0.429412842,0.467010498,0.503265381,0.530792236,0.560882568,0.602233887,0.652587891,0.718170166,0.791534424,0.871948242,0.958465576,1.043243408,1.12991333,1.222564697,1.312255859,1.402069092,1.483093262,1.561279297,1.628417969,1.696838379,1.762390137,1.83203125,1.905395508,1.983062744,2.065734863,2.150238037,2.232055664,2.311737061,2.386962891,2.461456299,2.538146973,2.615783691,2.692687988,2.769592285,2.845825195,2.922515869,3.134674072,3.952545166,4.953063965,5.918304443,6.978210449,7.998321533,8.850830078,9.554870605,10.13674927,10.52618408,10.77740479,10.96716309,11.13858032,11.24816895,11.23812866,11.20632935,11.20483398,11.12939453,10.99755859,10.82684326,10.60916138,10.39877319,10.18255615
730,730,SLO07T,-0.004486084,0.007904053,0.026977539,0.05569458,0.095489502,0.147125244,0.210235596,0.275756836,0.34753418,0.417572021,0.493774414,0.574401855,0.653137207,0,0.791595459,0.853729248,0.909576416,0.955780029,0.998565674,1.033813477,1.075683594,1.127563477,1.114685059,1.054504395,0.995544434,0.958374023,0.945159912,0.936431885,0.945770264,0.986022949,1.040771484,1.093841553,1.138183594,1.182556152,1.231201172,1.287780762,1.356567383,1.429473877,1.50793457,1.592315674,1.673431396,1.756378174,1.844818115,1.927368164,2.005004883,2.072143555,2.135620117,2.192382813,2.251342773,2.310638428,2.37979126,2.455963135,2.536621094,2.621032715,2.706665039,2.791351318,2.874267578,2.951568604,3.028106689,3.108001709,3.189056396,3.267150879,3.342803955,3.415679932,3.488983154,3.732574463,4.531524658,5.530487061,6.488861084,7.545318604,8.564971924,9.407806396,10.11450195,10.71389771,11.11605835,11.36331177,11.54681396,11.71887207,11.83151245,11.82443237,11.79940796,11.79571533,11.71844482,11.58383179,11.4100647,11.19036865,10.98135376,10.76443481
731,731,SLO08T,0.056213379,0.083709717,0.10369873,0.122192383,0.141113281,0.162567139,0.186462402,0.210449219,0.239501953,0.270874023,0.306274414,0.345275879,0.385986328,0,0.47052002,0.517700195,0.567871094,0.613037109,0.655212402,0.692108154,0.555633545,0.585235596,0.566375732,0.525360107,0.492553711,0.46963501,0.466003418,0.502441406,0.55456543,0.619262695,0.688201904,0.759368896,0.82623291,0.897155762,0.964355469,1.032958984,1.099761963,1.163757324,1.230133057,1.296508789,1.356964111,1.419128418,1.479553223,1.53527832,1.585571289,1.628692627,1.670410156,1.712127686,1.762268066,1.819915771,1.888214111,1.961639404,2.037353516,2.115905762,2.197418213,2.281005859,2.367675781,2.45199585,2.536193848,2.622619629,2.707458496,2.788757324,2.864501953,2.934967041,3.004730225,2.71282959,3.50177002,4.50567627,5.46572876,6.518035889,7.508331299,8.33114624,9.039581299,9.667205811,10.08319092,10.32785034,10.4994812,10.6746521,10.79205322,10.78744507,10.76849365,10.76065063,10.68338013,10.53952026,10.35684204,10.13848877,9.927886963,9.707336426
732,732,SLO09T,-0.0262146,-0.033843994,-0.046539307,-0.059906006,-0.078521729,-0.105255127,-0.13180542,-0.157440186,-0.183013916,-0.203735352,-0.224822998,-0.246276855,-0.267456055,0,-0.31072998,-0.334075928,-0.359527588,-0.383758545,-0.405029297,-0.418884277,-0.407745361,-0.409729004,-0.37713623,-0.354675293,-0.340087891,-0.325012207,-0.279449463,-0.208831787,-0.12713623,-0.041259766,0.040344238,0.12512207,0.208557129,0.297607422,0.377624512,0.45324707,0.520019531,0.575042725,0.627746582,0.678527832,0.721191406,0.75982666,0.792114258,0.822235107,0.852264404,0.882232666,0.914154053,0.951629639,0.999725342,1.054229736,1.114776611,1.179138184,1.24621582,1.318511963,1.396759033,1.479156494,1.565490723,1.652374268,1.740142822,1.83114624,1.917327881,1.999908447,2.077087402,2.150756836,2.220855713,2.490722656,3.260955811,4.261962891,5.22064209,6.261932373,7.247406006,8.061309814,8.768096924,9.405883789,9.834533691,10.07852173,10.2467041,10.42172241,10.54162598,10.54272461,10.53158569,10.51782227,10.43807983,10.29129028,10.1055603,9.887939453,9.676025391,9.456329346
733,733,SLO10T,-0.006896973,0.00100708,-0.001525879,-0.010772705,-0.028289795,-0.0574646,-0.097747803,-0.144073486,-0.202087402,-0.271636963,-0.358001709,-0.446807861,-0.532470703,0,-0.687530518,-0.753662109,-0.812438965,-0.863861084,-0.911193848,-0.950164795,-0.935913086,-0.972381592,-0.933776855,-0.837615967,-0.739257813,-0.644226074,-0.543762207,-0.440063477,-0.340545654,-0.238708496,-0.13772583,-0.034454346,0.059570313,0.159759521,0.246307373,0.323242188,0.387786865,0.434967041,0.47769165,0.512817383,0.535644531,0.549530029,0.558410645,0.570983887,0.588378906,0.611114502,0.63885498,0.672729492,0.71270752,0.757720947,0.808807373,0.863494873,0.92276001,0.990203857,1.064086914,1.143951416,1.22958374,1.316253662,1.401763916,1.491088867,1.577392578,1.663452148,1.742553711,1.819824219,1.893707275,1.951293945,2.713134766,3.718811035,4.685180664,5.716644287,6.674377441,7.474029541,8.180297852,8.824737549,9.269348145,9.518249512,9.681182861,9.855102539,9.975982666,9.984924316,9.979614258,9.960845947,9.87802124,9.72277832,9.527282715,9.314239502,9.09777832,8.876647949
734,734,SLO20T,-0.013427734,-0.01751709,-0.009857178,0.006561279,-0.003601074,-0.037658691,-0.073272705,-0.113098145,-0.175262451,-0.251342773,-0.332122803,-0.411621094,-0.484527588,0,-0.609985352,-0.668548584,-0.722351074,-0.765441895,-0.803405762,-0.834625244,-0.852355957,-0.929534912,-1.012542725,-1.076934814,-1.097045898,-1.083862305,-1.055236816,-1.015899658,-0.971038818,-0.910186768,-0.829223633,-0.73815918,-0.661315918,-0.594238281,-0.541381836,-0.495178223,-0.452270508,-0.419799805,-0.393798828,-0.3722229,-0.352111816,-0.326599121,-0.297698975,-0.270172119,-0.241699219,-0.211364746,-0.174621582,-0.133270264,-0.086791992,-0.038330078,0.014282227,0.070892334,0.131011963,0.198944092,0.27557373,0.360229492,0.450653076,0.541259766,0.630187988,0.721313477,0.80581665,0.886138916,0.959442139,1.02822876,1.093109131,1.186950684,1.990692139,2.996917725,3.965820313,5.006530762,5.954986572,6.753356934,7.4609375,8.105163574,8.543426514,8.79196167,8.955078125,9.130340576,9.245513916,9.247772217,9.233886719,9.222686768,9.142791748,8.98538208,8.78717041,8.576721191,8.359069824,8.131835938
735,735,SLO19T,-0.051727295,-0.095062256,-0.120452881,-0.146118164,-0.170715332,-0.194610596,-0.21496582,-0.226623535,-0.238586426,-0.258605957,-0.283355713,-0.304840088,-0.325714111,0,-0.384094238,-0.416473389,-0.447296143,-0.470123291,-0.492218018,-0.514373779,-0.624450684,-0.713317871,-0.813079834,-0.925537109,-0.997406006,-1.024658203,-1.020568848,-0.997619629,-0.96585083,-0.916992188,-0.85055542,-0.776062012,-0.707366943,-0.643035889,-0.590118408,-0.539886475,-0.4921875,-0.455718994,-0.42590332,-0.398986816,-0.372558594,-0.341033936,-0.305084229,-0.268615723,-0.232940674,-0.196472168,-0.154663086,-0.109802246,-0.060882568,-0.008544922,0.049102783,0.109283447,0.172973633,0.24432373,0.323760986,0.410217285,0.502563477,0.595672607,0.688690186,0.781097412,0.864715576,0.941223145,1.010528564,1.076385498,1.141052246,0.930175781,1.746368408,2.753143311,3.721893311,4.771392822,5.720092773,6.520690918,7.230926514,7.872497559,8.297332764,8.544128418,8.70993042,8.886260986,9.000061035,8.995178223,8.974517822,8.967803955,8.891113281,8.736236572,8.541625977,8.33026123,8.114715576,7.885955811
736,736,SLO18T,0.012420654,0.054321289,0.091827393,0.128845215,0.151245117,0.167785645,0.18258667,0.196777344,0.215393066,0.237945557,0.266326904,0.30178833,0.336578369,0,0.391937256,0.415893555,0.432617188,0.437103271,0.429321289,0.412719727,0.518005371,0.399810791,0.285552979,0.176605225,0.073242188,-0.00402832,-0.036773682,-0.027679443,-0.009857178,0.026123047,0.07208252,0.122314453,0.174621582,0.232147217,0.288238525,0.341705322,0.392181396,0.432403564,0.470855713,0.512390137,0.555236816,0.603149414,0.654571533,0.705169678,0.756500244,0.806335449,0.85760498,0.907165527,0.961608887,1.017486572,1.078735352,1.145629883,1.216522217,1.293731689,1.376861572,1.463562012,1.556396484,1.649597168,1.740661621,1.830230713,1.912872314,1.987213135,2.054779053,2.118408203,2.182373047,1.92678833,2.740783691,3.748718262,4.717773438,5.777099609,6.745361328,7.561248779,8.271820068,8.89944458,9.303466797,9.550018311,9.722106934,9.898590088,10.01306152,10.00320435,9.976318359,9.972839355,9.898223877,9.751708984,9.566192627,9.351257324,9.138946533,8.914306641
737,737,SLO17T,-0.046203613,-0.026428223,0.010864258,0.060913086,0.116546631,0.184265137,0.256256104,0.322387695,0.386810303,0.445404053,0.501342773,0.551422119,0.594085693,0,0.659393311,0.682037354,0.697845459,0.702484131,0.694976807,0.68057251,0.550201416,0.42791748,0.317443848,0.210632324,0.114654541,0.0284729,-0.029510498,-0.047271729,-0.046203613,-0.035552979,-0.015289307,0.013885498,0.051879883,0.09854126,0.148986816,0.196044922,0.236236572,0.271209717,0.310974121,0.359191895,0.407958984,0.460479736,0.514556885,0.569549561,0.629333496,0.690429688,0.753173828,0.810272217,0.871276855,0.931793213,0.996948242,1.065002441,1.137664795,1.21697998,1.301330566,1.390350342,1.48236084,1.572174072,1.659454346,1.74420166,1.823242188,1.895874023,1.963165283,2.026580811,2.090057373,1.753234863,2.579528809,3.583770752,4.563598633,5.623718262,6.58782959,7.405761719,8.117370605,8.731994629,9.122253418,9.370361328,9.548370361,9.724090576,9.836090088,9.823516846,9.790557861,9.788757324,9.715484619,9.572296143,9.390686035,9.176483154,8.963653564,8.740142822
738,738,SLO16T,-0.004150391,0.000854492,0.009002686,0.021820068,0.039520264,0.064727783,0.092956543,0.12020874,0.145874023,0.165893555,0.180206299,0.185638428,0.182800293,0,0.156555176,0.136566162,0.113525391,0.09387207,0.073425293,0.057220459,0.103149414,0.017211914,-0.064605713,-0.147491455,-0.2237854,-0.295532227,-0.348022461,-0.37097168,-0.372314453,-0.368927002,-0.360107422,-0.341339111,-0.307952881,-0.269104004,-0.227539063,-0.188842773,-0.149536133,-0.107849121,-0.058807373,-0.002044678,0.054779053,0.114959717,0.179168701,0.242889404,0.310333252,0.377655029,0.448059082,0.512268066,0.578582764,0.643280029,0.713134766,0.78503418,0.857727051,0.936035156,1.020843506,1.107086182,1.193969727,1.27835083,1.360809326,1.441711426,1.520263672,1.593597412,1.663604736,1.730499268,1.797637939,1.040435791,1.8800354,2.876617432,3.869293213,4.926971436,5.88394165,6.701477051,7.414215088,8.012237549,8.388549805,8.640380859,8.825775146,8.999938965,9.108673096,9.095397949,9.057312012,9.054443359,8.982513428,8.842559814,8.664794922,8.452484131,8.238372803,8.016662598
