OBJECTID_1,OBJECTID,PadID,tpi_9m,tpi_15m,tpi_21m,tpi_27m,tpi_33m,tpi_39m,tpi_45m,tpi_51m,tpi_57m,tpi_63m,tpi_69m,tpi_75m,tpi_81m,tpi_87m,tpi_93m,tpi_99m,tpi_105m,tpi_111m,tpi_117m,tpi_123m,tpi_130m,tpi_150m,tpi_170m,tpi_190m,tpi_210m,tpi_230m,tpi_250m,tpi_270m,tpi_290m,tpi_310m,tpi_330m,tpi_350m,tpi_370m,tpi_390m,tpi_410m,tpi_430m,tpi_450m,tpi_470m,tpi_490m,tpi_510m,tpi_530m,tpi_550m,tpi_570m,tpi_590m,tpi_610m,tpi_630m,tpi_650m,tpi_670m,tpi_690m,tpi_710m,tpi_730m,tpi_750m,tpi_770m,tpi_790m,tpi_810m,tpi_830m,tpi_850m,tpi_870m,tpi_890m,tpi_910m,tpi_930m,tpi_950m,tpi_970m,tpi_990m,tpi_1010m,tpi_1110m,tpi_1290m,tpi_1470m,tpi_1650m,tpi_1830m,tpi_2010m,tpi_2190m,tpi_2370m,tpi_2550m,tpi_2730m,tpi_2910m,tpi_3090m,tpi_3270m,tpi_3450m,tpi_3630m,tpi_3810m,tpi_3990m,tpi_4170m,tpi_4350m,tpi_4530m,tpi_4710m,tpi_4890m,tpi_5070m
1,1,ARM04Tv,-0.018615723,-0.050476074,-0.097167969,-0.161865234,-0.220916748,-0.273071289,-0.312103271,-0.337738037,-0.351196289,-0.355499268,-0.355743408,-0.357788086,-0.364685059,0,-0.401397705,-0.437347412,-0.480895996,-0.531555176,-0.587738037,-0.647247314,-0.395294189,-0.541992188,-0.70123291,-0.820007324,-0.903594971,-0.952453613,-0.956451416,-0.93270874,-0.879821777,-0.785888672,-0.654083252,-0.497039795,-0.36050415,-0.244354248,-0.146026611,-0.041442871,0.086883545,0.230285645,0.392913818,0.556091309,0.711975098,0.887176514,1.077178955,1.272460938,1.462310791,1.635162354,1.802093506,1.970977783,2.16317749,2.370788574,2.602355957,2.83416748,3.054779053,3.269805908,3.477752686,3.674957275,3.866699219,4.042907715,4.209197998,4.382446289,4.548095703,4.716918945,4.877532959,5.030517578,5.180450439,4.493469238,5.419555664,6.362762451,6.933837891,7.528869629,8.224609375,9.222229004,10.27410889,11.31530762,12.22558594,12.97189331,13.40127563,13.84567261,14.41238403,15.01177979,15.63409424,16.26660156,16.90151978,17.43353271,17.87799072,18.26278687,18.63214111,18.9624939
2,2,ARM05Tv,-0.000335693,-0.027893066,-0.085510254,-0.18347168,-0.301971436,-0.447662354,-0.617523193,-0.794616699,-0.997344971,-1.202331543,-1.419403076,-1.632415771,-1.830230713,0,-2.220458984,-2.403869629,-2.575897217,-2.728302002,-2.876647949,-3.014160156,-2.884185791,-3.293670654,-3.598327637,-3.794677734,-3.856811523,-3.867706299,-3.847442627,-3.775848389,-3.6590271,-3.49899292,-3.338012695,-3.218719482,-3.138183594,-3.059265137,-2.964935303,-2.839904785,-2.683380127,-2.513336182,-2.314025879,-2.089569092,-1.880187988,-1.666412354,-1.462158203,-1.259155273,-1.054260254,-0.856231689,-0.656799316,-0.454803467,-0.237030029,-0.015197754,0.230163574,0.487884521,0.743621826,0.99508667,1.236755371,1.459197998,1.664855957,1.854797363,2.038238525,2.229766846,2.408111572,2.580047607,2.733428955,2.878570557,3.021392822,3.595428467,4.499237061,5.491333008,6.15814209,6.854125977,7.639129639,8.650817871,9.66519165,10.71270752,11.62182617,12.28585815,12.68569946,13.10800171,13.65441895,14.23547363,14.8067627,15.4336853,16.06741333,16.58209229,17.01098633,17.40524292,17.77627563,18.10025024
3,3,ARM07Tv,0.022399902,0.0546875,0.086700439,0.103912354,0.114105225,0.141662598,0.191955566,0.255981445,0.347961426,0.456787109,0.585021973,0.722839355,0.858337402,0,1.103759766,1.207427979,1.302154541,1.371765137,1.429534912,1.467285156,1.345550537,1.301177979,1.197967529,1.139251709,1.134979248,1.132781982,1.1065979,1.086761475,1.104888916,1.155181885,1.215057373,1.265869141,1.319122314,1.392303467,1.50189209,1.655517578,1.846466064,2.03817749,2.234222412,2.435455322,2.629089355,2.825561523,3.039672852,3.266387939,3.50668335,3.745758057,3.987915039,4.221588135,4.468017578,4.713623047,4.970733643,5.23034668,5.476715088,5.723083496,5.956634521,6.170501709,6.363433838,6.534606934,6.69128418,6.849029541,6.996582031,7.144714355,7.28237915,7.423095703,7.559539795,8.445129395,9.273010254,10.24987793,10.93707275,11.73336792,12.62905884,13.54385376,14.47341919,15.49240112,16.39459229,16.98068237,17.38565063,17.81506348,18.38314819,19.03430176,19.59033203,20.19302368,20.82650757,21.34014893,21.75140381,22.11639404,22.4473877,22.75698853
4,4,ARM09Tv,0.014160156,0.032592773,0.03793335,0.020935059,-0.008728027,-0.043762207,-0.085235596,-0.129516602,-0.162780762,-0.180786133,-0.19442749,-0.200042725,-0.200042725,0,-0.164031982,-0.129272461,-0.078765869,-0.011657715,0.058135986,0.119659424,-0.292602539,-0.198577881,-0.186462402,-0.210449219,-0.233428955,-0.256164551,-0.292633057,-0.344573975,-0.369476318,-0.370147705,-0.365570068,-0.373626709,-0.398529053,-0.435791016,-0.447021484,-0.431152344,-0.372039795,-0.272186279,-0.136535645,0.026367188,0.195556641,0.363006592,0.554412842,0.754180908,0.970611572,1.184509277,1.403869629,1.62097168,1.859069824,2.093444824,2.328765869,2.543609619,2.735656738,2.913085938,3.071533203,3.209838867,3.33480835,3.448303223,3.55645752,3.667816162,3.777618408,3.887359619,3.992797852,4.09552002,4.197296143,5.780456543,6.617401123,7.436309814,8.235076904,9.071533203,10.01672363,10.71322632,11.51745605,12.52844238,13.41000366,13.95281982,14.40628052,14.85836792,15.52191162,16.23788452,16.86813354,17.45117188,18.04382324,18.58969116,18.99316406,19.28237915,19.53884888,19.81787109
5,5,ARM06Tv,0.030670166,0.098388672,0.190063477,0.32623291,0.461791992,0.570922852,0.668762207,0.744842529,0.803253174,0.837463379,0.853668213,0.852203369,0.833251953,0,0.743377686,0.679412842,0.600311279,0.519470215,0.427856445,0.33380127,-0.559143066,-0.906280518,-1.16104126,-1.360870361,-1.467132568,-1.479095459,-1.398590088,-1.278015137,-1.17288208,-1.081207275,-0.98916626,-0.89239502,-0.801727295,-0.715911865,-0.62387085,-0.496643066,-0.313293457,-0.108276367,0.115661621,0.352111816,0.568695068,0.787506104,1.003631592,1.217346191,1.436004639,1.653411865,1.882263184,2.110107422,2.352508545,2.593322754,2.850158691,3.111755371,3.368835449,3.625823975,3.873962402,4.105407715,4.319702148,4.512969971,4.691833496,4.874053955,5.043640137,5.209960938,5.359161377,5.501586914,5.637969971,7.226165771,8.079467773,9.053649902,9.718322754,10.47909546,11.32235718,12.2593689,13.2076416,14.22979736,15.14413452,15.75848389,16.16665649,16.59698486,17.1612854,17.80633545,18.37472534,18.9838562,19.61923218,20.13290405,20.55099487,20.92053223,21.25778198,21.57211304
6,6,ARM18Tv,-0.031707764,-0.069519043,-0.097167969,-0.119537354,-0.138153076,-0.159423828,-0.189483643,-0.222198486,-0.266693115,-0.319732666,-0.379425049,-0.437988281,-0.488830566,0,-0.57611084,-0.620819092,-0.658447266,-0.700500488,-0.741516113,-0.782165527,-1.264404297,-1.448577881,-1.662811279,-1.908233643,-2.157897949,-2.368469238,-2.514923096,-2.611633301,-2.668151855,-2.682250977,-2.630004883,-2.522735596,-2.394897461,-2.254272461,-2.140228271,-2.048187256,-1.96295166,-1.877716064,-1.775421143,-1.648468018,-1.516448975,-1.375183105,-1.221954346,-1.073760986,-0.929504395,-0.792755127,-0.646697998,-0.492919922,-0.324707031,-0.162506104,-0.002532959,0.14956665,0.298400879,0.454589844,0.617431641,0.78225708,0.955078125,1.123962402,1.290802002,1.468780518,1.639465332,1.803192139,1.952941895,2.089141846,2.22744751,3.101043701,4.028747559,4.796661377,5.294494629,5.816711426,6.439758301,7.382141113,8.411376953,9.373779297,10.29888916,11.10717773,11.59841919,12.08572388,12.6895752,13.34686279,14.04046631,14.67373657,15.29351807,15.84640503,16.29693604,16.66113281,17.00366211,17.32537842
7,7,ARM17Tv,-0.027252197,-0.081970215,-0.146362305,-0.232086182,-0.309570313,-0.379547119,-0.444091797,-0.502502441,-0.559204102,-0.613220215,-0.673858643,-0.744995117,-0.827392578,0,-1.019012451,-1.129943848,-1.244445801,-1.355102539,-1.468231201,-1.576477051,-1.636962891,-1.952819824,-2.242279053,-2.51461792,-2.728302002,-2.892242432,-3.018127441,-3.123809814,-3.1902771,-3.212402344,-3.171173096,-3.089416504,-2.998199463,-2.909362793,-2.828521729,-2.731689453,-2.601287842,-2.46206665,-2.305206299,-2.129333496,-1.962005615,-1.784515381,-1.609100342,-1.442352295,-1.28338623,-1.135131836,-0.981231689,-0.811126709,-0.609832764,-0.398376465,-0.176757813,0.03704834,0.237518311,0.437103271,0.637329102,0.83416748,1.02822876,1.211486816,1.387390137,1.568969727,1.740264893,1.907287598,2.060516357,2.199584961,2.333068848,3.495910645,4.427154541,5.304046631,5.843109131,6.423187256,7.089294434,8.059783936,9.087493896,10.09231567,11.01339722,11.777771,12.22875977,12.68865967,13.27352905,13.90948486,14.5625,15.1920166,15.82156372,16.35992432,16.80596924,17.17797852,17.52703857,17.8527832
8,8,ARM16Tv,-0.027587891,-0.07321167,-0.136535645,-0.227355957,-0.330993652,-0.457702637,-0.60647583,-0.760040283,-0.933898926,-1.108917236,-1.296722412,-1.489593506,-1.678070068,0,-2.027191162,-2.197021484,-2.360168457,-2.50378418,-2.654815674,-2.799835205,-2.933807373,-3.395965576,-3.743774414,-3.987518311,-4.161254883,-4.284637451,-4.341918945,-4.367523193,-4.362487793,-4.346679688,-4.334442139,-4.309051514,-4.269500732,-4.206176758,-4.11050415,-3.988128662,-3.835174561,-3.662536621,-3.463806152,-3.247344971,-3.049194336,-2.852783203,-2.671508789,-2.494689941,-2.319763184,-2.142700195,-1.955718994,-1.765319824,-1.552581787,-1.325286865,-1.071960449,-0.818572998,-0.577056885,-0.343597412,-0.122406006,0.085449219,0.284912109,0.47442627,0.659393311,0.85043335,1.023468018,1.188049316,1.338195801,1.475982666,1.6065979,2.686523438,3.594268799,4.557128906,5.175567627,5.855773926,6.608520508,7.586242676,8.582550049,9.609344482,10.53253174,11.21148682,11.62768555,12.06259155,12.6262207,13.24926758,13.84710693,14.46884155,15.10366821,15.62417603,16.05621338,16.43487549,16.78497314,17.1076355
9,9,ARM15Tv,0.024139404,0.073577881,0.129486084,0.197906494,0.250366211,0.284881592,0.302612305,0.30670166,0.300567627,0.281829834,0.243652344,0.191741943,0.131652832,0,-0.009979248,-0.093200684,-0.188476563,-0.279724121,-0.38269043,-0.479034424,-0.437866211,-0.7684021,-1.062896729,-1.313262939,-1.466247559,-1.532073975,-1.536529541,-1.539123535,-1.573272705,-1.627563477,-1.677459717,-1.702148438,-1.686157227,-1.630828857,-1.529296875,-1.3800354,-1.192504883,-0.997070313,-0.787963867,-0.57598877,-0.388366699,-0.199615479,-0.01071167,0.183502197,0.384521484,0.584411621,0.792266846,1.002105713,1.235534668,1.4815979,1.747436523,2.012329102,2.260040283,2.499633789,2.727050781,2.9402771,3.139099121,3.32409668,3.500427246,3.680847168,3.846801758,4.006011963,4.147521973,4.277923584,4.399353027,3.493133545,4.389282227,5.308074951,5.926849365,6.627197266,7.393127441,8.31048584,9.261566162,10.26660156,11.20040894,11.85110474,12.29077148,12.73614502,13.31469727,13.9887085,14.60015869,15.21160889,15.84289551,16.36465454,16.79418945,17.15313721,17.47415161,17.79055786
10,10,ARM12Tv,-0.03515625,-0.122344971,-0.238250732,-0.399871826,-0.564117432,-0.725708008,-0.865600586,-0.969970703,-1.050537109,-1.101837158,-1.131835938,-1.137664795,-1.12310791,0,-1.037719727,-0.97277832,-0.908813477,-0.853729248,-0.801116943,-0.750366211,-0.459411621,-0.344573975,-0.317138672,-0.37991333,-0.490447998,-0.65322876,-0.852416992,-1.075683594,-1.296051025,-1.491027832,-1.633880615,-1.738128662,-1.796722412,-1.823638916,-1.827850342,-1.816955566,-1.788543701,-1.727111816,-1.630645752,-1.502319336,-1.358886719,-1.214477539,-1.049560547,-0.8800354,-0.692108154,-0.489196777,-0.263580322,-0.037719727,0.203033447,0.429016113,0.65423584,0.864257813,1.051483154,1.2237854,1.380889893,1.528137207,1.67098999,1.803894043,1.926605225,2.046691895,2.158996582,2.264923096,2.363342285,2.456878662,2.547363281,3.480926514,4.309875488,5.144378662,5.852539063,6.61907959,7.47833252,8.215026855,9.05645752,10.05905151,10.97155762,11.54388428,12.02810669,12.49237061,13.12030029,13.85888672,14.50234985,15.09152222,15.70043945,16.23364258,16.64959717,16.95767212,17.21887207,17.51712036
11,11,ARM21Tv,-0.004486084,0.005310059,0.09777832,0.170013428,0.23336792,0.312042236,0.386413574,0.44744873,0.504577637,0.546966553,0.57723999,0.591888428,0.586395264,0,0.520294189,0.463134766,0.39163208,0.317199707,0.233215332,0.153137207,0.259887695,-0.092163086,-0.46496582,-0.949584961,-1.472686768,-2.006744385,-2.492492676,-2.898345947,-3.245758057,-3.559265137,-3.829589844,-4.0390625,-4.167236328,-4.25479126,-4.303771973,-4.304107666,-4.2449646,-4.140533447,-4.009460449,-3.887451172,-3.795837402,-3.70904541,-3.612579346,-3.486236572,-3.339691162,-3.198242188,-3.064208984,-2.942169189,-2.817077637,-2.696014404,-2.561035156,-2.409820557,-2.240509033,-2.055664063,-1.859375,-1.663970947,-1.467529297,-1.286437988,-1.11895752,-0.95892334,-0.821685791,-0.700775146,-0.604370117,-0.530700684,-0.467956543,-1.216369629,-0.281738281,0.343353271,0.921630859,1.474365234,2.098022461,2.904937744,3.749176025,4.651702881,5.549743652,6.275756836,6.880279541,7.409942627,8.045227051,8.824890137,9.563323975,10.18762207,10.77468872,11.30545044,11.74636841,12.0640564,12.32711792,12.61416626
12,12,ARM24Tv,-0.066925049,-0.121734619,-0.182556152,-0.259185791,-0.309997559,-0.338317871,-0.365600586,-0.363677979,-0.351470947,-0.350067139,-0.362243652,-0.391052246,-0.432434082,0,-0.540344238,-0.606506348,-0.676849365,-0.740112305,-0.804046631,-0.860565186,-0.816925049,-1.033935547,-1.311553955,-1.72064209,-2.1847229,-2.706756592,-3.232513428,-3.717346191,-4.133178711,-4.491149902,-4.786499023,-5.004364014,-5.1328125,-5.22354126,-5.259613037,-5.241638184,-5.154266357,-5.029052734,-4.897705078,-4.784179688,-4.702545166,-4.622344971,-4.528198242,-4.403839111,-4.251098633,-4.092590332,-3.931732178,-3.783843994,-3.633056641,-3.489929199,-3.337677002,-3.172424316,-2.995880127,-2.806488037,-2.609375,-2.413421631,-2.215484619,-2.031036377,-1.862701416,-1.702423096,-1.563751221,-1.440338135,-1.339630127,-1.261688232,-1.196899414,-0.744415283,0.208312988,0.897979736,1.479125977,2.057952881,2.707214355,3.545288086,4.426696777,5.354248047,6.274932861,6.989654541,7.547515869,8.051300049,8.675048828,9.431365967,10.14468384,10.76190186,11.36373901,11.89697266,12.337677,12.66430664,12.94064331,13.23812866
13,13,ARM27Tv,-0.011047363,-0.022460938,-0.050872803,-0.111785889,-0.165740967,-0.257080078,-0.37286377,-0.471099854,-0.573486328,-0.672637939,-0.767608643,-0.851257324,-0.916473389,0,-0.99697876,-1.018493652,-1.030944824,-1.034637451,-1.034484863,-1.033447266,-0.939147949,-1.039398193,-1.236206055,-1.547424316,-1.923065186,-2.407104492,-2.966491699,-3.526519775,-4.030700684,-4.444122314,-4.756134033,-4.994781494,-5.147369385,-5.246948242,-5.277526855,-5.241546631,-5.156677246,-5.061828613,-4.96862793,-4.88470459,-4.81048584,-4.72845459,-4.628723145,-4.501434326,-4.342681885,-4.168945313,-3.986602783,-3.819061279,-3.648895264,-3.48336792,-3.307922363,-3.128692627,-2.948059082,-2.761871338,-2.571014404,-2.379974365,-2.188415527,-2.012145996,-1.852935791,-1.701049805,-1.569915771,-1.453948975,-1.358642578,-1.281188965,-1.215667725,-0.726654053,0.213745117,0.931304932,1.541473389,2.163238525,2.84765625,3.654876709,4.518249512,5.460479736,6.381408691,7.060119629,7.610443115,8.108978271,8.730163574,9.495635986,10.19778442,10.80554199,11.40975952,11.9382019,12.37527466,12.69482422,12.96130371,13.25863647
14,14,ARM29Tv,-0.038269043,-0.095184326,-0.140716553,-0.201934814,-0.301391602,-0.380096436,-0.45135498,-0.516662598,-0.586730957,-0.647949219,-0.69921875,-0.733459473,-0.751434326,0,-0.75213623,-0.741363525,-0.726013184,-0.710388184,-0.69732666,-0.69229126,-0.56552124,-0.654998779,-0.84185791,-1.142791748,-1.530609131,-2.044372559,-2.633056641,-3.212158203,-3.712615967,-4.120056152,-4.441040039,-4.703887939,-4.87600708,-4.992126465,-5.035705566,-5.020385742,-4.968383789,-4.908935547,-4.845947266,-4.780883789,-4.712799072,-4.634185791,-4.530883789,-4.399597168,-4.238433838,-4.067504883,-3.886871338,-3.722045898,-3.554626465,-3.390258789,-3.215911865,-3.036407471,-2.856781006,-2.672241211,-2.48550415,-2.30078125,-2.116912842,-1.949401855,-1.798736572,-1.655944824,-1.532318115,-1.423828125,-1.334655762,-1.261322021,-1.199371338,-1.010681152,-0.093017578,0.571716309,1.179138184,1.777618408,2.431976318,3.207366943,4.035003662,4.955291748,5.851501465,6.545501709,7.138763428,7.662719727,8.295257568,9.083374023,9.81262207,10.42630005,11.01586914,11.54196167,11.97930908,12.28915405,12.54162598,12.82980347
15,15,ARM25Cv,-0.019989014,-0.053955078,-0.101593018,-0.179626465,-0.272460938,-0.377868652,-0.485412598,-0.586517334,-0.697296143,-0.813720703,-0.95211792,-1.12387085,-1.330413818,0,-1.797973633,-2.062408447,-2.319976807,-2.547943115,-2.764038086,-2.960083008,-3.122558594,-3.578674316,-3.946838379,-4.286407471,-4.593017578,-4.912994385,-5.190490723,-5.415222168,-5.577575684,-5.688049316,-5.751739502,-5.778106689,-5.734558105,-5.627532959,-5.451873779,-5.220916748,-4.942474365,-4.652893066,-4.331237793,-3.987182617,-3.652374268,-3.287811279,-2.905395508,-2.532104492,-2.169372559,-1.821289063,-1.473602295,-1.154785156,-0.8409729,-0.564361572,-0.307647705,-0.08026123,0.115112305,0.292602539,0.452911377,0.597595215,0.732879639,0.848236084,0.941467285,1.01461792,1.055053711,1.071929932,1.063903809,1.038970947,1.002593994,1.122650146,0.829528809,1.005645752,1.600189209,2.273040771,3.172210693,4.442199707,5.700866699,6.824829102,7.682922363,8.31036377,9.062316895,9.981170654,11.06774902,12.12457275,12.96963501,13.64492798,14.19741821,14.58529663,14.84963989,14.9887085,15.21084595,15.45178223
16,16,ARM23Cv,-0.032043457,-0.075531006,-0.126281738,-0.188842773,-0.242248535,-0.290893555,-0.343200684,-0.40524292,-0.486297607,-0.586730957,-0.725952148,-0.899505615,-1.101745605,0,-1.576293945,-1.826049805,-2.060577393,-2.270080566,-2.467803955,-2.647857666,-2.865234375,-3.24810791,-3.590118408,-3.923797607,-4.239501953,-4.581573486,-4.883544922,-5.144866943,-5.356750488,-5.535552979,-5.660797119,-5.734710693,-5.724304199,-5.635437012,-5.476715088,-5.277374268,-5.03414917,-4.77911377,-4.495880127,-4.185638428,-3.870819092,-3.514648438,-3.13949585,-2.769287109,-2.40045166,-2.045227051,-1.684204102,-1.347625732,-1.014465332,-0.720428467,-0.44720459,-0.207458496,-0.002502441,0.18359375,0.354675293,0.510192871,0.652252197,0.768371582,0.86038208,0.931152344,0.970092773,0.986907959,0.977142334,0.947601318,0.90725708,1.063903809,0.69241333,0.815368652,1.392028809,2.043273926,2.90637207,4.112579346,5.387512207,6.549713135,7.461608887,8.085571289,8.793518066,9.655700684,10.70965576,11.71911621,12.55142212,13.21884155,13.76452637,14.14282227,14.39761353,14.5411377,14.75622559,15.00088501
17,17,ARM22Cv,-0.021392822,-0.06072998,-0.099060059,-0.13848877,-0.166931152,-0.193695068,-0.227783203,-0.268035889,-0.331573486,-0.42755127,-0.566436768,-0.748413086,-0.964355469,0,-1.428619385,-1.662109375,-1.878967285,-2.07421875,-2.253356934,-2.413421631,-2.623016357,-2.935882568,-3.24786377,-3.574615479,-3.890258789,-4.244628906,-4.568603516,-4.861114502,-5.115234375,-5.352935791,-5.536590576,-5.653411865,-5.669433594,-5.600738525,-5.47088623,-5.304199219,-5.097839355,-4.880645752,-4.635070801,-4.356018066,-4.059936523,-3.7159729,-3.35446167,-2.992553711,-2.622253418,-2.260955811,-1.889373779,-1.535827637,-1.182739258,-0.870330811,-0.580841064,-0.326477051,-0.111816406,0.083648682,0.263183594,0.429168701,0.577423096,0.694396973,0.783172607,0.850738525,0.887878418,0.904724121,0.893676758,0.860839844,0.817230225,1.063903809,0.69241333,0.815368652,1.392028809,2.043273926,2.90637207,4.112579346,5.387512207,6.549713135,7.461608887,8.085571289,8.793518066,9.655700684,10.70965576,11.71911621,12.55142212,13.21884155,13.76452637,14.14282227,14.39761353,14.5411377,14.75622559,15.00088501
18,18,ARM12Cv,-0.040008545,-0.103973389,-0.172546387,-0.234069824,-0.263793945,-0.281341553,-0.290161133,-0.293670654,-0.284606934,-0.238616943,-0.199249268,-0.17779541,-0.162445068,0,-0.152923584,-0.153717041,-0.164031982,-0.178314209,-0.202758789,-0.230224609,-0.221008301,-0.362579346,-0.455047607,-0.52154541,-0.510955811,-0.432342529,-0.297302246,-0.100921631,0.089294434,0.295257568,0.524841309,0.808990479,1.111175537,1.466369629,1.832366943,2.235748291,2.671691895,3.096466064,3.553436279,4.018310547,4.429840088,4.798492432,5.127044678,5.411987305,5.671478271,5.897094727,6.107421875,6.297027588,6.48449707,6.657012939,6.819213867,6.963226318,7.095367432,7.218902588,7.33026123,7.424072266,7.500640869,7.558837891,7.607513428,7.655792236,7.696289063,7.730621338,7.751708984,7.765960693,7.76461792,5.683868408,5.350952148,5.551025391,6.163757324,6.887115479,7.776000977,9.158905029,10.42538452,11.47622681,12.2460022,12.85531616,13.70077515,14.70574951,15.81735229,16.91598511,17.83044434,18.5440979,19.10791016,19.50805664,19.75592041,19.91717529,20.15530396,20.36361694
19,19,ARM13Cv,-0.064147949,-0.194702148,-0.317657471,-0.456390381,-0.593353271,-0.738494873,-0.885528564,-1.015716553,-1.144927979,-1.258972168,-1.367034912,-1.470428467,-1.571380615,0,-1.772033691,-1.887817383,-2.026275635,-2.162445068,-2.301391602,-2.427856445,-2.652618408,-2.991577148,-3.20489502,-3.289215088,-3.278137207,-3.203399658,-3.046112061,-2.822479248,-2.58380127,-2.327362061,-2.053588867,-1.74206543,-1.422668457,-1.066162109,-0.710540771,-0.311340332,0.122772217,0.551483154,0.999816895,1.450714111,1.848419189,2.211120605,2.537536621,2.811523438,3.062652588,3.287261963,3.504211426,3.704345703,3.903503418,4.086151123,4.257873535,4.408782959,4.541381836,4.662078857,4.76361084,4.843688965,4.905426025,4.952636719,4.999938965,5.052093506,5.097351074,5.13369751,5.15246582,5.163452148,5.162078857,5.98614502,5.76864624,6.020782471,6.62512207,7.377716064,8.298919678,9.702636719,10.93887329,11.972229,12.71188354,13.34350586,14.20785522,15.22897339,16.35525513,17.4916687,18.39321899,19.10443115,19.668396,20.07226563,20.33361816,20.48864746,20.72479248,20.93640137
20,20,ARM15Cv,-0.003448486,-0.004577637,-0.010284424,-0.037750244,-0.10055542,-0.210876465,-0.362976074,-0.532745361,-0.733642578,-0.933197021,-1.13861084,-1.340942383,-1.541381836,0,-1.936553955,-2.142578125,-2.344909668,-2.518432617,-2.677154541,-2.808349609,-3.33782959,-3.706115723,-4.029998779,-4.268463135,-4.355072021,-4.32409668,-4.16519165,-3.916442871,-3.635284424,-3.344329834,-3.016937256,-2.677215576,-2.348327637,-2.000732422,-1.64074707,-1.249084473,-0.83493042,-0.43359375,-0.018920898,0.402160645,0.776916504,1.130279541,1.462280273,1.757385254,2.033050537,2.273162842,2.507019043,2.724639893,2.944030762,3.136291504,3.314453125,3.461151123,3.581970215,3.688446045,3.778503418,3.857635498,3.932952881,4.000061035,4.060272217,4.109832764,4.148498535,4.182189941,4.203826904,4.214111328,4.213134766,6.209472656,6.236175537,6.598937988,7.162017822,7.968780518,8.976196289,10.34457397,11.52182007,12.52432251,13.25491333,13.94824219,14.79901123,15.83062744,16.99398804,18.16601563,19.02670288,19.72808838,20.28738403,20.70098877,20.98574829,21.13323975,21.35546875,21.57644653
21,21,ARM18Cv,0.035522461,0.086791992,0.127319336,0.159851074,0.168243408,0.151733398,0.113708496,0.064575195,0.011138916,-0.031066895,-0.063171387,-0.086029053,-0.110931396,0,-0.197937012,-0.270172119,-0.365509033,-0.46572876,-0.580322266,-0.691375732,-1.082672119,-1.635955811,-2.139831543,-2.637969971,-3.040008545,-3.353790283,-3.578643799,-3.736236572,-3.842315674,-3.907592773,-3.916259766,-3.876464844,-3.783630371,-3.656219482,-3.483306885,-3.255981445,-2.971466064,-2.680297852,-2.361724854,-2.012695313,-1.674713135,-1.325195313,-0.950500488,-0.571136475,-0.175109863,0.193206787,0.547485352,0.846954346,1.128753662,1.372711182,1.601135254,1.802581787,1.98336792,2.157653809,2.32220459,2.469360352,2.598449707,2.703308105,2.788299561,2.856964111,2.896606445,2.914367676,2.910644531,2.890930176,2.864471436,3.303649902,3.175598145,3.433013916,3.983673096,4.677947998,5.616668701,6.838287354,8.087005615,9.204833984,10.05950928,10.74438477,11.47857666,12.38983154,13.48297119,14.53567505,15.34561157,16.00949097,16.55001831,16.94244385,17.22293091,17.3638916,17.5760498,17.82473755
22,22,ARM09Cv,0.03414917,0.093078613,0.158660889,0.236877441,0.300292969,0.350067139,0.39263916,0.43838501,0.492767334,0.550842285,0.619018555,0.692169189,0.759796143,0,0.88394165,0.937316895,0.984466553,1.022827148,1.057067871,1.088409424,0.926391602,0.990020752,1.103912354,1.305175781,1.524200439,1.787322998,2.069091797,2.361846924,2.672943115,3.007598877,3.347625732,3.743286133,4.14352417,4.58682251,5.012786865,5.46685791,5.945465088,6.37890625,6.803833008,7.214019775,7.566314697,7.884368896,8.174163818,8.418273926,8.633056641,8.817260742,8.990386963,9.14630127,9.299285889,9.44052124,9.571044922,9.680908203,9.786315918,9.883422852,9.967590332,10.03671265,10.08978271,10.12796021,10.1590271,10.19000244,10.21795654,10.24621582,10.26757813,10.28811646,10.29898071,9.146728516,8.956481934,9.211334229,9.819000244,10.5977478,11.52423096,12.949646,14.19094849,15.1958313,15.89987183,16.54296875,17.44076538,18.48126221,19.61257935,20.75512695,21.67907715,22.40356445,22.96655273,23.37329102,23.63153076,23.80133057,24.03979492,24.23718262
23,23,ARM08Cv,0.06137085,0.173461914,0.300079346,0.435852051,0.541137695,0.616333008,0.655700684,0.667633057,0.651885986,0.615997314,0.564117432,0.501403809,0.433380127,0,0.293640137,0.222015381,0.15234375,0.088775635,0.027618408,-0.026855469,-0.054931641,-0.144683838,-0.151733398,0.002044678,0.262084961,0.587310791,0.951538086,1.319122314,1.697753906,2.099822998,2.557250977,3.031524658,3.47467041,3.939666748,4.384552002,4.840057373,5.293121338,5.683746338,6.050109863,6.398223877,6.701782227,6.988739014,7.260894775,7.500762939,7.722473145,7.909545898,8.084014893,8.244018555,8.404296875,8.552368164,8.695281982,8.821228027,8.9324646,9.027740479,9.095733643,9.138824463,9.163085938,9.176208496,9.19052124,9.217224121,9.251281738,9.286712646,9.311218262,9.332550049,9.348999023,9.603912354,9.531433105,9.825256348,10.44052124,11.24212646,12.20806885,13.64300537,14.84957886,15.83560181,16.51345825,17.1803894,18.09503174,19.14855957,20.29541016,21.47286987,22.38735962,23.11160278,23.67297363,24.08486938,24.35403442,24.51992798,24.75619507,24.95330811
