station,station_name,day,doy,precip,precipmm,precip_estimated,Year,network
IA1319,CEDAR-RAPIDS-1,2018-03-11,70,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-12,71,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-13,72,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-14,73,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-15,74,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-16,75,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-17,76,0.05,1.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-18,77,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-19,78,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-20,79,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-21,80,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-22,81,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-23,82,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-24,83,1.23,31.2,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-25,84,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-26,85,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-27,86,0.11,2.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-28,87,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-29,88,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-30,89,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-03-31,90,0.32,8.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-01,91,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-02,92,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-03,93,0.11,2.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-04,94,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-05,95,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-06,96,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-07,97,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-08,98,0.06,1.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-09,99,0.11,2.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-10,100,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-11,101,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-12,102,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-13,103,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-14,104,0.38,9.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-15,105,0.07,1.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-16,106,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-17,107,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-18,108,0.17,4.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-19,109,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-20,110,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-21,111,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-22,112,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-23,113,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-24,114,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-25,115,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-26,116,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-27,117,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-28,118,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-29,119,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-04-30,120,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-01,121,0.21,5.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-02,122,0.04,1.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-03,123,0.71,18.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-04,124,0.24,6.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-05,125,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-06,126,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-07,127,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-08,128,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-09,129,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-10,130,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-11,131,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-12,132,0.6,15.2,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-13,133,0.17,4.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-14,134,2.19,55.6,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-15,135,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-16,136,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-17,137,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-18,138,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-19,139,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-20,140,0.32,8.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-21,141,0.42,10.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-22,142,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-23,143,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-24,144,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-25,145,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-26,146,0.12,3.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-27,147,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-28,148,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-29,149,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-30,150,0.91,23.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-05-31,151,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-01,152,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-02,153,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-03,154,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-04,155,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-05,156,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-06,157,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-07,158,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-08,159,0.07,1.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-09,160,0.65,16.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-10,161,1.28,32.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-11,162,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-12,163,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-13,164,0.03,0.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-14,165,0.55,14.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-15,166,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-16,167,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-17,168,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-18,169,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-19,170,0.76,19.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-20,171,1.81,46.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-21,172,0.81,20.6,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-22,173,0.03,0.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-23,174,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-24,175,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-25,176,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-26,177,0.71,18.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-27,178,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-28,179,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-29,180,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-06-30,181,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-01,182,0.96,24.4,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-02,183,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-03,184,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-04,185,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-05,186,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-06,187,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-07,188,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-08,189,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-09,190,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-10,191,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-11,192,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-12,193,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-13,194,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-14,195,1.06,26.9,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-15,196,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-16,197,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-17,198,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-18,199,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-19,200,1.23,31.2,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-20,201,0.34,8.6,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-21,202,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-22,203,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-23,204,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-24,205,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-25,206,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-26,207,0.1,2.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-27,208,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-28,209,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-29,210,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-30,211,0.35,8.9,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-07-31,212,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-01,213,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-02,214,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-03,215,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-04,216,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-05,217,0.1,2.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-06,218,1.51,38.4,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-07,219,0.34,8.6,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-08,220,0.03,0.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-09,221,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-10,222,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-11,223,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-12,224,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-13,225,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-14,226,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-15,227,0.46,11.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-16,228,1.93,49.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-17,229,0.03,0.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-18,230,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-19,231,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-20,232,0.67,17.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-21,233,0.42,10.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-22,234,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-23,235,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-24,236,0.49,12.4,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-25,237,0.83,21.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-26,238,0.02,0.5,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-27,239,0.24,6.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-28,240,0.08,2.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-29,241,0.58,14.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-30,242,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-08-31,243,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-01,244,1.43,36.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-02,245,0.28,7.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-03,246,1.89,48.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-04,247,0.05,1.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-05,248,0.92,23.4,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-06,249,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-07,250,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-08,251,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-09,252,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-10,253,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-11,254,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-12,255,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-13,256,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-14,257,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-15,258,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-16,259,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-17,260,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-18,261,0.78,19.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-19,262,1.62,41.1,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-20,263,0.11,2.8,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-21,264,0.12,3.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-22,265,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-23,266,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-24,267,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-25,268,1.01,25.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-26,269,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-27,270,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-28,271,0.0001,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-29,272,0.12,3.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-09-30,273,0.09,2.3,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-10-01,274,0.22,5.6,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-10-02,275,0.35,8.9,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-10-03,276,0.0,0.0,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-10-04,277,0.54,13.7,True,2018,NWS_COOP
IA1319,CEDAR-RAPIDS-1,2018-10-05,278,0.05,1.3,True,2018,NWS_COOP
